,OA,accounting,airport,amusement_park,aquarium,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,drugstore,electrician,electronics_store,embassy,establishment,finance,fire_station,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,hindu_temple,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,mosque,movie_rental,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,plumber,point_of_interest,police,post_office,premise,primary_school,real_estate_agency,restaurant,roofing_contractor,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,travel_agency,university,veterinary_care,zoo
32,E00023450,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,300.0,3.0,0.0,1.0,19.0,0.0,2.0,1.0,12.0,4.0,4.0,5.0,0.0,38.0,0.0,6.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,6.0,1.0,300.0,0.0,0.0,9.0,1.0,2.0,10.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,1.0,34.0,0.0,4.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,2.0,0.0
33,E00023909,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,153.0,7.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,153.0,0.0,1.0,8.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
34,E00023591,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,0.0,168.0,6.0,0.0,0.0,16.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,14.0,0.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,168.0,0.0,1.0,3.0,2.0,2.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
35,E00175256,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,143.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,143.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
36,E00023938,11.0,0.0,0.0,0.0,9.0,5.0,4.0,8.0,55.0,5.0,0.0,0.0,0.0,7.0,26.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,8.0,1.0,13.0,2.0,0.0,6.0,1.0,6.0,0.0,1.0,5.0,13.0,1920.0,266.0,0.0,2.0,129.0,0.0,4.0,0.0,57.0,5.0,9.0,13.0,0.0,89.0,0.0,11.0,3.0,4.0,2.0,3.0,27.0,0.0,4.0,15.0,0.0,53.0,0.0,8.0,1.0,0.0,1.0,3.0,8.0,11.0,2.0,12.0,14.0,0.0,1.0,4.0,12.0,5.0,1920.0,1.0,0.0,12.0,0.0,37.0,90.0,3.0,16.0,3.0,1.0,2.0,11.0,0.0,4.0,97.0,0.0,4.0,0.0,2.0,41.0,0.0,17.0,22.0,4.0,0.0,0.0
37,E00175195,3.0,0.0,0.0,0.0,10.0,0.0,7.0,1.0,57.0,10.0,0.0,4.0,0.0,1.0,24.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,35.0,0.0,1163.0,55.0,0.0,1.0,130.0,0.0,0.0,0.0,22.0,4.0,10.0,18.0,1.0,52.0,0.0,33.0,0.0,4.0,4.0,3.0,7.0,0.0,3.0,1.0,2.0,13.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1163.0,0.0,0.0,0.0,0.0,30.0,104.0,0.0,7.0,0.0,15.0,0.0,6.0,0.0,1.0,204.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,9.0,3.0,0.0,0.0
38,E00023565,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,11.0,1.0,2.0,0.0,2.0,6.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,4.0,0.0,9.0,1.0,3.0,3.0,0.0,383.0,7.0,0.0,1.0,39.0,0.0,2.0,1.0,13.0,5.0,2.0,7.0,0.0,43.0,0.0,7.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,9.0,2.0,5.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,12.0,0.0,4.0,1.0,1.0,3.0,383.0,0.0,0.0,11.0,1.0,9.0,26.0,1.0,10.0,0.0,0.0,2.0,3.0,0.0,4.0,52.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0
39,E00023754,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,1.0,1.0,0.0,4.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,5.0,0.0,8.0,1.0,2.0,1.0,0.0,338.0,12.0,0.0,0.0,35.0,0.0,1.0,1.0,10.0,7.0,3.0,6.0,1.0,38.0,0.0,6.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,2.0,1.0,10.0,2.0,6.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,6.0,0.0,3.0,1.0,3.0,2.0,338.0,0.0,0.0,6.0,0.0,9.0,22.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,50.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,7.0,1.0,0.0,0.0
40,E00023493,14.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,3.0,10.0,0.0,2.0,0.0,7.0,8.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0,12.0,0.0,3.0,3.0,1.0,6.0,1.0,6.0,0.0,1.0,2.0,5.0,521.0,39.0,0.0,0.0,34.0,0.0,0.0,0.0,14.0,3.0,1.0,9.0,1.0,33.0,0.0,6.0,2.0,1.0,2.0,2.0,10.0,0.0,1.0,0.0,1.0,25.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,6.0,0.0,3.0,2.0,12.0,1.0,521.0,0.0,0.0,3.0,0.0,22.0,20.0,2.0,6.0,0.0,1.0,2.0,6.0,0.0,2.0,44.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,22.0,1.0,0.0,0.0
41,E00023793,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,197.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,1.0,6.0,1.0,0.0,25.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0,3.0,0.0,197.0,0.0,0.0,8.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
42,E00023766,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
43,E00175216,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,15.0,0.0,1.0,3.0,1.0,382.0,22.0,0.0,0.0,25.0,0.0,0.0,0.0,8.0,2.0,5.0,6.0,0.0,75.0,0.0,2.0,18.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,16.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,382.0,0.0,1.0,4.0,0.0,13.0,16.0,1.0,10.0,1.0,0.0,0.0,3.0,0.0,1.0,31.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,5.0,2.0,0.0,0.0
44,E00023849,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,253.0,10.0,0.0,0.0,31.0,0.0,4.0,0.0,12.0,11.0,1.0,8.0,0.0,12.0,0.0,11.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,5.0,253.0,0.0,1.0,4.0,1.0,6.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0
45,E00023514,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,7.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,6.0,0.0,2.0,1.0,1.0,3.0,1.0,341.0,14.0,0.0,2.0,23.0,0.0,2.0,0.0,11.0,1.0,4.0,3.0,0.0,30.0,0.0,7.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,341.0,0.0,1.0,3.0,0.0,10.0,5.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,30.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,0.0,0.0
46,E00024007,6.0,0.0,0.0,0.0,1.0,6.0,4.0,6.0,13.0,6.0,0.0,3.0,0.0,2.0,22.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,12.0,1.0,1.0,4.0,2.0,16.0,0.0,2.0,6.0,1.0,847.0,73.0,0.0,0.0,70.0,1.0,3.0,0.0,20.0,5.0,7.0,11.0,0.0,67.0,0.0,9.0,1.0,0.0,4.0,2.0,5.0,0.0,2.0,3.0,1.0,21.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,2.0,3.0,6.0,3.0,847.0,0.0,1.0,4.0,1.0,23.0,44.0,1.0,9.0,0.0,3.0,2.0,3.0,0.0,0.0,83.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,10.0,1.0,0.0,0.0
47,E00023534,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,6.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,0.0,288.0,4.0,0.0,0.0,17.0,0.0,16.0,0.0,24.0,3.0,0.0,2.0,0.0,36.0,0.0,38.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,1.0,1.0,2.0,0.0,288.0,1.0,0.0,6.0,2.0,6.0,13.0,1.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0
48,E00023802,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,5.0,2.0,0.0,224.0,7.0,0.0,0.0,29.0,1.0,1.0,0.0,9.0,4.0,0.0,2.0,0.0,22.0,0.0,7.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,3.0,224.0,0.0,1.0,6.0,2.0,2.0,17.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0
49,E00023562,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,165.0,1.0,0.0,0.0,10.0,0.0,13.0,0.0,19.0,1.0,0.0,1.0,0.0,10.0,0.0,34.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,165.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
50,E00023826,12.0,0.0,0.0,0.0,7.0,4.0,4.0,3.0,11.0,34.0,0.0,5.0,0.0,1.0,15.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,50.0,0.0,1.0,135.0,1.0,348.0,0.0,2.0,4.0,9.0,1647.0,63.0,0.0,2.0,47.0,0.0,10.0,0.0,28.0,2.0,9.0,21.0,0.0,850.0,0.0,24.0,79.0,2.0,8.0,0.0,9.0,3.0,0.0,3.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,6.0,15.0,1.0,3.0,1647.0,0.0,1.0,1.0,1.0,27.0,30.0,0.0,19.0,1.0,4.0,1.0,17.0,0.0,0.0,152.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,9.0,4.0,0.0,0.0
51,E00024079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,85.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,85.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
52,E00023845,17.0,1.0,0.0,0.0,14.0,2.0,7.0,8.0,42.0,35.0,0.0,3.0,0.0,2.0,41.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,153.0,5.0,0.0,40.0,5.0,87.0,1.0,0.0,14.0,2.0,1887.0,164.0,0.0,0.0,155.0,0.0,20.0,0.0,58.0,4.0,10.0,28.0,2.0,372.0,0.0,65.0,19.0,0.0,58.0,3.0,20.0,2.0,2.0,3.0,2.0,23.0,1.0,9.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,0.0,7.0,11.0,5.0,1.0,1887.0,0.0,0.0,2.0,2.0,70.0,106.0,1.0,17.0,0.0,37.0,6.0,13.0,1.0,2.0,432.0,1.0,2.0,0.0,0.0,2.0,0.0,7.0,7.0,11.0,0.0,0.0
53,E00023523,6.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,11.0,11.0,0.0,3.0,0.0,5.0,16.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,10.0,4.0,0.0,5.0,0.0,6.0,0.0,1.0,8.0,2.0,699.0,44.0,0.0,0.0,58.0,0.0,4.0,1.0,18.0,7.0,7.0,10.0,0.0,80.0,0.0,12.0,4.0,0.0,1.0,6.0,4.0,1.0,1.0,3.0,1.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,2.0,699.0,0.0,2.0,2.0,1.0,20.0,22.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,2.0,82.0,1.0,1.0,0.0,2.0,3.0,1.0,14.0,7.0,4.0,1.0,0.0
54,E00023436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,221.0,19.0,0.0,0.0,8.0,0.0,1.0,0.0,6.0,1.0,1.0,6.0,1.0,11.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,221.0,0.0,2.0,3.0,1.0,13.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0
55,E00023675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,175.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,175.0,0.0,0.0,6.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,0.0,0.0
56,E00023672,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,139.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,4.0,139.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
57,E00175194,24.0,0.0,0.0,0.0,24.0,8.0,12.0,8.0,152.0,26.0,1.0,10.0,0.0,6.0,67.0,0.0,3.0,3.0,5.0,0.0,2.0,0.0,7.0,0.0,80.0,5.0,0.0,14.0,6.0,12.0,0.0,4.0,86.0,1.0,2960.0,141.0,0.0,0.0,320.0,0.0,6.0,0.0,62.0,12.0,21.0,44.0,0.0,135.0,1.0,91.0,2.0,3.0,6.0,7.0,16.0,2.0,5.0,4.0,2.0,42.0,3.0,23.0,1.0,2.0,7.0,2.0,1.0,34.0,1.0,5.0,4.0,0.0,2.0,4.0,9.0,5.0,2960.0,0.0,1.0,1.0,0.0,57.0,241.0,1.0,25.0,1.0,22.0,3.0,12.0,0.0,3.0,396.0,1.0,8.0,0.0,1.0,12.0,0.0,14.0,27.0,15.0,0.0,0.0
58,E00023628,7.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,13.0,2.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,472.0,32.0,0.0,0.0,53.0,0.0,0.0,0.0,10.0,5.0,6.0,2.0,1.0,27.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,87.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,11.0,0.0,0.0,0.0,1.0,1.0,472.0,0.0,0.0,8.0,0.0,18.0,36.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,31.0,1.0,3.0,0.0,1.0,2.0,0.0,6.0,8.0,1.0,0.0,0.0
59,E00023652,5.0,0.0,0.0,0.0,6.0,5.0,4.0,7.0,10.0,13.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,17.0,4.0,0.0,7.0,1.0,8.0,0.0,0.0,7.0,1.0,531.0,42.0,0.0,2.0,70.0,0.0,5.0,0.0,10.0,6.0,2.0,19.0,0.0,46.0,1.0,14.0,4.0,2.0,1.0,5.0,4.0,0.0,2.0,3.0,0.0,26.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,7.0,0.0,8.0,0.0,2.0,1.0,531.0,0.0,0.0,5.0,3.0,7.0,45.0,0.0,13.0,0.0,1.0,1.0,5.0,0.0,2.0,92.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,12.0,0.0,3.0,0.0
60,E00024093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,4.0,0.0,0.0,23.0,0.0,3.0,0.0,11.0,1.0,1.0,8.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,4.0,2.0,194.0,0.0,0.0,5.0,0.0,7.0,14.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0
61,E00023614,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,292.0,6.0,0.0,0.0,38.0,1.0,3.0,0.0,15.0,1.0,0.0,11.0,1.0,36.0,0.0,8.0,5.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,6.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,4.0,2.0,292.0,0.0,0.0,9.0,1.0,9.0,27.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0
62,E00175211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,157.0,3.0,0.0,2.0,10.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,10.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,7.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0
63,E00023581,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,267.0,3.0,0.0,1.0,12.0,0.0,7.0,0.0,8.0,0.0,0.0,2.0,0.0,18.0,0.0,43.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,4.0,1.0,267.0,0.0,0.0,10.0,1.0,2.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,3.0,0.0,0.0
