,OA,accounting,airport,amusement_park,aquarium,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,drugstore,electrician,electronics_store,embassy,establishment,finance,fire_station,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,hindu_temple,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,mosque,movie_rental,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,plumber,point_of_interest,police,post_office,premise,primary_school,real_estate_agency,restaurant,roofing_contractor,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,travel_agency,university,veterinary_care,zoo
128,E00024078,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,86.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
129,E00023837,8.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,10.0,33.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,125.0,0.0,245.0,0.0,1.0,2.0,1.0,1098.0,57.0,0.0,0.0,19.0,0.0,3.0,0.0,19.0,0.0,10.0,24.0,0.0,623.0,0.0,9.0,60.0,0.0,9.0,2.0,13.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,21.0,0.0,0.0,1098.0,0.0,0.0,1.0,0.0,20.0,17.0,0.0,3.0,0.0,2.0,0.0,13.0,1.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0
130,E00175217,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0,0.0,131.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,43.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,131.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
131,E00023967,2.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,6.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,328.0,14.0,0.0,1.0,20.0,0.0,3.0,0.0,14.0,3.0,3.0,9.0,0.0,34.0,0.0,6.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,328.0,0.0,0.0,2.0,1.0,8.0,6.0,0.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0
132,E00023569,3.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,1.0,0.0,7.0,0.0,4.0,6.0,0.0,382.0,8.0,0.0,1.0,42.0,0.0,13.0,0.0,9.0,8.0,2.0,7.0,1.0,30.0,0.0,68.0,2.0,0.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,0.0,5.0,0.0,1.0,3.0,382.0,0.0,0.0,5.0,1.0,3.0,24.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,117.0,0.0,5.0,0.0,0.0,3.0,0.0,4.0,4.0,2.0,0.0,0.0
133,E00023497,18.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,9.0,18.0,0.0,1.0,0.0,4.0,8.0,0.0,3.0,3.0,4.0,1.0,3.0,0.0,13.0,0.0,5.0,1.0,0.0,5.0,1.0,7.0,0.0,2.0,6.0,5.0,654.0,44.0,0.0,2.0,51.0,0.0,5.0,0.0,19.0,7.0,6.0,21.0,1.0,60.0,1.0,14.0,3.0,3.0,2.0,6.0,10.0,0.0,0.0,4.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0,0.0,3.0,2.0,15.0,3.0,654.0,0.0,0.0,2.0,1.0,24.0,29.0,1.0,17.0,0.0,2.0,1.0,5.0,0.0,3.0,68.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,16.0,1.0,1.0,0.0
134,E00024110,9.0,0.0,0.0,0.0,18.0,2.0,3.0,4.0,61.0,8.0,0.0,2.0,0.0,2.0,22.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,104.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,31.0,0.0,1567.0,148.0,0.0,1.0,130.0,0.0,1.0,0.0,39.0,1.0,8.0,15.0,2.0,58.0,0.0,35.0,1.0,4.0,17.0,2.0,8.0,1.0,0.0,4.0,1.0,17.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1567.0,0.0,0.0,0.0,0.0,53.0,111.0,0.0,12.0,0.0,30.0,0.0,6.0,0.0,1.0,260.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,21.0,1.0,0.0,0.0
135,E00023835,12.0,0.0,0.0,0.0,12.0,6.0,6.0,7.0,20.0,20.0,0.0,4.0,0.0,1.0,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,65.0,2.0,0.0,12.0,1.0,39.0,0.0,1.0,6.0,1.0,993.0,84.0,0.0,2.0,97.0,0.0,8.0,0.0,34.0,5.0,8.0,24.0,1.0,162.0,0.0,26.0,18.0,1.0,8.0,0.0,15.0,2.0,1.0,0.0,1.0,18.0,2.0,13.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,5.0,2.0,3.0,1.0,993.0,0.0,0.0,1.0,0.0,32.0,76.0,1.0,8.0,0.0,9.0,2.0,19.0,0.0,2.0,166.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,9.0,4.0,1.0,0.0
136,E00024121,11.0,0.0,0.0,0.0,11.0,3.0,1.0,1.0,23.0,10.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,9.0,0.0,3.0,0.0,1.0,11.0,1.0,889.0,50.0,0.0,0.0,71.0,0.0,0.0,0.0,19.0,2.0,8.0,16.0,1.0,77.0,0.0,14.0,5.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,28.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,8.0,2.0,4.0,889.0,0.0,1.0,1.0,1.0,10.0,59.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,75.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,28.0,14.0,0.0,0.0
137,E00023946,7.0,0.0,0.0,0.0,6.0,7.0,4.0,9.0,35.0,11.0,0.0,2.0,0.0,9.0,27.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,0.0,9.0,4.0,0.0,3.0,3.0,8.0,0.0,3.0,9.0,18.0,1516.0,167.0,0.0,2.0,118.0,0.0,1.0,0.0,54.0,6.0,10.0,10.0,0.0,85.0,0.0,13.0,4.0,3.0,2.0,2.0,14.0,0.0,3.0,3.0,1.0,28.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,5.0,1.0,6.0,9.0,0.0,3.0,5.0,4.0,4.0,1516.0,0.0,0.0,8.0,2.0,28.0,71.0,3.0,17.0,1.0,4.0,2.0,8.0,0.0,3.0,113.0,1.0,5.0,0.0,1.0,23.0,0.0,23.0,14.0,5.0,0.0,0.0
138,E00023572,7.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0,14.0,13.0,1.0,4.0,0.0,12.0,19.0,0.0,3.0,9.0,5.0,3.0,0.0,0.0,3.0,0.0,20.0,13.0,0.0,9.0,2.0,23.0,0.0,4.0,14.0,0.0,1103.0,53.0,0.0,1.0,118.0,1.0,15.0,1.0,25.0,21.0,5.0,24.0,2.0,98.0,0.0,88.0,4.0,0.0,15.0,5.0,8.0,1.0,0.0,5.0,1.0,34.0,5.0,17.0,1.0,1.0,0.0,7.0,0.0,2.0,2.0,5.0,17.0,0.0,9.0,1.0,4.0,6.0,1103.0,0.0,1.0,11.0,0.0,27.0,69.0,3.0,14.0,0.0,0.0,3.0,3.0,0.0,9.0,224.0,2.0,16.0,0.0,2.0,5.0,0.0,21.0,16.0,4.0,0.0,0.0
139,E00023807,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,145.0,8.0,0.0,1.0,14.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,20.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,145.0,0.0,2.0,4.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,E00023532,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,11.0,7.0,0.0,1.0,0.0,8.0,6.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,289.0,9.0,0.0,0.0,26.0,0.0,3.0,1.0,10.0,2.0,0.0,8.0,0.0,13.0,0.0,9.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,2.0,1.0,289.0,0.0,0.0,6.0,2.0,6.0,17.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,32.0,0.0,1.0,0.0,2.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0
141,E00175237,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,218.0,8.0,0.0,0.0,31.0,1.0,1.0,0.0,11.0,3.0,0.0,3.0,1.0,18.0,0.0,8.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,3.0,0.0,1.0,2.0,218.0,0.0,1.0,5.0,2.0,2.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0
142,E00024052,3.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,10.0,11.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,8.0,1.0,17.0,0.0,3.0,3.0,0.0,570.0,30.0,0.0,1.0,67.0,0.0,4.0,2.0,17.0,7.0,2.0,17.0,1.0,68.0,0.0,11.0,4.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,50.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,2.0,570.0,0.0,1.0,2.0,0.0,24.0,39.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,75.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0
143,E00024001,3.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,5.0,6.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,7.0,0.0,7.0,0.0,3.0,1.0,0.0,532.0,20.0,0.0,1.0,31.0,1.0,0.0,2.0,9.0,4.0,2.0,10.0,1.0,53.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,38.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,532.0,0.0,1.0,4.0,0.0,15.0,17.0,2.0,9.0,0.0,0.0,0.0,5.0,0.0,2.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0
144,E00023751,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,13.0,0.0,1.0,19.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,150.0,0.0,1.0,2.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0
145,E00023578,8.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,8.0,3.0,0.0,1.0,0.0,4.0,7.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,1.0,13.0,0.0,2.0,4.0,2.0,471.0,25.0,0.0,0.0,36.0,1.0,0.0,0.0,7.0,3.0,6.0,7.0,0.0,57.0,0.0,6.0,6.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,21.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,5.0,2.0,471.0,0.0,0.0,4.0,1.0,7.0,21.0,0.0,16.0,0.0,0.0,1.0,4.0,0.0,3.0,26.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,5.0,1.0,0.0,0.0
146,E00023861,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,412.0,7.0,0.0,1.0,29.0,1.0,2.0,0.0,19.0,6.0,4.0,8.0,0.0,25.0,0.0,18.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,4.0,6.0,412.0,0.0,1.0,5.0,1.0,5.0,9.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0
147,E00023830,17.0,0.0,0.0,0.0,6.0,1.0,3.0,4.0,9.0,12.0,0.0,2.0,0.0,3.0,10.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,21.0,3.0,0.0,9.0,0.0,4.0,0.0,1.0,9.0,7.0,832.0,82.0,0.0,0.0,48.0,0.0,4.0,0.0,37.0,3.0,6.0,11.0,0.0,75.0,0.0,14.0,5.0,1.0,2.0,6.0,10.0,2.0,2.0,2.0,1.0,22.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,3.0,832.0,0.0,1.0,0.0,0.0,35.0,36.0,1.0,2.0,0.0,4.0,0.0,10.0,0.0,2.0,76.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,13.0,3.0,0.0,0.0
148,E00023759,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,2.0,0.0,266.0,3.0,1.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,69.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,11.0,0.0,2.0,2.0,2.0,1.0,266.0,0.0,0.0,10.0,0.0,5.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,14.0,1.0,1.0,0.0,0.0,4.0,0.0,10.0,4.0,0.0,0.0,0.0
149,E00023785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,190.0,7.0,0.0,1.0,19.0,0.0,1.0,0.0,8.0,2.0,2.0,4.0,0.0,24.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,190.0,0.0,1.0,2.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
150,E00024109,12.0,0.0,0.0,0.0,23.0,4.0,1.0,13.0,39.0,9.0,0.0,2.0,0.0,5.0,16.0,0.0,2.0,7.0,5.0,0.0,2.0,0.0,4.0,0.0,37.0,1.0,0.0,1.0,0.0,7.0,0.0,14.0,3.0,6.0,1424.0,224.0,0.0,4.0,104.0,0.0,4.0,0.0,54.0,1.0,10.0,15.0,0.0,45.0,0.0,23.0,3.0,3.0,16.0,7.0,13.0,3.0,3.0,1.0,0.0,37.0,1.0,4.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,9.0,3.0,1424.0,0.0,0.0,1.0,1.0,58.0,83.0,1.0,3.0,0.0,7.0,0.0,11.0,0.0,1.0,149.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,8.0,1.0,0.0,0.0
151,E00023664,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,15.0,25.0,0.0,1.0,0.0,6.0,9.0,0.0,1.0,9.0,3.0,1.0,0.0,0.0,5.0,0.0,19.0,3.0,0.0,4.0,0.0,17.0,1.0,3.0,0.0,0.0,546.0,41.0,0.0,3.0,31.0,0.0,6.0,1.0,24.0,1.0,0.0,19.0,0.0,72.0,0.0,13.0,1.0,1.0,9.0,1.0,3.0,0.0,1.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,2.0,5.0,4.0,546.0,0.0,0.0,1.0,2.0,33.0,18.0,0.0,8.0,2.0,5.0,0.0,11.0,0.0,1.0,74.0,1.0,0.0,0.0,1.0,2.0,0.0,11.0,1.0,0.0,1.0,0.0
152,E00024106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
153,E00024026,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,217.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,217.0,1.0,0.0,7.0,0.0,1.0,6.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0
154,E00024089,3.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,383.0,8.0,0.0,0.0,44.0,1.0,4.0,0.0,25.0,3.0,3.0,11.0,1.0,27.0,0.0,11.0,1.0,0.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,7.0,8.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,7.0,2.0,383.0,0.0,0.0,10.0,1.0,8.0,29.0,0.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,45.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,2.0,2.0,0.0,0.0
155,E00024085,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,276.0,6.0,0.0,3.0,24.0,0.0,1.0,0.0,11.0,3.0,2.0,4.0,0.0,26.0,0.0,7.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,1.0,276.0,0.0,0.0,1.0,2.0,1.0,17.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,1.0,1.0,1.0,0.0
156,E00023521,5.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,7.0,11.0,0.0,1.0,0.0,3.0,18.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,5.0,0.0,6.0,0.0,1.0,7.0,2.0,599.0,48.0,0.0,0.0,70.0,0.0,5.0,1.0,8.0,6.0,5.0,11.0,1.0,54.0,0.0,11.0,4.0,0.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,10.0,0.0,11.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,599.0,0.0,3.0,1.0,0.0,15.0,31.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,78.0,0.0,1.0,0.0,1.0,4.0,0.0,9.0,7.0,2.0,0.0,0.0
157,E00024105,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,345.0,18.0,1.0,0.0,45.0,0.0,2.0,0.0,8.0,1.0,3.0,2.0,0.0,67.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,2.0,1.0,1.0,345.0,0.0,0.0,3.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,23.0,0.0,1.0,0.0,0.0,3.0,0.0,11.0,4.0,0.0,0.0,0.0
158,E00023467,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,10.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,256.0,9.0,0.0,1.0,35.0,1.0,4.0,0.0,9.0,4.0,2.0,8.0,0.0,21.0,0.0,14.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,256.0,0.0,1.0,0.0,0.0,5.0,20.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,39.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0
159,E00024137,9.0,1.0,0.0,0.0,7.0,2.0,5.0,11.0,25.0,18.0,0.0,3.0,0.0,8.0,28.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,86.0,4.0,0.0,4.0,4.0,13.0,1.0,7.0,13.0,4.0,1148.0,157.0,0.0,1.0,121.0,1.0,4.0,0.0,35.0,5.0,11.0,18.0,0.0,88.0,0.0,13.0,0.0,1.0,23.0,2.0,15.0,0.0,2.0,2.0,1.0,23.0,2.0,11.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,7.0,0.0,8.0,7.0,2.0,3.0,1148.0,0.0,0.0,2.0,1.0,58.0,76.0,1.0,5.0,0.0,27.0,5.0,3.0,0.0,2.0,243.0,1.0,4.0,0.0,0.0,3.0,0.0,16.0,5.0,7.0,0.0,0.0
