,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
277,E00023866,108.522,65.045,56.209,54.637,55.112,106.933,0.89,0.533,0.461,0.448,0.452,0.877,0.105,0.104,0.098,0.091,0.08,0.087,3.661,24.31,14.559,12.592,12.237,12.346,23.955,191.383,114.71,99.127,96.355,97.192,188.581,787.348,1.569,0.94,0.813,0.79,0.797,1.546,6.454
278,E00023981,44.313,25.51,19.107,20.173,19.207,42.166,0.393,0.226,0.169,0.179,0.17,0.374,0.046,0.044,0.036,0.037,0.03,0.037,1.511,26.009,14.957,11.185,11.846,11.251,24.752,78.148,44.988,33.696,35.576,33.872,74.362,300.642,0.693,0.399,0.299,0.316,0.3,0.66,2.667
279,E00175218,204.979,120.603,115.388,124.99,157.617,236.727,1.298,0.763,0.73,0.791,0.998,1.498,0.153,0.148,0.156,0.161,0.177,0.149,6.078,21.356,12.553,12.011,13.014,16.42,24.646,361.49,212.689,203.492,220.425,277.965,417.479,1693.538,2.288,1.346,1.288,1.395,1.76,2.643,10.72
280,E00175260,24.347,14.922,13.233,16.88,10.786,31.179,0.315,0.193,0.171,0.218,0.139,0.403,0.037,0.038,0.037,0.044,0.025,0.04,1.439,21.89,13.412,11.883,15.149,9.659,28.006,42.937,26.316,23.337,29.769,19.022,54.986,196.365,0.555,0.34,0.302,0.385,0.246,0.711,2.54
281,E00023917,44.359,27.582,15.247,24.306,20.553,41.718,0.407,0.253,0.14,0.223,0.188,0.382,0.048,0.049,0.03,0.045,0.033,0.038,1.593,25.549,15.882,8.788,13.999,11.802,23.98,78.229,48.642,26.889,42.865,36.246,73.572,306.442,0.717,0.446,0.246,0.393,0.332,0.674,2.809
282,E00023523,210.325,133.123,130.595,125.495,146.925,244.494,1.726,1.092,1.072,1.03,1.206,2.006,0.203,0.212,0.229,0.21,0.214,0.2,8.132,21.225,13.428,13.182,12.666,14.83,24.668,370.917,234.768,230.31,221.316,259.109,431.176,1747.596,3.044,1.927,1.89,1.816,2.126,3.538,14.341
283,E00175253,135.625,71.165,69.581,72.807,88.1,152.454,0.938,0.492,0.481,0.503,0.609,1.054,0.11,0.096,0.103,0.103,0.108,0.105,4.077,23.007,12.068,11.798,12.338,14.937,25.852,239.181,125.503,122.709,128.398,155.368,268.859,1040.018,1.654,0.868,0.849,0.888,1.074,1.859,7.192
284,E00023766,21.476,13.473,12.491,10.062,15.744,26.384,0.21,0.132,0.122,0.099,0.154,0.258,0.025,0.026,0.026,0.02,0.027,0.026,0.975,21.538,13.538,12.513,10.154,15.795,26.462,37.874,23.76,22.028,17.745,27.765,46.529,175.702,0.371,0.233,0.216,0.174,0.272,0.456,1.72
285,E00023675,59.421,28.64,31.355,33.245,38.56,67.582,0.531,0.256,0.28,0.297,0.345,0.604,0.062,0.05,0.06,0.061,0.061,0.06,2.313,22.957,11.068,12.105,12.84,14.916,26.113,104.792,50.508,55.296,58.629,68.002,119.184,456.411,0.937,0.451,0.494,0.524,0.608,1.065,4.079
286,E00024019,66.044,39.18,30.561,36.034,40.928,76.417,0.912,0.541,0.422,0.498,0.565,1.055,0.107,0.105,0.09,0.102,0.1,0.105,3.993,22.84,13.549,10.568,12.472,14.15,26.421,116.472,69.096,53.896,63.548,72.178,134.765,509.953,1.608,0.954,0.744,0.878,0.997,1.861,7.042
287,E00175183,231.926,133.842,137.649,149.133,165.14,263.279,1.253,0.723,0.744,0.806,0.892,1.423,0.147,0.141,0.159,0.164,0.158,0.142,5.841,21.452,12.378,12.738,13.799,15.271,24.362,409.012,236.036,242.75,263.003,291.232,464.304,1906.337,2.21,1.276,1.312,1.421,1.574,2.509,10.302
288,E00023550,25.937,14.577,15.472,14.117,13.574,30.903,0.218,0.122,0.13,0.118,0.114,0.259,0.026,0.024,0.028,0.024,0.02,0.026,0.961,22.685,12.695,13.528,12.279,11.863,26.951,45.741,25.707,27.286,24.896,23.938,54.499,202.067,0.384,0.216,0.229,0.209,0.201,0.457,1.695
289,E00023679,66.532,30.113,37.769,34.508,49.327,80.613,0.505,0.229,0.287,0.262,0.374,0.612,0.059,0.045,0.061,0.053,0.066,0.061,2.269,22.257,10.093,12.649,11.547,16.483,26.972,117.332,53.106,66.607,60.856,86.99,142.165,527.056,0.891,0.403,0.506,0.462,0.66,1.079,4.001
290,E00023790,32.764,19.282,18.5,18.494,15.944,42.071,0.234,0.138,0.132,0.132,0.114,0.301,0.028,0.027,0.028,0.027,0.02,0.03,1.051,22.265,13.13,12.559,12.559,10.847,28.639,57.781,34.005,32.626,32.615,28.118,74.194,259.338,0.413,0.243,0.233,0.233,0.201,0.531,1.855
291,E00023711,153.642,87.507,86.493,94.599,108.959,173.933,1.244,0.709,0.7,0.766,0.882,1.409,0.146,0.138,0.149,0.156,0.156,0.14,5.71,21.786,12.417,12.259,13.415,15.447,24.676,270.954,154.322,152.534,166.83,192.154,306.739,1243.533,2.194,1.25,1.235,1.351,1.556,2.484,10.071
292,E00023574,240.779,153.07,129.148,146.399,165.006,276.228,1.762,1.12,0.945,1.071,1.207,2.021,0.207,0.218,0.202,0.218,0.214,0.201,8.126,21.683,13.783,11.629,13.18,14.854,24.871,424.624,269.946,227.758,258.181,290.995,487.14,1958.645,3.107,1.975,1.667,1.889,2.129,3.565,14.332
293,E00023552,42.613,24.772,20.552,24.94,24.692,49.453,0.551,0.321,0.266,0.323,0.32,0.64,0.065,0.062,0.057,0.066,0.057,0.064,2.421,22.759,13.259,10.987,13.342,13.218,26.435,75.15,43.687,36.244,43.983,43.545,87.213,329.822,0.973,0.565,0.469,0.569,0.564,1.129,4.268
294,E00024122,148.795,86.124,79.268,75.185,95.843,192.64,2.488,1.44,1.325,1.257,1.603,3.221,0.293,0.28,0.283,0.256,0.284,0.321,11.334,21.952,12.705,11.69,11.091,14.143,28.419,262.407,151.883,139.793,132.592,169.023,339.729,1195.427,4.388,2.54,2.338,2.217,2.826,5.681,19.99
295,E00023562,67.74,47.824,37.952,38.196,34.826,87.699,1.111,0.784,0.622,0.626,0.571,1.438,0.131,0.152,0.133,0.128,0.101,0.143,5.152,21.564,15.217,12.073,12.151,11.083,27.911,119.462,84.34,66.93,67.36,61.417,154.661,554.171,1.958,1.383,1.097,1.104,1.007,2.535,9.085
296,E00023771,35.06,18.256,21.646,20.91,23.281,43.946,0.274,0.142,0.169,0.163,0.182,0.343,0.032,0.028,0.036,0.033,0.032,0.034,1.273,21.524,11.155,13.276,12.804,14.297,26.944,61.83,32.195,38.174,36.876,41.057,77.501,287.632,0.483,0.251,0.298,0.288,0.32,0.605,2.245
297,E00023724,162.094,89.095,88.652,96.955,113.237,175.305,1.324,0.728,0.724,0.792,0.925,1.432,0.156,0.142,0.155,0.162,0.164,0.143,5.925,22.346,12.287,12.219,13.367,15.612,24.169,285.86,157.123,156.342,170.984,199.698,309.158,1279.166,2.336,1.284,1.277,1.397,1.632,2.526,10.452
298,E00023941,351.977,191.437,207.234,176.658,266.239,408.353,1.757,0.955,1.034,0.882,1.329,2.038,0.207,0.186,0.221,0.18,0.236,0.203,7.995,21.976,11.945,12.933,11.032,16.623,25.491,620.727,337.608,365.466,311.544,469.524,720.149,2825.018,3.098,1.685,1.824,1.555,2.343,3.594,14.099
299,E00023482,130.232,81.469,80.931,85.088,95.808,153.412,1.291,0.808,0.802,0.843,0.95,1.521,0.152,0.157,0.171,0.172,0.169,0.152,6.215,20.772,13.001,12.904,13.564,15.286,24.473,229.67,143.674,142.725,150.056,168.962,270.549,1105.636,2.277,1.424,1.415,1.487,1.675,2.682,10.959
300,E00023428,52.899,40.477,28.519,45.872,34.39,60.642,0.479,0.366,0.258,0.415,0.311,0.549,0.056,0.071,0.055,0.085,0.055,0.055,2.378,20.143,15.391,10.849,17.452,13.078,23.087,93.29,71.383,50.295,80.897,60.648,106.945,463.458,0.844,0.646,0.455,0.732,0.549,0.968,4.194
301,E00023758,80.047,57.465,50.555,39.734,54.964,89.853,0.395,0.283,0.249,0.196,0.271,0.443,0.046,0.055,0.053,0.04,0.048,0.044,1.837,21.502,15.406,13.555,10.67,14.752,24.115,141.166,101.342,89.156,70.073,96.931,158.46,657.128,0.696,0.5,0.44,0.346,0.478,0.782,3.241
302,E00024078,31.082,23.128,19.431,16.71,19.97,36.163,0.369,0.275,0.231,0.198,0.237,0.429,0.043,0.053,0.049,0.04,0.042,0.043,1.739,21.219,15.814,13.283,11.386,13.629,24.669,54.814,40.787,34.267,29.469,35.218,63.775,258.331,0.651,0.484,0.407,0.35,0.418,0.757,3.066
303,E00023782,39.478,23.215,18.768,25.68,27.973,45.086,0.287,0.169,0.137,0.187,0.203,0.328,0.034,0.033,0.029,0.038,0.036,0.033,1.311,21.892,12.891,10.45,14.264,15.484,25.019,69.621,40.941,33.098,45.288,49.332,79.511,317.791,0.506,0.298,0.241,0.329,0.359,0.578,2.312
304,E00023959,326.42,181.693,207.895,181.276,255.418,335.607,3.465,1.929,2.207,1.924,2.711,3.562,0.408,0.375,0.471,0.392,0.481,0.355,15.798,21.933,12.21,13.97,12.179,17.16,22.547,575.656,320.424,366.632,319.688,450.441,591.858,2624.699,6.11,3.401,3.892,3.393,4.781,6.282,27.861
305,E00023703,170.492,107.923,101.224,99.195,133.461,190.575,1.341,0.849,0.796,0.78,1.05,1.499,0.158,0.165,0.17,0.159,0.186,0.149,6.315,21.235,13.444,12.605,12.352,16.627,23.737,300.67,190.327,178.513,174.935,235.364,336.087,1415.897,2.365,1.497,1.404,1.376,1.851,2.644,11.137
306,E00023773,58.114,36.037,36.552,42.044,42.081,57.935,0.644,0.4,0.405,0.466,0.467,0.642,0.076,0.078,0.086,0.095,0.083,0.064,3.024,21.296,13.228,13.393,15.41,15.443,21.23,102.487,63.553,64.461,74.146,74.212,102.171,481.03,1.136,0.705,0.715,0.822,0.823,1.133,5.334
307,E00175271,80.005,52.079,36.756,50.01,42.072,97.61,0.935,0.609,0.43,0.585,0.492,1.141,0.11,0.118,0.092,0.119,0.087,0.114,4.192,22.304,14.528,10.258,13.955,11.737,27.219,141.092,91.844,64.821,88.195,74.196,172.14,632.287,1.649,1.074,0.758,1.031,0.867,2.012,7.392
308,E00175200,81.499,44.693,36.585,52.829,44.196,93.259,1.455,0.798,0.653,0.943,0.789,1.665,0.171,0.155,0.139,0.192,0.14,0.166,6.303,23.084,12.661,10.36,14.961,12.518,26.416,143.727,78.818,64.519,93.166,77.942,164.466,622.639,2.567,1.408,1.152,1.664,1.392,2.937,11.119
309,E00175239,242.763,141.777,135.695,136.133,160.679,293.194,1.967,1.149,1.1,1.103,1.302,2.376,0.232,0.223,0.235,0.225,0.231,0.237,8.997,21.863,12.771,12.226,12.26,14.471,26.409,428.123,250.03,239.304,240.077,283.365,517.061,1957.959,3.47,2.026,1.939,1.946,2.296,4.19,15.868
310,E00023698,158.464,95.909,87.455,91.359,117.638,184.705,1.669,1.01,0.921,0.962,1.239,1.945,0.196,0.196,0.197,0.196,0.22,0.194,7.746,21.547,13.039,11.89,12.419,15.995,25.11,279.458,169.14,154.231,161.116,207.46,325.735,1297.14,2.943,1.781,1.624,1.697,2.185,3.43,13.659
311,E00175226,272.764,134.88,143.475,133.397,179.118,301.758,0.821,0.406,0.432,0.401,0.539,0.908,0.097,0.079,0.092,0.082,0.096,0.09,3.507,23.41,11.577,12.318,11.434,15.369,25.891,481.031,237.867,253.024,235.251,315.882,532.164,2055.22,1.448,0.716,0.762,0.708,0.951,1.602,6.185
312,E00023942,366.335,198.058,206.716,173.001,260.563,420.605,1.529,0.827,0.863,0.722,1.088,1.756,0.18,0.161,0.184,0.147,0.193,0.175,6.785,22.535,12.189,12.719,10.641,16.035,25.881,646.048,349.284,364.553,305.095,459.514,741.755,2866.249,2.697,1.458,1.522,1.274,1.918,3.097,11.966
313,E00023949,142.473,80.103,89.505,75.329,116.368,152.867,1.582,0.889,0.994,0.836,1.292,1.697,0.186,0.173,0.212,0.171,0.229,0.169,7.29,21.701,12.195,13.635,11.468,17.723,23.278,251.257,141.265,157.846,132.846,205.22,269.588,1158.022,2.789,1.568,1.752,1.475,2.278,2.993,12.856
314,E00023977,23.719,11.863,9.714,8.903,7.453,21.507,0.402,0.201,0.165,0.151,0.126,0.365,0.047,0.039,0.035,0.031,0.022,0.036,1.41,28.511,14.255,11.702,10.709,8.936,25.887,41.83,20.921,17.131,15.701,13.144,37.929,146.655,0.709,0.355,0.291,0.266,0.223,0.643,2.487
315,E00023725,131.525,77.134,65.981,74.972,84.87,160.462,1.289,0.756,0.647,0.735,0.832,1.572,0.152,0.147,0.138,0.15,0.148,0.157,5.831,22.106,12.965,11.096,12.605,14.269,26.959,231.95,136.029,116.36,132.216,149.672,282.982,1049.21,2.273,1.333,1.14,1.296,1.467,2.773,10.281
316,E00023739,93.113,63.652,53.226,56.015,58.652,124.838,0.688,0.47,0.393,0.414,0.434,0.923,0.081,0.091,0.084,0.084,0.077,0.092,3.322,20.71,14.148,11.83,12.462,13.064,27.784,164.209,112.253,93.866,98.785,103.435,220.157,792.706,1.214,0.83,0.694,0.73,0.765,1.627,5.859
317,E00023918,89.577,56.983,45.701,54.702,54.301,85.369,0.826,0.525,0.421,0.504,0.501,0.787,0.097,0.102,0.09,0.103,0.089,0.078,3.564,23.176,14.731,11.813,14.141,14.057,22.082,157.973,100.492,80.596,96.469,95.762,150.552,681.844,1.457,0.927,0.743,0.89,0.883,1.388,6.287
318,E00023451,44.556,24.377,27.632,22.08,28.799,55.68,0.372,0.204,0.231,0.184,0.241,0.465,0.044,0.04,0.049,0.038,0.043,0.046,1.697,21.921,12.021,13.612,10.843,14.202,27.401,78.576,42.99,48.73,38.939,50.788,98.194,358.218,0.656,0.359,0.407,0.325,0.424,0.82,2.993
319,E00023556,22.699,11.303,13.263,13.41,10.995,28.943,0.201,0.1,0.117,0.119,0.097,0.256,0.024,0.019,0.025,0.024,0.017,0.026,0.89,22.584,11.236,13.146,13.371,10.899,28.764,40.031,19.933,23.39,23.649,19.39,51.042,177.435,0.354,0.176,0.207,0.209,0.171,0.451,1.568
320,E00023999,96.047,56.905,54.296,57.772,65.397,123.442,0.892,0.528,0.504,0.536,0.607,1.146,0.105,0.103,0.108,0.109,0.108,0.114,4.213,21.173,12.533,11.963,12.723,14.408,27.202,169.383,100.354,95.753,101.883,115.33,217.695,800.4,1.573,0.932,0.889,0.946,1.071,2.021,7.431
321,E00023953,160.201,88.27,92.124,81.212,119.306,181.156,1.348,0.743,0.775,0.683,1.004,1.524,0.159,0.144,0.165,0.139,0.178,0.152,6.077,22.182,12.226,12.753,11.239,16.521,25.078,282.522,155.668,162.465,143.221,210.401,319.477,1273.753,2.377,1.31,1.367,1.205,1.77,2.688,10.718
322,E00023619,204.645,121.751,118.295,125.783,149.474,229.263,0.947,0.563,0.547,0.582,0.691,1.06,0.111,0.109,0.117,0.119,0.123,0.106,4.39,21.572,12.825,12.46,13.257,15.74,24.146,360.9,214.713,208.618,221.824,263.604,404.315,1673.975,1.669,0.993,0.965,1.026,1.219,1.87,7.743
323,E00023925,30.149,21.104,13.246,14.942,15.067,35.485,0.222,0.155,0.097,0.11,0.111,0.261,0.026,0.03,0.021,0.022,0.02,0.026,0.956,23.222,16.213,10.146,11.506,11.611,27.301,53.169,37.218,23.36,26.351,26.571,62.579,229.248,0.391,0.273,0.172,0.194,0.195,0.46,1.684
324,E00175191,659.706,333.194,349.252,323.005,397.382,773.146,2.528,1.277,1.338,1.238,1.522,2.962,0.298,0.248,0.286,0.253,0.27,0.295,10.865,23.267,11.753,12.315,11.394,14.008,27.262,1163.421,587.602,615.921,569.634,700.801,1363.477,5000.856,4.457,2.251,2.36,2.182,2.685,5.224,19.16
325,E00023794,37.285,21.139,22.996,26.97,28.505,44.457,0.482,0.273,0.297,0.348,0.368,0.574,0.057,0.053,0.063,0.071,0.065,0.057,2.342,20.581,11.657,12.681,14.859,15.713,24.509,65.754,37.28,40.554,47.563,50.27,78.402,319.822,0.85,0.482,0.524,0.614,0.649,1.013,4.132
326,E00023627,289.712,165.535,170.078,167.432,193.713,307.899,2.741,1.566,1.609,1.584,1.833,2.913,0.323,0.305,0.344,0.323,0.325,0.29,12.246,22.383,12.788,13.139,12.935,14.968,23.787,510.92,291.928,299.94,295.274,341.621,542.993,2282.677,4.834,2.762,2.838,2.794,3.232,5.138,21.598
327,E00024080,130.889,81.733,63.677,83.55,71.512,144.617,0.533,0.333,0.259,0.34,0.291,0.589,0.063,0.065,0.055,0.069,0.052,0.059,2.345,22.729,14.2,11.045,14.499,12.409,25.117,230.829,144.14,112.297,147.344,126.115,255.038,1015.763,0.941,0.587,0.458,0.6,0.514,1.039,4.139
328,E00024038,64.96,49.629,37.283,56.768,47.329,79.716,0.843,0.644,0.484,0.737,0.615,1.035,0.099,0.125,0.103,0.15,0.109,0.103,4.358,19.344,14.777,11.106,16.911,14.112,23.749,114.56,87.523,65.75,100.113,83.467,140.583,591.995,1.487,1.136,0.854,1.3,1.084,1.825,7.686
329,E00175264,45.255,26.346,25.703,24.559,30.934,47.903,0.366,0.213,0.208,0.198,0.25,0.387,0.043,0.041,0.044,0.04,0.044,0.039,1.622,22.565,13.132,12.824,12.207,15.413,23.859,79.809,46.462,45.328,43.311,54.553,84.479,353.943,0.645,0.375,0.366,0.35,0.441,0.682,2.859
330,E00024067,52.349,38.118,27.607,43.111,36.607,67.315,0.596,0.434,0.314,0.491,0.417,0.766,0.07,0.084,0.067,0.1,0.074,0.076,3.018,19.748,14.38,10.404,16.269,13.817,25.381,92.32,67.223,48.686,76.028,64.558,118.713,467.528,1.051,0.765,0.554,0.866,0.735,1.351,5.322
331,E00024088,52.582,35.231,29.44,40.309,31.1,69.943,0.548,0.367,0.307,0.42,0.324,0.729,0.064,0.071,0.066,0.086,0.057,0.073,2.695,20.334,13.618,11.391,15.584,12.022,27.05,92.731,62.131,51.919,71.087,54.846,123.348,456.061,0.966,0.647,0.541,0.74,0.571,1.285,4.75
332,E00024009,47.52,26.853,22.119,25.345,27.134,57.738,0.506,0.286,0.236,0.27,0.289,0.615,0.06,0.056,0.05,0.055,0.051,0.061,2.202,22.979,12.988,10.718,12.262,13.124,27.929,83.804,47.356,39.008,44.697,47.852,101.824,364.54,0.893,0.505,0.416,0.476,0.51,1.085,3.885
333,E00023886,100.783,71.951,52.104,61.288,59.132,132.703,0.818,0.584,0.423,0.497,0.48,1.077,0.096,0.114,0.09,0.101,0.085,0.107,3.879,21.088,15.055,10.905,12.813,12.374,27.765,177.735,126.889,91.888,108.084,104.282,234.028,842.905,1.443,1.03,0.746,0.877,0.846,1.9,6.842
334,E00023807,40.454,24.309,18.225,29.634,24.198,46.326,0.388,0.233,0.175,0.284,0.232,0.445,0.046,0.045,0.037,0.058,0.041,0.044,1.757,22.083,13.261,9.96,16.164,13.204,25.327,71.342,42.87,32.141,52.261,42.674,81.698,322.986,0.685,0.411,0.308,0.501,0.409,0.784,3.099
335,E00023569,160.665,100.707,80.492,95.676,98.091,191.915,1.312,0.822,0.657,0.781,0.801,1.567,0.154,0.16,0.14,0.159,0.142,0.156,5.94,22.088,13.838,11.061,13.148,13.485,26.38,283.34,177.601,141.951,168.729,172.988,338.451,1283.059,2.314,1.45,1.159,1.378,1.413,2.764,10.478
336,E00023533,54.117,41.953,30.555,40.526,34.586,64.979,0.37,0.287,0.209,0.277,0.237,0.444,0.044,0.056,0.045,0.057,0.042,0.044,1.824,20.285,15.735,11.458,15.186,12.993,24.342,95.438,73.986,53.885,71.469,60.994,114.593,470.365,0.653,0.506,0.369,0.489,0.417,0.784,3.217
337,E00023602,50.568,32.539,21.997,29.919,26.835,57.437,0.505,0.325,0.22,0.299,0.268,0.573,0.059,0.063,0.047,0.061,0.048,0.057,2.19,23.059,14.84,10.046,13.653,12.237,26.164,89.179,57.384,38.793,52.763,47.325,101.293,386.736,0.89,0.573,0.387,0.527,0.472,1.011,3.86
338,E00023791,110.665,65.883,66.587,71.691,75.048,131.891,0.706,0.42,0.425,0.458,0.479,0.842,0.083,0.082,0.091,0.093,0.085,0.084,3.33,21.201,12.613,12.763,13.754,14.384,25.285,195.163,116.188,117.429,126.43,132.35,232.596,920.156,1.246,0.742,0.749,0.807,0.845,1.484,5.873
339,E00023710,95.595,56.276,56.094,59.798,71.965,111.815,1.088,0.641,0.639,0.681,0.819,1.273,0.128,0.125,0.136,0.139,0.145,0.127,5.141,21.163,12.468,12.429,13.246,15.931,24.762,168.586,99.245,98.924,105.456,126.913,197.191,796.316,1.92,1.13,1.126,1.201,1.445,2.245,9.067
340,E00175193,582.398,288.193,324.396,279.624,373.672,658.102,2.4,1.188,1.337,1.152,1.54,2.712,0.282,0.231,0.286,0.235,0.273,0.27,10.329,23.236,11.502,12.944,11.153,14.909,26.256,1027.085,508.241,572.087,493.129,658.987,1160.592,4420.121,4.233,2.095,2.358,2.032,2.716,4.783,18.217
341,E00023696,125.292,73.248,64.415,70.297,82.399,158.797,1.175,0.687,0.604,0.659,0.773,1.489,0.138,0.134,0.129,0.134,0.137,0.148,5.387,21.812,12.753,11.212,12.233,14.349,27.641,220.958,129.176,113.599,123.972,145.314,280.046,1013.064,2.072,1.211,1.065,1.162,1.363,2.626,9.499
342,E00023617,193.037,103.169,112.092,114.317,130.679,203.703,2.605,1.392,1.513,1.543,1.763,2.749,0.307,0.271,0.323,0.315,0.313,0.274,11.565,22.525,12.036,13.083,13.342,15.244,23.77,340.429,181.943,197.679,201.603,230.458,359.239,1511.352,4.594,2.455,2.668,2.72,3.11,4.848,20.394
343,E00023770,30.278,14.225,19.041,17.578,22.058,29.153,0.325,0.153,0.205,0.189,0.237,0.313,0.038,0.03,0.044,0.039,0.042,0.031,1.422,22.855,10.759,14.416,13.291,16.667,22.011,53.397,25.086,33.58,31.0,38.9,51.413,233.375,0.574,0.27,0.361,0.333,0.418,0.553,2.509
344,E00023649,191.012,115.666,123.123,145.041,137.581,238.82,1.732,1.049,1.116,1.315,1.247,2.165,0.204,0.204,0.238,0.268,0.221,0.216,8.624,20.083,12.164,12.941,15.248,14.46,25.104,336.858,203.982,217.133,255.786,242.63,421.17,1677.559,3.054,1.849,1.968,2.319,2.199,3.818,15.207
345,E00023836,257.135,149.085,150.858,149.375,180.014,317.761,2.096,1.216,1.23,1.218,1.468,2.591,0.247,0.236,0.263,0.248,0.26,0.258,9.819,21.346,12.384,12.527,12.405,14.951,26.388,453.469,262.918,266.045,263.429,317.463,560.386,2123.709,3.697,2.144,2.169,2.148,2.588,4.569,17.315
346,E00023777,44.7,29.352,19.788,28.619,22.58,53.362,0.499,0.328,0.221,0.32,0.252,0.596,0.059,0.064,0.047,0.065,0.045,0.059,2.216,22.518,14.801,9.973,14.44,11.372,26.895,78.83,51.764,34.897,50.471,39.821,94.106,349.889,0.881,0.578,0.39,0.564,0.445,1.051,3.908
347,E00023776,50.406,32.552,34.392,33.481,39.885,56.805,0.597,0.386,0.407,0.397,0.472,0.673,0.07,0.075,0.087,0.081,0.084,0.067,2.932,20.362,13.165,13.881,13.54,16.098,22.954,88.893,57.407,60.652,59.045,70.339,100.178,436.514,1.053,0.68,0.718,0.699,0.833,1.187,5.17
348,E00023647,198.916,113.93,124.581,139.066,135.788,244.735,1.289,0.738,0.807,0.901,0.88,1.586,0.152,0.144,0.172,0.184,0.156,0.158,6.201,20.787,11.901,13.014,14.53,14.191,25.577,350.797,200.921,219.704,245.249,239.468,431.601,1687.74,2.273,1.302,1.424,1.589,1.552,2.797,10.938
349,E00023784,48.463,31.491,22.719,35.279,30.345,55.812,0.505,0.328,0.237,0.368,0.316,0.582,0.059,0.064,0.051,0.075,0.056,0.058,2.336,21.618,14.041,10.146,15.753,13.527,24.914,85.467,55.536,40.066,62.216,53.515,98.427,395.226,0.891,0.579,0.418,0.649,0.558,1.026,4.121
350,E00023705,35.957,18.522,16.929,21.569,21.992,39.905,1.084,0.559,0.511,0.65,0.663,1.203,0.128,0.109,0.109,0.133,0.118,0.12,4.67,23.212,11.97,10.942,13.919,14.197,25.76,63.412,32.664,29.855,38.038,38.784,70.374,273.127,1.912,0.985,0.9,1.147,1.17,2.122,8.237
351,E00023437,61.734,36.4,30.66,36.38,33.552,76.674,0.316,0.187,0.157,0.186,0.172,0.393,0.037,0.036,0.034,0.038,0.031,0.039,1.411,22.395,13.253,11.127,13.182,12.19,27.853,108.871,64.193,54.07,64.158,59.17,135.218,485.68,0.558,0.329,0.277,0.329,0.303,0.693,2.489
352,E00023849,108.534,67.52,60.367,62.411,67.1,112.13,0.845,0.526,0.47,0.486,0.523,0.873,0.099,0.102,0.1,0.099,0.093,0.087,3.723,22.697,14.128,12.624,13.054,14.048,23.449,191.404,119.074,106.46,110.065,118.334,197.746,843.083,1.491,0.927,0.829,0.857,0.922,1.54,6.566
353,E00023761,21.522,14.135,10.601,11.643,12.412,27.154,0.191,0.125,0.094,0.103,0.11,0.241,0.022,0.024,0.02,0.021,0.02,0.024,0.864,22.106,14.468,10.88,11.921,12.731,27.894,37.955,24.928,18.695,20.533,21.889,47.887,171.887,0.336,0.221,0.166,0.182,0.194,0.424,1.523
354,E00023934,762.944,405.846,452.286,391.987,549.801,798.591,2.976,1.583,1.764,1.529,2.145,3.115,0.35,0.308,0.377,0.312,0.381,0.31,13.112,22.697,12.073,13.453,11.661,16.359,23.757,1345.485,715.727,797.626,691.286,969.598,1408.35,5928.074,5.249,2.792,3.112,2.697,3.782,5.494,23.126
355,E00023535,59.244,38.326,36.426,50.392,45.041,81.245,0.42,0.271,0.258,0.357,0.319,0.575,0.049,0.053,0.055,0.073,0.057,0.057,2.2,19.091,12.318,11.727,16.227,14.5,26.136,104.479,67.59,64.239,88.869,79.432,143.279,547.887,0.74,0.479,0.455,0.63,0.563,1.015,3.881
356,E00023875,77.438,49.952,39.272,38.285,45.959,84.955,0.574,0.371,0.291,0.284,0.341,0.63,0.068,0.072,0.062,0.058,0.061,0.063,2.491,23.043,14.894,11.682,11.401,13.689,25.291,136.565,88.093,69.258,67.517,81.051,149.822,592.306,1.013,0.653,0.514,0.501,0.601,1.111,4.394
357,E00023543,78.927,48.35,46.334,50.819,51.034,100.247,0.747,0.458,0.439,0.481,0.483,0.949,0.088,0.089,0.094,0.098,0.086,0.095,3.557,21.001,12.876,12.342,13.523,13.579,26.68,139.191,85.267,81.712,89.622,90.001,176.79,662.583,1.318,0.807,0.774,0.849,0.852,1.674,6.273
