,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
409,E00023534,125.751,85.128,69.607,76.861,75.831,156.83,0.635,0.43,0.352,0.388,0.383,0.792,0.075,0.084,0.075,0.079,0.068,0.079,2.98,21.309,14.43,11.812,13.02,12.852,26.577,221.767,150.127,122.755,135.548,133.731,276.577,1040.505,1.12,0.758,0.62,0.685,0.676,1.397,5.257
410,E00023928,647.076,343.677,384.083,327.72,486.961,691.818,3.508,1.863,2.082,1.776,2.64,3.75,0.413,0.362,0.445,0.362,0.468,0.374,15.619,22.46,11.928,13.33,11.371,16.902,24.009,1141.147,606.09,677.347,577.949,858.777,1220.052,5081.361,6.186,3.285,3.672,3.133,4.655,6.613,27.544
411,E00023658,275.352,176.629,160.751,147.199,195.91,350.824,1.153,0.739,0.673,0.616,0.82,1.469,0.136,0.144,0.144,0.126,0.145,0.146,5.47,21.079,13.51,12.303,11.261,14.991,26.856,485.595,311.493,283.491,259.592,345.496,618.694,2304.361,2.033,1.304,1.187,1.087,1.446,2.59,9.647
412,E00175195,342.53,173.568,177.85,174.357,202.207,407.584,2.423,1.228,1.258,1.233,1.431,2.883,0.285,0.239,0.269,0.252,0.254,0.287,10.456,23.173,11.744,12.031,11.792,13.686,27.573,604.067,306.095,313.646,307.486,356.601,718.792,2606.688,4.273,2.165,2.219,2.175,2.523,5.085,18.441
413,E00023484,48.715,28.016,34.65,22.774,28.133,55.992,0.411,0.236,0.292,0.192,0.237,0.472,0.048,0.046,0.062,0.039,0.042,0.047,1.84,22.337,12.826,15.87,10.435,12.88,25.652,85.911,49.407,61.107,40.163,49.614,98.744,384.946,0.725,0.417,0.515,0.339,0.419,0.833,3.247
414,E00023755,69.714,39.844,46.489,40.686,46.45,71.58,0.356,0.203,0.237,0.208,0.237,0.365,0.042,0.039,0.051,0.042,0.042,0.036,1.606,22.167,12.64,14.757,12.951,14.757,22.727,122.944,70.267,81.985,71.752,81.917,126.234,555.098,0.627,0.358,0.418,0.366,0.418,0.644,2.832
415,E00024106,26.986,14.706,12.223,13.602,12.879,28.27,0.584,0.319,0.265,0.295,0.279,0.612,0.069,0.062,0.057,0.06,0.05,0.061,2.354,24.809,13.551,11.257,12.532,11.852,25.998,47.591,25.935,21.556,23.988,22.713,49.855,191.637,1.031,0.562,0.467,0.52,0.492,1.08,4.151
416,E00023422,99.64,68.074,62.428,63.453,71.332,126.133,0.418,0.286,0.262,0.266,0.3,0.53,0.049,0.056,0.056,0.054,0.053,0.053,2.062,20.272,13.87,12.706,12.9,14.549,25.703,175.72,120.052,110.095,111.902,125.797,222.441,866.006,0.738,0.504,0.462,0.47,0.528,0.934,3.636
417,E00023598,82.599,52.504,38.615,49.701,47.65,97.505,0.724,0.46,0.339,0.436,0.418,0.855,0.085,0.089,0.072,0.089,0.074,0.085,3.232,22.401,14.233,10.489,13.49,12.933,26.454,145.667,92.593,68.099,87.65,84.033,171.954,649.997,1.277,0.812,0.597,0.769,0.737,1.508,5.7
418,E00023519,184.638,114.94,108.556,109.618,129.797,219.709,0.996,0.62,0.586,0.592,0.7,1.186,0.117,0.121,0.125,0.121,0.124,0.118,4.68,21.282,13.248,12.521,12.65,14.957,25.342,325.617,202.702,191.443,193.316,228.903,387.467,1529.448,1.757,1.094,1.033,1.043,1.235,2.091,8.253
419,E00023760,119.81,77.006,66.24,75.417,90.025,138.552,1.074,0.69,0.594,0.676,0.807,1.242,0.126,0.134,0.127,0.138,0.143,0.124,5.083,21.129,13.575,11.686,13.299,15.876,24.434,211.29,135.803,116.817,133.001,158.763,244.343,1000.018,1.893,1.217,1.047,1.192,1.423,2.19,8.962
420,E00024083,65.214,46.921,37.49,34.945,37.551,90.894,0.604,0.435,0.347,0.324,0.348,0.842,0.071,0.085,0.074,0.066,0.062,0.084,2.9,20.828,15.0,11.966,11.172,12.0,29.034,115.008,82.747,66.115,61.627,66.223,160.296,552.016,1.065,0.767,0.613,0.571,0.614,1.485,5.114
421,E00024002,94.714,51.631,46.964,55.0,54.935,123.91,0.772,0.421,0.383,0.448,0.448,1.01,0.091,0.082,0.082,0.091,0.079,0.101,3.482,22.171,12.091,10.999,12.866,12.866,29.006,167.032,91.054,82.823,96.995,96.88,218.521,753.305,1.361,0.742,0.675,0.79,0.789,1.781,6.138
422,E00023732,169.868,105.523,95.753,99.042,121.949,202.487,1.787,1.11,1.007,1.042,1.283,2.13,0.21,0.216,0.215,0.213,0.228,0.212,8.359,21.378,13.279,12.047,12.466,15.349,25.482,299.57,186.094,168.865,174.665,215.062,357.095,1401.351,3.151,1.958,1.776,1.837,2.262,3.756,14.741
423,E00023657,156.855,95.911,99.7,90.279,119.547,186.911,0.712,0.435,0.453,0.41,0.543,0.848,0.084,0.085,0.097,0.084,0.096,0.084,3.401,20.935,12.79,13.32,12.055,15.966,24.934,276.621,169.143,175.825,159.211,210.826,329.626,1321.253,1.255,0.768,0.798,0.723,0.957,1.496,5.997
424,E00023461,41.05,25.511,22.195,20.188,25.565,48.19,0.476,0.296,0.257,0.234,0.296,0.559,0.056,0.058,0.055,0.048,0.053,0.056,2.118,22.474,13.975,12.134,11.048,13.975,26.393,72.393,44.99,39.142,35.602,45.085,84.985,322.198,0.839,0.522,0.454,0.413,0.523,0.985,3.736
425,E00023453,133.729,80.129,73.086,78.746,93.201,154.021,1.407,0.843,0.769,0.828,0.981,1.62,0.166,0.164,0.164,0.169,0.174,0.161,6.448,21.821,13.074,11.926,12.841,15.214,25.124,235.837,141.311,128.89,138.872,164.364,271.623,1080.897,2.481,1.487,1.356,1.461,1.729,2.858,11.372
426,E00023926,125.496,66.578,80.675,70.67,106.068,140.106,1.401,0.743,0.901,0.789,1.184,1.565,0.165,0.144,0.192,0.161,0.21,0.156,6.583,21.282,11.287,13.687,11.985,17.986,23.773,221.318,117.413,142.274,124.63,187.056,247.083,1039.773,2.471,1.311,1.589,1.392,2.089,2.759,11.611
427,E00023913,67.33,39.335,37.274,38.865,47.767,64.215,0.45,0.263,0.249,0.26,0.319,0.429,0.053,0.051,0.053,0.053,0.057,0.043,1.97,22.843,13.35,12.64,13.198,16.193,21.777,118.739,69.369,65.734,68.54,84.239,113.246,519.868,0.793,0.463,0.439,0.458,0.563,0.756,3.472
428,E00024073,78.012,49.225,37.685,43.371,43.424,86.782,0.539,0.34,0.261,0.3,0.3,0.6,0.063,0.066,0.056,0.061,0.053,0.06,2.34,23.034,14.53,11.154,12.821,12.821,25.641,137.578,86.81,66.459,76.487,76.58,153.044,596.958,0.951,0.6,0.46,0.529,0.529,1.058,4.127
429,E00023919,825.811,446.315,391.619,404.599,428.622,793.249,0.813,0.439,0.385,0.398,0.422,0.781,0.096,0.085,0.082,0.081,0.075,0.078,3.238,25.108,13.558,11.89,12.292,13.033,24.12,1456.354,787.096,690.637,713.528,755.894,1398.93,5802.439,1.433,0.775,0.68,0.702,0.744,1.377,5.71
430,E00023998,69.405,43.145,41.573,42.119,52.602,90.262,1.363,0.847,0.816,0.827,1.033,1.773,0.16,0.165,0.174,0.169,0.183,0.177,6.659,20.469,12.72,12.254,12.419,15.513,26.626,122.399,76.088,73.316,74.279,92.766,159.181,598.028,2.404,1.494,1.44,1.459,1.822,3.126,11.745
431,E00023751,51.384,28.881,34.397,32.752,37.831,55.555,0.57,0.321,0.382,0.364,0.42,0.617,0.067,0.062,0.082,0.074,0.075,0.061,2.674,21.316,12.004,14.286,13.613,15.707,23.074,90.618,50.933,60.661,57.76,66.717,97.974,424.661,1.006,0.565,0.673,0.641,0.741,1.087,4.714
432,E00023992,92.291,52.187,50.132,46.526,59.856,113.048,1.143,0.646,0.621,0.576,0.741,1.4,0.135,0.126,0.133,0.117,0.131,0.139,5.127,22.294,12.6,12.112,11.235,14.453,27.306,162.759,92.034,88.41,82.051,105.559,199.365,730.178,2.016,1.14,1.095,1.016,1.307,2.469,9.043
433,E00175214,285.808,156.751,176.544,162.125,251.606,309.94,0.98,0.537,0.605,0.556,0.862,1.062,0.115,0.104,0.129,0.113,0.153,0.106,4.602,21.295,11.669,13.146,12.082,18.731,23.077,504.035,276.437,311.343,285.915,443.718,546.593,2368.041,1.728,0.948,1.067,0.98,1.521,1.874,8.117
434,E00023720,195.25,111.063,107.407,119.196,134.949,218.292,1.23,0.7,0.677,0.751,0.85,1.375,0.145,0.136,0.145,0.153,0.151,0.137,5.583,22.031,12.538,12.126,13.452,15.225,24.628,344.332,195.865,189.417,210.207,237.989,384.968,1562.777,2.169,1.234,1.193,1.324,1.499,2.425,9.845
435,E00023686,213.63,147.144,124.577,135.677,147.193,234.746,1.378,0.949,0.804,0.875,0.949,1.514,0.162,0.185,0.172,0.178,0.168,0.151,6.469,21.302,14.67,12.429,13.526,14.67,23.404,376.746,259.495,219.697,239.272,259.581,413.985,1768.777,2.43,1.674,1.417,1.543,1.674,2.67,11.409
436,E00023592,51.246,39.122,21.693,35.02,23.888,68.124,0.351,0.268,0.148,0.24,0.164,0.466,0.041,0.052,0.032,0.049,0.029,0.046,1.637,21.442,16.371,9.041,14.661,10.018,28.467,90.375,68.993,38.257,61.759,42.128,120.14,421.651,0.619,0.472,0.262,0.423,0.288,0.822,2.886
437,E00023996,82.622,47.893,47.767,46.107,59.327,97.225,1.071,0.621,0.619,0.598,0.769,1.26,0.126,0.121,0.132,0.122,0.136,0.126,4.938,21.689,12.576,12.535,12.11,15.573,25.516,145.708,84.461,84.239,81.312,104.626,171.461,671.806,1.889,1.095,1.092,1.054,1.356,2.223,8.709
438,E00024112,978.991,488.587,523.751,474.098,639.783,1071.288,3.018,1.506,1.614,1.461,1.972,3.302,0.355,0.293,0.345,0.298,0.35,0.329,12.873,23.444,11.699,12.538,11.349,15.319,25.651,1726.494,861.645,923.658,836.093,1128.286,1889.264,7365.439,5.322,2.656,2.847,2.577,3.478,5.824,22.704
439,E00024108,407.0,200.954,212.092,193.747,263.138,447.012,3.216,1.588,1.676,1.531,2.079,3.532,0.379,0.309,0.358,0.312,0.369,0.352,13.622,23.609,11.658,12.304,11.239,15.262,25.929,717.762,354.391,374.034,341.681,464.055,788.325,3040.25,5.672,2.801,2.956,2.7,3.667,6.23,24.025
440,E00023513,83.205,52.313,45.321,46.237,55.431,105.74,1.085,0.682,0.591,0.603,0.723,1.379,0.128,0.133,0.126,0.123,0.128,0.137,5.063,21.43,13.47,11.673,11.91,14.28,27.237,146.736,92.256,79.926,81.541,97.755,186.477,684.691,1.914,1.203,1.043,1.064,1.275,2.432,8.931
441,E00175257,89.302,43.825,43.575,46.38,59.715,98.653,0.857,0.421,0.418,0.445,0.573,0.947,0.101,0.082,0.089,0.091,0.102,0.094,3.661,23.409,11.5,11.418,12.155,15.651,25.867,157.488,77.287,76.846,81.793,105.31,173.979,672.704,1.511,0.742,0.738,0.785,1.011,1.67,6.456
442,E00175268,58.364,36.886,29.327,41.975,35.268,65.466,0.533,0.337,0.268,0.383,0.322,0.598,0.063,0.066,0.057,0.078,0.057,0.06,2.441,21.835,13.806,10.979,15.69,13.191,24.498,102.927,65.05,51.719,74.025,62.197,115.452,471.371,0.94,0.594,0.473,0.676,0.568,1.055,4.307
443,E00175217,45.166,36.025,25.072,34.759,26.832,54.429,0.31,0.248,0.172,0.239,0.184,0.374,0.036,0.048,0.037,0.049,0.033,0.037,1.527,20.301,16.241,11.264,15.652,12.05,24.492,79.652,63.532,44.216,61.299,47.319,95.988,392.006,0.547,0.437,0.304,0.421,0.325,0.66,2.693
444,E00023924,14.46,9.149,7.08,8.449,8.337,16.161,0.14,0.088,0.068,0.082,0.08,0.156,0.016,0.017,0.015,0.017,0.014,0.016,0.614,22.801,14.332,11.075,13.355,13.029,25.407,25.501,16.135,12.486,14.9,14.703,28.501,112.225,0.246,0.156,0.12,0.144,0.142,0.275,1.083
445,E00023442,156.09,107.338,85.599,113.245,103.505,196.46,1.02,0.701,0.559,0.74,0.676,1.284,0.12,0.136,0.119,0.151,0.12,0.128,4.98,20.482,14.076,11.225,14.859,13.574,25.783,275.272,189.295,150.958,199.713,182.536,346.466,1344.239,1.799,1.237,0.986,1.305,1.193,2.264,8.784
446,E00023626,144.329,82.005,81.792,83.445,106.235,169.107,1.449,0.823,0.821,0.838,1.066,1.698,0.171,0.16,0.175,0.171,0.189,0.169,6.695,21.643,12.293,12.263,12.517,15.922,25.362,254.531,144.619,144.244,147.159,187.35,298.228,1176.131,2.555,1.452,1.448,1.477,1.881,2.994,11.807
447,E00023464,116.779,74.873,70.532,67.23,74.31,137.165,1.302,0.835,0.786,0.75,0.829,1.529,0.153,0.162,0.168,0.153,0.147,0.152,6.031,21.588,13.845,13.033,12.436,13.746,25.352,205.945,132.042,124.386,118.563,131.049,241.897,953.882,2.296,1.472,1.387,1.322,1.461,2.697,10.636
448,E00175272,115.651,75.183,53.162,69.854,61.665,140.174,1.276,0.829,0.586,0.771,0.68,1.546,0.15,0.161,0.125,0.157,0.121,0.154,5.688,22.433,14.575,10.302,13.555,11.955,27.18,203.956,132.589,93.754,123.191,108.749,247.203,909.44,2.25,1.463,1.034,1.359,1.2,2.727,10.033
449,E00023885,53.21,39.721,28.164,29.107,31.461,64.011,0.46,0.343,0.243,0.252,0.272,0.553,0.054,0.067,0.052,0.051,0.048,0.055,2.123,21.667,16.156,11.446,11.87,12.812,26.048,93.838,70.05,49.668,51.331,55.483,112.886,433.257,0.811,0.606,0.429,0.444,0.48,0.976,3.745
450,E00023854,38.388,26.913,14.35,18.01,15.848,38.784,0.259,0.182,0.097,0.122,0.107,0.262,0.03,0.035,0.021,0.025,0.019,0.026,1.029,25.17,17.687,9.427,11.856,10.398,25.462,67.699,47.462,25.307,31.761,27.949,68.397,268.575,0.457,0.32,0.171,0.214,0.189,0.462,1.812
451,E00023575,233.662,137.443,124.009,132.543,166.557,253.417,1.254,0.738,0.666,0.711,0.894,1.36,0.148,0.144,0.142,0.145,0.159,0.135,5.623,22.301,13.125,11.844,12.644,15.899,24.186,412.073,242.387,218.695,233.745,293.731,446.912,1847.543,2.212,1.301,1.174,1.255,1.577,2.399,9.918
452,E00024060,103.332,62.564,54.589,61.371,66.484,131.449,1.054,0.638,0.557,0.626,0.678,1.34,0.124,0.124,0.119,0.128,0.12,0.134,4.893,21.541,13.039,11.384,12.794,13.857,27.386,182.231,110.334,96.27,108.23,117.247,231.816,846.129,1.858,1.125,0.982,1.103,1.195,2.364,8.627
453,E00023745,92.078,52.295,45.092,53.844,53.302,89.444,0.605,0.344,0.296,0.354,0.35,0.588,0.071,0.067,0.063,0.072,0.062,0.059,2.537,23.847,13.559,11.667,13.953,13.796,23.177,162.384,92.225,79.522,94.956,94.0,157.738,680.825,1.067,0.606,0.523,0.624,0.618,1.037,4.474
454,E00024121,234.58,136.293,128.965,126.06,166.035,293.641,1.821,1.058,1.001,0.979,1.289,2.279,0.214,0.206,0.214,0.2,0.229,0.227,8.427,21.609,12.555,11.878,11.617,15.296,27.044,413.692,240.359,227.435,222.312,292.81,517.849,1914.458,3.211,1.866,1.765,1.726,2.273,4.02,14.861
455,E00023754,139.872,88.88,70.001,85.485,91.971,144.813,1.322,0.84,0.662,0.808,0.869,1.369,0.156,0.163,0.141,0.165,0.154,0.136,5.87,22.521,14.31,11.278,13.765,14.804,23.322,246.67,156.744,123.45,150.757,162.195,255.384,1095.2,2.332,1.482,1.167,1.425,1.533,2.414,10.352
456,E00024081,41.021,25.798,24.981,20.459,25.491,58.982,0.41,0.258,0.249,0.204,0.255,0.589,0.048,0.05,0.053,0.042,0.045,0.059,1.965,20.865,13.13,12.672,10.382,12.977,29.975,72.342,45.496,44.055,36.08,44.955,104.017,346.946,0.722,0.454,0.44,0.36,0.449,1.039,3.464
457,E00024074,74.518,48.299,37.966,40.706,38.449,82.24,0.511,0.331,0.26,0.279,0.263,0.564,0.06,0.064,0.056,0.057,0.047,0.056,2.208,23.143,14.991,11.775,12.636,11.911,25.543,131.416,85.177,66.955,71.787,67.807,145.034,568.175,0.901,0.584,0.459,0.492,0.465,0.994,3.894
458,E00023731,204.255,122.404,112.847,122.669,147.181,241.236,1.773,1.062,0.979,1.065,1.277,2.093,0.209,0.207,0.209,0.217,0.227,0.209,8.249,21.494,12.874,11.868,12.911,15.481,25.373,360.213,215.865,199.011,216.332,259.56,425.43,1676.411,3.126,1.873,1.727,1.877,2.252,3.692,14.548
459,E00023452,124.792,74.193,69.588,72.768,89.189,141.525,1.065,0.633,0.594,0.621,0.761,1.208,0.125,0.123,0.127,0.127,0.135,0.12,4.882,21.815,12.966,12.167,12.72,15.588,24.744,220.076,130.843,122.722,128.33,157.289,249.586,1008.844,1.879,1.117,1.048,1.095,1.343,2.131,8.612
460,E00024026,64.562,35.813,31.528,39.461,38.017,83.298,0.525,0.291,0.256,0.321,0.309,0.677,0.062,0.057,0.055,0.065,0.055,0.067,2.379,22.068,12.232,10.761,13.493,12.989,28.457,113.858,63.158,55.601,69.591,67.045,146.9,516.152,0.926,0.513,0.452,0.566,0.545,1.194,4.196
461,E00175202,44.201,25.42,19.398,20.055,20.383,43.782,0.707,0.406,0.31,0.321,0.326,0.7,0.083,0.079,0.066,0.065,0.058,0.07,2.77,25.523,14.657,11.191,11.588,11.769,25.271,77.95,44.829,34.209,35.368,35.946,77.211,305.515,1.246,0.717,0.547,0.565,0.575,1.234,4.884
462,E00023700,139.951,88.649,76.587,79.725,110.029,159.188,0.961,0.609,0.526,0.547,0.756,1.093,0.113,0.118,0.112,0.112,0.134,0.109,4.492,21.394,13.557,11.71,12.177,16.83,24.332,246.81,156.336,135.065,140.599,194.041,280.735,1153.585,1.695,1.074,0.927,0.965,1.332,1.928,7.921
463,E00023781,41.131,25.107,18.083,26.99,24.044,47.254,0.367,0.224,0.161,0.241,0.215,0.422,0.043,0.044,0.034,0.049,0.038,0.042,1.63,22.515,13.742,9.877,14.785,13.19,25.89,72.536,44.277,31.89,47.598,42.403,83.335,322.039,0.648,0.395,0.285,0.425,0.379,0.744,2.875
464,E00023842,590.952,433.136,302.343,347.972,372.317,833.167,2.659,1.949,1.36,1.566,1.675,3.749,0.313,0.379,0.29,0.319,0.297,0.374,12.958,20.52,15.041,10.495,12.085,12.926,28.932,1042.17,763.854,533.195,613.664,656.597,1469.327,5078.808,4.689,3.437,2.399,2.761,2.954,6.611,22.85
465,E00023609,109.958,58.062,49.971,67.615,60.583,117.214,1.054,0.556,0.479,0.648,0.581,1.123,0.124,0.108,0.102,0.132,0.103,0.112,4.441,23.733,12.52,10.786,14.591,13.083,25.287,193.916,102.395,88.126,119.242,106.841,206.712,817.232,1.858,0.981,0.844,1.143,1.024,1.981,7.831
466,E00024133,697.801,363.164,401.837,351.576,479.877,728.661,3.288,1.711,1.893,1.656,2.261,3.433,0.387,0.333,0.404,0.338,0.401,0.342,14.242,23.087,12.014,13.292,11.628,15.876,24.105,1230.603,640.456,708.657,620.02,846.284,1285.026,5331.046,5.798,3.017,3.339,2.921,3.987,6.054,25.117
467,E00023789,40.75,19.449,19.515,20.919,19.988,52.663,0.29,0.138,0.139,0.149,0.142,0.374,0.034,0.027,0.03,0.03,0.025,0.037,1.232,23.539,11.201,11.282,12.094,11.526,30.357,71.864,34.299,34.416,36.892,35.25,92.874,305.594,0.511,0.244,0.245,0.262,0.25,0.66,2.171
468,E00023508,212.089,130.019,137.224,125.678,175.854,263.03,1.661,1.018,1.075,0.984,1.378,2.06,0.195,0.198,0.23,0.201,0.245,0.205,8.176,20.316,12.451,13.148,12.035,16.854,25.196,374.028,229.294,242.001,221.639,310.126,463.865,1840.953,2.93,1.796,1.896,1.736,2.429,3.634,14.421
469,E00023589,97.18,64.719,49.492,60.153,57.434,108.759,0.892,0.594,0.454,0.552,0.527,0.998,0.105,0.116,0.097,0.113,0.094,0.099,4.017,22.206,14.787,11.302,13.742,13.119,24.844,171.381,114.135,87.281,106.082,101.287,191.801,771.969,1.573,1.047,0.801,0.974,0.93,1.76,7.085
470,E00023820,176.644,110.747,91.308,92.319,113.119,239.002,1.823,1.143,0.942,0.953,1.167,2.467,0.215,0.222,0.201,0.194,0.207,0.246,8.495,21.46,13.455,11.089,11.218,13.737,29.041,311.519,195.307,161.026,162.809,199.49,421.491,1451.642,3.215,2.016,1.662,1.68,2.059,4.35,14.982
471,E00023733,94.366,57.513,50.968,52.236,67.84,122.46,0.746,0.454,0.403,0.413,0.536,0.968,0.088,0.088,0.086,0.084,0.095,0.096,3.52,21.193,12.898,11.449,11.733,15.227,27.5,166.419,101.427,89.884,92.12,119.639,215.964,785.453,1.315,0.801,0.71,0.728,0.945,1.707,6.207
472,E00023708,69.348,37.638,29.682,38.876,35.5,77.134,0.68,0.369,0.291,0.381,0.348,0.757,0.08,0.072,0.062,0.078,0.062,0.075,2.826,24.062,13.057,10.297,13.482,12.314,26.787,122.298,66.376,52.346,68.56,62.606,136.029,508.215,1.2,0.651,0.514,0.673,0.614,1.335,4.987
473,E00023414,18.332,13.821,12.367,11.382,19.576,25.15,0.314,0.236,0.212,0.195,0.335,0.43,0.037,0.046,0.045,0.04,0.059,0.043,1.722,18.235,13.705,12.311,11.324,19.454,24.971,32.329,24.374,21.81,20.073,34.523,44.353,177.462,0.553,0.417,0.373,0.343,0.591,0.759,3.036
474,E00175247,49.919,37.374,28.729,29.82,33.585,66.447,0.686,0.513,0.395,0.41,0.461,0.913,0.081,0.1,0.084,0.084,0.082,0.091,3.378,20.308,15.187,11.693,12.137,13.647,27.028,88.034,65.911,50.665,52.589,59.229,117.182,433.61,1.209,0.905,0.696,0.722,0.814,1.61,5.956
475,E00023447,86.663,53.595,49.261,57.586,52.193,103.332,0.463,0.286,0.263,0.307,0.279,0.552,0.054,0.056,0.056,0.063,0.05,0.055,2.15,21.535,13.302,12.233,14.279,12.977,25.674,152.834,94.517,86.874,101.555,92.045,182.231,710.056,0.816,0.505,0.464,0.542,0.491,0.973,3.791
476,E00023495,142.816,92.418,82.68,87.584,95.992,189.389,1.209,0.782,0.7,0.741,0.812,1.603,0.142,0.152,0.149,0.151,0.144,0.16,5.847,20.677,13.374,11.972,12.673,13.887,27.416,251.862,162.983,145.81,154.458,169.286,333.996,1218.396,2.132,1.379,1.234,1.307,1.433,2.827,10.312
477,E00023905,47.525,31.415,26.168,29.071,34.507,44.925,0.305,0.202,0.168,0.187,0.222,0.289,0.036,0.039,0.036,0.038,0.039,0.029,1.373,22.214,14.712,12.236,13.62,16.169,21.049,83.812,55.402,46.148,51.268,60.855,79.227,376.712,0.538,0.356,0.296,0.329,0.391,0.509,2.419
478,E00024101,117.617,69.631,56.464,74.471,67.579,136.33,0.834,0.494,0.4,0.528,0.479,0.967,0.098,0.096,0.085,0.108,0.085,0.096,3.702,22.528,13.344,10.805,14.263,12.939,26.121,207.423,122.797,99.577,131.333,119.179,240.424,920.732,1.471,0.871,0.706,0.932,0.845,1.705,6.531
479,E00024033,148.412,86.409,81.065,82.487,99.787,176.81,1.586,0.923,0.866,0.882,1.066,1.89,0.187,0.18,0.185,0.18,0.189,0.188,7.213,21.988,12.796,12.006,12.228,14.779,26.203,261.731,152.386,142.962,145.469,175.979,311.812,1190.339,2.797,1.629,1.528,1.555,1.881,3.332,12.721
480,E00023577,142.451,90.756,91.952,87.02,105.337,160.514,1.191,0.758,0.768,0.727,0.88,1.341,0.14,0.147,0.164,0.148,0.156,0.134,5.665,21.024,13.38,13.557,12.833,15.534,23.672,251.219,160.052,162.161,153.464,185.766,283.074,1195.736,2.1,1.338,1.355,1.283,1.553,2.366,9.993
481,E00023688,98.431,59.294,56.117,53.441,72.698,116.539,0.573,0.345,0.327,0.311,0.423,0.678,0.067,0.067,0.07,0.063,0.075,0.068,2.657,21.566,12.985,12.307,11.705,15.92,25.518,173.587,104.568,98.965,94.246,128.206,205.522,805.093,1.01,0.608,0.576,0.548,0.746,1.196,4.685
482,E00175199,129.006,78.654,70.859,81.501,91.072,154.71,1.304,0.795,0.716,0.824,0.92,1.564,0.153,0.155,0.153,0.168,0.163,0.156,6.123,21.297,12.984,11.694,13.457,15.025,25.543,227.508,138.71,124.963,143.731,160.609,272.838,1068.359,2.299,1.402,1.263,1.453,1.623,2.757,10.797
483,E00023605,125.131,73.974,55.799,66.12,67.912,142.248,0.821,0.486,0.366,0.434,0.446,0.934,0.097,0.095,0.078,0.089,0.079,0.093,3.487,23.545,13.937,10.496,12.446,12.79,26.785,220.674,130.456,98.404,116.606,119.766,250.861,936.766,1.448,0.856,0.646,0.765,0.786,1.647,6.149
484,E00023684,68.125,42.927,33.453,41.827,43.551,77.875,0.582,0.367,0.286,0.358,0.372,0.666,0.068,0.071,0.061,0.073,0.066,0.066,2.631,22.121,13.949,10.87,13.607,14.139,25.314,120.141,75.704,58.996,73.764,76.804,137.336,542.745,1.027,0.647,0.504,0.631,0.657,1.174,4.639
485,E00023749,47.961,32.172,28.544,26.728,27.934,62.654,0.352,0.236,0.209,0.196,0.205,0.459,0.041,0.046,0.045,0.04,0.036,0.046,1.657,21.243,14.243,12.613,11.829,12.372,27.701,84.581,56.737,50.339,47.136,49.263,110.493,398.549,0.62,0.416,0.369,0.346,0.361,0.81,2.923
486,E00175216,119.996,72.751,70.555,82.233,78.841,135.666,1.614,0.978,0.949,1.106,1.06,1.824,0.19,0.19,0.203,0.226,0.188,0.182,7.531,21.431,12.986,12.601,14.686,14.075,24.22,211.618,128.3,124.427,145.022,139.04,239.253,987.659,2.846,1.725,1.673,1.95,1.87,3.218,13.282
487,E00023763,100.937,66.086,52.796,50.03,66.472,113.265,0.676,0.443,0.354,0.335,0.445,0.759,0.08,0.086,0.076,0.068,0.079,0.076,3.012,22.444,14.708,11.753,11.122,14.774,25.199,178.007,116.546,93.108,88.23,117.226,199.748,792.865,1.193,0.781,0.624,0.591,0.786,1.339,5.314
488,E00023890,61.832,45.251,31.752,36.771,36.371,69.916,0.661,0.484,0.34,0.393,0.389,0.748,0.078,0.094,0.073,0.08,0.069,0.075,3.015,21.924,16.053,11.277,13.035,12.902,24.809,109.043,79.802,55.996,64.847,64.142,123.3,497.131,1.166,0.853,0.599,0.693,0.686,1.318,5.316
489,E00023811,334.048,309.277,163.996,239.236,178.846,459.123,1.914,1.772,0.939,1.37,1.025,2.63,0.225,0.345,0.201,0.279,0.182,0.262,9.65,19.834,18.363,9.731,14.197,10.622,27.254,589.108,545.424,289.214,421.903,315.403,809.684,2970.736,3.375,3.124,1.657,2.417,1.807,4.638,17.018
