,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
247,E00023551,47.019,14.113,8.642,11.094,13.245,5.887,47.019,14.113,8.642,11.094,13.245,5.887
248,E00023945,51.821,8.096,13.595,8.204,12.982,5.301,51.821,8.096,13.595,8.204,12.982,5.301
249,E00023545,55.055,11.037,8.22,8.485,9.977,7.226,55.055,11.037,8.22,8.485,9.977,7.226
250,E00023821,69.226,5.638,5.609,6.553,8.557,4.417,69.226,5.638,5.609,6.553,8.557,4.417
251,E00023863,58.452,9.391,7.238,9.024,10.078,5.818,58.452,9.391,7.238,9.024,10.078,5.818
252,E00023956,53.747,8.026,9.686,11.905,12.091,4.544,53.747,8.026,9.686,11.905,12.091,4.544
253,E00024072,56.807,7.47,7.47,10.723,10.723,6.807,56.807,7.47,7.47,10.723,10.723,6.807
254,E00023969,52.096,10.302,9.009,8.571,14.536,5.485,52.096,10.302,9.009,8.571,14.536,5.485
255,E00023476,49.959,6.441,9.971,12.552,15.318,5.76,49.959,6.441,9.971,12.552,15.318,5.76
256,E00023663,54.861,7.473,7.723,13.422,10.147,6.373,54.861,7.473,7.723,13.422,10.147,6.373
257,E00023572,50.75,6.984,9.156,16.269,10.96,5.88,50.75,6.984,9.156,16.269,10.96,5.88
258,E00024129,61.235,6.543,6.925,11.231,9.298,4.768,61.235,6.543,6.925,11.231,9.298,4.768
259,E00023479,47.051,8.049,10.397,13.809,14.894,5.8,47.051,8.049,10.397,13.809,14.894,5.8
260,E00023815,55.98,7.617,9.103,8.716,13.351,5.232,55.98,7.617,9.103,8.716,13.351,5.232
261,E00023611,47.799,6.411,10.857,13.959,14.756,6.219,47.799,6.411,10.857,13.959,14.756,6.219
262,E00023690,59.809,8.199,6.942,9.356,9.205,6.489,59.809,8.199,6.942,9.356,9.205,6.489
263,E00023894,55.475,7.942,7.25,11.522,12.365,5.445,55.475,7.942,7.25,11.522,12.365,5.445
264,E00023921,50.956,7.885,11.697,9.869,13.963,5.629,50.956,7.885,11.697,9.869,13.963,5.629
265,E00024090,49.722,20.815,6.547,7.041,9.759,6.115,49.722,20.815,6.547,7.041,9.759,6.115
266,E00024093,51.636,8.685,9.22,10.132,13.656,6.671,51.636,8.685,9.22,10.132,13.656,6.671
267,E00023493,56.253,7.286,8.351,9.322,12.009,6.78,56.253,7.286,8.351,9.322,12.009,6.78
268,E00024001,56.878,7.573,8.934,7.944,12.921,5.75,56.878,7.573,8.934,7.944,12.921,5.75
269,E00023990,49.08,6.852,11.162,12.349,14.964,5.593,49.08,6.852,11.162,12.349,14.964,5.593
270,E00175251,51.437,11.43,10.431,9.9,11.305,5.497,51.437,11.43,10.431,9.9,11.305,5.497
271,E00023971,54.904,8.468,9.511,10.703,10.802,5.612,54.904,8.468,9.511,10.703,10.802,5.612
272,E00175229,57.77,7.237,8.608,8.507,12.011,5.866,57.77,7.237,8.608,8.507,12.011,5.866
273,E00023911,54.42,7.818,8.789,12.008,10.015,6.949,54.42,7.818,8.789,12.008,10.015,6.949
274,E00023737,47.66,6.579,12.384,9.452,18.09,5.836,47.66,6.579,12.384,9.452,18.09,5.836
275,E00175276,51.599,7.562,9.981,10.481,14.317,6.061,51.599,7.562,9.981,10.481,14.317,6.061
276,E00023644,51.504,7.852,9.398,10.282,14.624,6.339,51.504,7.852,9.398,10.282,14.624,6.339
277,E00023866,56.102,7.4,9.104,10.193,11.673,5.529,56.102,7.4,9.104,10.193,11.673,5.529
278,E00023981,53.622,7.041,11.104,7.651,15.301,5.281,53.622,7.041,11.104,7.651,15.301,5.281
279,E00175218,54.573,6.523,9.566,11.853,11.399,6.086,54.573,6.523,9.566,11.853,11.399,6.086
280,E00175260,64.475,13.224,4.575,7.505,4.503,5.718,64.475,13.224,4.575,7.505,4.503,5.718
281,E00023917,58.641,10.55,8.803,7.767,7.702,6.537,58.641,10.55,8.803,7.767,7.702,6.537
282,E00023523,56.052,7.612,8.468,10.003,12.141,5.725,56.052,7.612,8.468,10.003,12.141,5.725
283,E00175253,57.067,7.231,8.622,8.42,13.021,5.638,57.067,7.231,8.622,8.42,13.021,5.638
284,E00023766,53.214,12.223,9.484,5.796,12.856,6.428,53.214,12.223,9.484,5.796,12.856,6.428
285,E00023675,53.87,15.215,9.951,5.882,9.774,5.307,53.87,15.215,9.951,5.882,9.774,5.307
286,E00024019,59.74,8.909,7.299,5.688,12.468,5.896,59.74,8.909,7.299,5.688,12.468,5.896
287,E00175183,53.752,8.134,9.148,11.982,10.95,6.035,53.752,8.134,9.148,11.982,10.95,6.035
288,E00023550,52.853,18.945,7.104,4.952,10.657,5.49,52.853,18.945,7.104,4.952,10.657,5.49
289,E00023679,49.91,17.557,11.538,4.661,11.584,4.751,49.91,17.557,11.538,4.661,11.584,4.751
290,E00023790,54.241,11.44,7.791,6.213,13.609,6.706,54.241,11.44,7.791,6.213,13.609,6.706
291,E00023711,49.067,7.535,9.58,12.343,15.608,5.867,49.067,7.535,9.58,12.343,15.608,5.867
292,E00023574,49.227,7.492,9.39,17.536,10.673,5.682,49.227,7.492,9.39,17.536,10.673,5.682
293,E00023552,52.949,10.946,7.807,10.692,11.837,5.77,52.949,10.946,7.807,10.692,11.837,5.77
294,E00024122,58.106,9.152,7.96,9.207,10.644,4.931,58.106,9.152,7.96,9.207,10.644,4.931
295,E00023562,45.329,8.302,10.842,21.524,8.542,5.461,45.329,8.302,10.842,21.524,8.542,5.461
296,E00023771,48.27,5.792,10.7,13.677,16.251,5.31,48.27,5.792,10.7,13.677,16.251,5.31
297,E00023724,48.501,7.618,10.272,11.341,16.615,5.653,48.501,7.618,10.272,11.341,16.615,5.653
298,E00023941,57.435,7.255,9.197,9.133,11.821,5.158,57.435,7.255,9.197,9.133,11.821,5.158
299,E00023482,46.844,7.329,10.33,13.806,16.232,5.46,46.844,7.329,10.33,13.806,16.232,5.46
300,E00023428,70.571,5.963,5.32,6.907,6.049,5.191,70.571,5.963,5.32,6.907,6.049,5.191
301,E00023758,55.343,7.537,11.53,8.043,12.092,5.456,55.343,7.537,11.53,8.043,12.092,5.456
302,E00024078,46.487,15.222,8.372,10.539,12.237,7.143,46.487,15.222,8.372,10.539,12.237,7.143
303,E00023782,59.609,7.812,6.953,8.594,10.156,6.875,59.609,7.812,6.953,8.594,10.156,6.875
304,E00023959,44.276,5.398,14.183,12.755,18.586,4.803,44.276,5.398,14.183,12.755,18.586,4.803
305,E00023703,45.503,6.609,12.621,11.09,18.52,5.658,45.503,6.609,12.621,11.09,18.52,5.658
306,E00023773,53.056,6.313,7.891,11.854,14.238,6.649,53.056,6.313,7.891,11.854,14.238,6.649
307,E00175271,48.148,9.639,8.879,19.647,8.658,5.028,48.148,9.639,8.879,19.647,8.658,5.028
308,E00175200,53.889,6.74,8.684,11.358,13.496,5.833,53.889,6.74,8.684,11.358,13.496,5.833
309,E00175239,55.913,6.223,9.397,8.893,14.142,5.432,55.913,6.223,9.397,8.893,14.142,5.432
310,E00023698,47.598,6.277,12.186,10.067,17.963,5.909,47.598,6.277,12.186,10.067,17.963,5.909
311,E00175226,56.871,8.907,11.837,6.768,9.757,5.86,56.871,8.907,11.837,6.768,9.757,5.86
312,E00023942,56.062,6.584,9.778,10.61,12.002,4.964,56.062,6.584,9.778,10.61,12.002,4.964
313,E00023949,55.131,8.712,8.613,8.923,13.096,5.526,55.131,8.712,8.613,8.923,13.096,5.526
314,E00023977,53.285,6.569,13.577,6.861,13.723,5.985,53.285,6.569,13.577,6.861,13.723,5.985
315,E00023725,51.239,8.329,10.824,9.383,14.655,5.57,51.239,8.329,10.824,9.383,14.655,5.57
316,E00023739,51.852,10.216,9.66,7.16,15.185,5.926,51.852,10.216,9.66,7.16,15.185,5.926
317,E00023918,54.683,6.092,8.141,12.183,12.297,6.604,54.683,6.092,8.141,12.183,12.297,6.604
318,E00023451,45.039,14.672,9.862,12.447,12.207,5.773,45.039,14.672,9.862,12.447,12.207,5.773
319,E00023556,52.275,21.82,6.884,5.251,7.935,5.834,52.275,21.82,6.884,5.251,7.935,5.834
320,E00023999,51.202,9.91,9.643,8.769,14.817,5.659,51.202,9.91,9.643,8.769,14.817,5.659
321,E00023953,54.932,9.184,8.52,8.537,13.401,5.425,54.932,9.184,8.52,8.537,13.401,5.425
322,E00023619,54.692,7.166,9.851,9.734,13.119,5.439,54.692,7.166,9.851,9.734,13.119,5.439
323,E00023925,57.849,13.763,6.344,8.387,7.634,6.022,57.849,13.763,6.344,8.387,7.634,6.022
324,E00175191,53.113,6.159,9.495,14.005,12.48,4.747,53.113,6.159,9.495,14.005,12.48,4.747
325,E00023794,53.514,6.9,8.366,12.721,12.419,6.08,53.514,6.9,8.366,12.721,12.419,6.08
326,E00023627,52.338,8.195,8.968,10.624,13.502,6.373,52.338,8.195,8.968,10.624,13.502,6.373
327,E00024080,53.786,9.748,8.529,11.314,10.574,6.049,53.786,9.748,8.529,11.314,10.574,6.049
328,E00024038,57.375,8.412,8.011,8.27,9.849,8.082,57.375,8.412,8.011,8.27,9.849,8.082
329,E00175264,52.231,9.994,9.365,8.988,12.885,6.537,52.231,9.994,9.365,8.988,12.885,6.537
330,E00024067,57.741,9.493,8.132,7.281,9.697,7.656,57.741,9.493,8.132,7.281,9.697,7.656
331,E00024088,52.141,14.854,6.139,10.042,9.473,7.351,52.141,14.854,6.139,10.042,9.473,7.351
332,E00024009,61.404,10.005,6.828,6.022,10.289,5.453,61.404,10.005,6.828,6.022,10.289,5.453
333,E00023886,57.045,7.492,6.441,11.882,11.33,5.81,57.045,7.492,6.441,11.882,11.33,5.81
334,E00023807,61.337,7.093,6.453,10.698,8.837,5.581,61.337,7.093,6.453,10.698,8.837,5.581
335,E00023569,48.991,7.829,9.14,19.797,8.726,5.518,48.991,7.829,9.14,19.797,8.726,5.518
336,E00023533,61.785,7.071,7.576,10.382,7.856,5.331,61.785,7.071,7.576,10.382,7.856,5.331
337,E00023602,58.224,11.262,5.748,10.514,7.897,6.355,58.224,11.262,5.748,10.514,7.897,6.355
338,E00023791,47.481,10.962,9.313,11.847,13.893,6.504,47.481,10.962,9.313,11.847,13.893,6.504
339,E00023710,49.081,8.253,8.613,14.189,13.789,6.075,49.081,8.253,8.613,14.189,13.789,6.075
340,E00175193,53.554,6.521,9.886,12.137,13.142,4.759,53.554,6.521,9.886,12.137,13.142,4.759
341,E00023696,49.848,9.125,10.589,9.81,15.038,5.589,49.848,9.125,10.589,9.81,15.038,5.589
342,E00023617,50.225,8.471,9.694,11.447,14.141,6.023,50.225,8.471,9.694,11.447,14.141,6.023
343,E00023770,53.984,5.743,10.194,11.342,13.352,5.384,53.984,5.743,10.194,11.342,13.352,5.384
344,E00023649,52.557,8.233,10.535,8.233,15.055,5.386,52.557,8.233,10.535,8.233,15.055,5.386
345,E00023836,56.427,5.92,7.957,11.601,12.603,5.492,56.427,5.92,7.957,11.601,12.603,5.492
346,E00023777,60.379,11.789,5.086,9.385,6.565,6.796,60.379,11.789,5.086,9.385,6.565,6.796
347,E00023776,58.348,6.153,7.501,12.098,9.575,6.326,58.348,6.153,7.501,12.098,9.575,6.326
348,E00023647,49.819,8.883,10.712,8.949,15.887,5.751,49.819,8.883,10.712,8.949,15.887,5.751
349,E00023784,56.632,9.206,6.632,11.431,9.599,6.501,56.632,9.206,6.632,11.431,9.599,6.501
350,E00023705,67.651,7.114,6.465,6.309,7.181,5.28,67.651,7.114,6.465,6.309,7.181,5.28
351,E00023437,57.784,14.12,5.214,5.938,9.269,7.676,57.784,14.12,5.214,5.938,9.269,7.676
352,E00023849,52.037,8.26,7.406,15.198,10.49,6.608,52.037,8.26,7.406,15.198,10.49,6.608
353,E00023761,51.839,8.778,11.507,4.27,17.675,5.931,51.839,8.778,11.507,4.27,17.675,5.931
354,E00023934,49.333,6.41,12.725,12.07,14.685,4.778,49.333,6.41,12.725,12.07,14.685,4.778
355,E00023535,52.499,9.715,9.341,9.902,11.35,7.193,52.499,9.715,9.341,9.902,11.35,7.193
356,E00023875,51.442,8.155,9.143,10.544,14.209,6.507,51.442,8.155,9.143,10.544,14.209,6.507
357,E00023543,50.518,12.608,7.772,10.593,12.176,6.333,50.518,12.608,7.772,10.593,12.176,6.333
358,E00023860,58.38,8.867,7.535,10.149,9.482,5.587,58.38,8.867,7.535,10.149,9.482,5.587
359,E00023542,53.621,13.504,7.162,7.928,12.315,5.47,53.621,13.504,7.162,7.928,12.315,5.47
360,E00023678,53.846,10.769,10.769,8.117,9.337,7.162,53.846,10.769,10.769,8.117,9.337,7.162
361,E00175211,55.902,8.585,7.561,9.366,12.341,6.244,55.902,8.585,7.561,9.366,12.341,6.244
362,E00023674,49.342,5.32,9.175,17.168,13.528,5.467,49.342,5.32,9.175,17.168,13.528,5.467
363,E00024117,57.697,7.241,8.631,9.253,10.726,6.452,57.697,7.241,8.631,9.253,10.726,6.452
364,E00024040,56.433,9.32,8.192,8.353,9.938,7.763,56.433,9.32,8.192,8.353,9.938,7.763
365,E00023939,54.018,5.725,12.768,12.121,10.648,4.719,54.018,5.725,12.768,12.121,10.648,4.719
366,E00175250,47.977,9.602,12.174,8.779,15.741,5.727,47.977,9.602,12.174,8.779,15.741,5.727
367,E00023676,54.89,13.68,10.119,5.936,9.327,6.049,54.89,13.68,10.119,5.936,9.327,6.049
368,E00023730,49.054,7.151,11.734,8.57,17.928,5.563,49.054,7.151,11.734,8.57,17.928,5.563
369,E00023487,55.815,7.622,7.622,10.332,12.329,6.281,55.815,7.622,7.622,10.332,12.329,6.281
370,E00024058,54.965,6.564,9.611,9.098,14.333,5.429,54.965,6.564,9.611,9.098,14.333,5.429
371,E00023968,51.322,11.81,8.575,8.139,14.711,5.443,51.322,11.81,8.575,8.139,14.711,5.443
372,E00024054,54.434,6.949,9.575,10.292,13.413,5.337,54.434,6.949,9.575,10.292,13.413,5.337
373,E00023935,50.228,6.011,13.704,10.506,14.727,4.824,50.228,6.011,13.704,10.506,14.727,4.824
374,E00023597,61.634,10.212,5.908,5.689,9.409,7.148,61.634,10.212,5.908,5.689,9.409,7.148
375,E00023516,52.766,7.771,10.699,10.119,13.033,5.613,52.766,7.771,10.699,10.119,13.033,5.613
376,E00023965,52.425,11.115,8.545,9.187,13.138,5.589,52.425,11.115,8.545,9.187,13.138,5.589
377,E00023494,51.166,8.157,9.708,10.522,14.058,6.389,51.166,8.157,9.708,10.522,14.058,6.389
378,E00023415,54.27,7.665,7.716,11.523,12.449,6.379,54.27,7.665,7.716,11.523,12.449,6.379
379,E00023467,49.365,6.611,9.613,13.568,14.752,6.091,49.365,6.611,9.613,13.568,14.752,6.091
380,E00023670,60.312,8.337,8.971,5.412,11.312,5.656,60.312,8.337,8.971,5.412,11.312,5.656
381,E00023490,58.243,7.939,7.636,8.243,12.236,5.703,58.243,7.939,7.636,8.243,12.236,5.703
382,E00175263,63.109,8.328,7.273,7.038,7.273,6.979,63.109,8.328,7.273,7.038,7.273,6.979
383,E00023748,48.779,13.27,9.151,10.718,12.031,6.052,48.779,13.27,9.151,10.718,12.031,6.052
384,E00024057,52.713,5.66,10.249,11.584,14.399,5.396,52.713,5.66,10.249,11.584,14.399,5.396
385,E00023557,51.729,8.056,9.05,14.165,11.236,5.764,51.729,8.056,9.05,14.165,11.236,5.764
386,E00024043,52.624,9.045,8.972,10.157,12.406,6.796,52.624,9.045,8.972,10.157,12.406,6.796
387,E00023853,61.262,13.059,5.171,7.362,6.31,6.836,61.262,13.059,5.171,7.362,6.31,6.836
388,E00023685,56.143,6.381,8.5,8.714,13.31,6.952,56.143,6.381,8.5,8.714,13.31,6.952
389,E00023604,55.01,8.776,9.247,8.507,12.441,6.019,55.01,8.776,9.247,8.507,12.441,6.019
390,E00024136,50.918,5.675,10.74,14.821,13.21,4.635,50.918,5.675,10.74,14.821,13.21,4.635
391,E00023455,51.169,8.145,8.067,11.808,14.692,6.118,51.169,8.145,8.067,11.808,14.692,6.118
392,E00023916,52.744,12.179,6.626,10.978,11.302,6.171,52.744,12.179,6.626,10.978,11.302,6.171
393,E00023986,53.595,6.343,9.885,11.178,13.457,5.543,53.595,6.343,9.885,11.178,13.457,5.543
394,E00023987,52.855,6.702,10.177,9.557,15.355,5.355,52.855,6.702,10.177,9.557,15.355,5.355
395,E00024098,50.863,8.241,9.433,12.536,12.844,6.083,50.863,8.241,9.433,12.536,12.844,6.083
396,E00023653,64.468,6.296,7.033,5.827,10.683,5.693,64.468,6.296,7.033,5.827,10.683,5.693
397,E00175258,52.341,5.827,12.591,6.868,17.17,5.203,52.341,5.827,12.591,6.868,17.17,5.203
398,E00024039,52.603,8.927,8.333,10.388,13.105,6.644,52.603,8.927,8.333,10.388,13.105,6.644
399,E00023524,54.918,6.713,8.812,11.012,12.949,5.597,54.918,6.713,8.812,11.012,12.949,5.597
400,E00024062,53.131,5.437,10.03,10.442,15.073,5.887,53.131,5.437,10.03,10.442,15.073,5.887
401,E00024028,51.395,11.274,9.635,10.929,11.044,5.723,51.395,11.274,9.635,10.929,11.044,5.723
402,E00023539,55.728,9.534,8.869,9.239,9.978,6.652,55.728,9.534,8.869,9.239,9.978,6.652
403,E00023957,51.074,7.03,9.992,14.414,13.131,4.36,51.074,7.03,9.992,14.414,13.131,4.36
404,E00175225,53.921,11.257,8.893,7.505,12.533,5.891,53.921,11.257,8.893,7.505,12.533,5.891
405,E00023851,66.269,7.424,5.408,8.433,6.324,6.141,66.269,7.424,5.408,8.433,6.324,6.141
406,E00023544,47.34,16.446,7.739,11.19,11.125,6.159,47.34,16.446,7.739,11.19,11.125,6.159
407,E00023723,48.779,7.5,9.319,12.946,15.669,5.786,48.779,7.5,9.319,12.946,15.669,5.786
408,E00023855,50.838,7.012,9.544,10.713,15.699,6.194,50.838,7.012,9.544,10.713,15.699,6.194
409,E00023534,49.534,10.466,9.326,16.131,8.566,5.976,49.534,10.466,9.326,16.131,8.566,5.976
410,E00023928,45.946,6.136,14.06,11.539,17.688,4.63,45.946,6.136,14.06,11.539,17.688,4.63
411,E00023658,57.592,7.995,7.639,11.009,9.961,5.804,57.592,7.995,7.639,11.009,9.961,5.804
412,E00175195,51.238,5.111,10.507,14.37,14.183,4.59,51.238,5.111,10.507,14.37,14.183,4.59
413,E00023484,47.479,14.792,9.086,9.917,12.521,6.205,47.479,14.792,9.086,9.917,12.521,6.205
414,E00023755,49.207,6.214,11.795,11.16,15.663,5.961,49.207,6.214,11.795,11.16,15.663,5.961
415,E00024106,59.243,10.526,6.655,12.353,7.308,3.915,59.243,10.526,6.655,12.353,7.308,3.915
416,E00023422,55.66,10.776,6.97,10.035,10.035,6.525,55.66,10.776,6.97,10.035,10.035,6.525
417,E00023598,52.003,8.294,9.114,12.772,10.88,6.938,52.003,8.294,9.114,12.772,10.88,6.938
418,E00023519,56.827,7.593,8.315,8.425,13.195,5.646,56.827,7.593,8.315,8.425,13.195,5.646
419,E00023760,51.417,7.739,8.925,14.131,11.658,6.131,51.417,7.739,8.925,14.131,11.658,6.131
420,E00024083,48.203,10.113,7.893,17.16,10.465,6.166,48.203,10.113,7.893,17.16,10.465,6.166
421,E00024002,57.05,8.04,8.602,9.223,11.233,5.853,57.05,8.04,8.602,9.223,11.233,5.853
422,E00023732,47.839,7.397,12.061,8.923,17.896,5.884,47.839,7.397,12.061,8.923,17.896,5.884
423,E00023657,55.822,7.353,8.824,11.255,10.744,6.002,55.822,7.353,8.824,11.255,10.744,6.002
424,E00023461,49.686,9.937,10.564,11.288,12.301,6.223,49.686,9.937,10.564,11.288,12.301,6.223
425,E00023453,50.413,8.381,9.079,10.889,14.968,6.27,50.413,8.381,9.079,10.889,14.968,6.27
426,E00023926,54.803,8.267,9.559,9.17,13.171,5.029,54.803,8.267,9.559,9.17,13.171,5.029
427,E00023913,56.127,6.646,8.619,9.813,11.942,6.854,56.127,6.646,8.619,9.813,11.942,6.854
428,E00024073,52.119,10.965,8.606,11.053,11.927,5.33,52.119,10.965,8.606,11.053,11.927,5.33
429,E00023919,48.175,7.804,12.681,8.999,17.023,5.318,48.175,7.804,12.681,8.999,17.023,5.318
430,E00023998,51.056,8.867,10.285,8.311,15.914,5.567,51.056,8.867,10.285,8.311,15.914,5.567
431,E00023751,52.209,6.702,9.406,11.729,13.747,6.207,52.209,6.702,9.406,11.729,13.747,6.207
432,E00023992,49.86,5.914,11.307,9.182,17.923,5.814,49.86,5.914,11.307,9.182,17.923,5.814
433,E00175214,53.049,6.787,11.704,7.121,15.465,5.874,53.049,6.787,11.704,7.121,15.465,5.874
434,E00023720,49.707,6.609,10.839,10.436,16.77,5.639,49.707,6.609,10.839,10.436,16.77,5.639
435,E00023686,50.173,6.317,8.664,11.232,17.171,6.443,50.173,6.317,8.664,11.232,17.171,6.443
436,E00023592,59.497,11.258,5.283,10.755,6.164,7.044,59.497,11.258,5.283,10.755,6.164,7.044
437,E00023996,50.083,6.924,11.007,10.116,16.459,5.41,50.083,6.924,11.007,10.116,16.459,5.41
438,E00024112,51.989,5.332,11.995,14.211,11.883,4.591,51.989,5.332,11.995,14.211,11.883,4.591
439,E00024108,49.261,5.564,12.447,12.161,15.991,4.576,49.261,5.564,12.447,12.161,15.991,4.576
440,E00023513,55.853,9.842,8.019,9.336,10.834,6.116,55.853,9.842,8.019,9.336,10.834,6.116
441,E00175257,57.407,6.987,8.754,9.933,11.616,5.303,57.407,6.987,8.754,9.933,11.616,5.303
442,E00175268,57.499,9.168,8.365,11.153,7.478,6.337,57.499,9.168,8.365,11.153,7.478,6.337
443,E00175217,64.654,7.531,6.988,8.548,6.784,5.495,64.654,7.531,6.988,8.548,6.784,5.495
444,E00023924,55.927,13.856,8.013,9.349,6.344,6.511,55.927,13.856,8.013,9.349,6.344,6.511
445,E00023442,57.704,7.203,7.244,11.295,10.886,5.668,57.704,7.203,7.244,11.295,10.886,5.668
446,E00023626,52.332,7.264,10.154,9.726,14.742,5.781,52.332,7.264,10.154,9.726,14.742,5.781
447,E00023464,53.592,7.506,8.675,10.149,13.318,6.76,53.592,7.506,8.675,10.149,13.318,6.76
448,E00175272,47.346,8.685,8.938,21.452,8.451,5.128,47.346,8.685,8.938,21.452,8.451,5.128
449,E00023885,59.124,10.063,6.548,8.57,9.292,6.403,59.124,10.063,6.548,8.57,9.292,6.403
450,E00023854,54.975,11.759,7.538,8.643,10.854,6.231,54.975,11.759,7.538,8.643,10.854,6.231
451,E00023575,51.859,8.054,9.559,12.153,12.081,6.294,51.859,8.054,9.559,12.153,12.081,6.294
452,E00024060,53.742,7.4,11.29,7.78,14.144,5.645,53.742,7.4,11.29,7.78,14.144,5.645
453,E00023745,53.806,6.21,8.213,11.218,14.303,6.25,53.806,6.21,8.213,11.218,14.303,6.25
454,E00024121,57.143,8.571,8.608,8.107,12.088,5.482,57.143,8.571,8.608,8.107,12.088,5.482
455,E00023754,52.635,6.558,8.28,14.142,11.863,6.523,52.635,6.558,8.28,14.142,11.863,6.523
456,E00024081,43.734,12.168,8.736,17.265,12.533,5.564,43.734,12.168,8.736,17.265,12.533,5.564
457,E00024074,55.948,8.364,8.411,12.407,8.922,5.948,55.948,8.364,8.411,12.407,8.922,5.948
458,E00023731,48.838,6.823,11.1,10.297,17.009,5.933,48.838,6.823,11.1,10.297,17.009,5.933
459,E00023452,49.759,8.363,9.285,12.031,14.693,5.869,49.759,8.363,9.285,12.031,14.693,5.869
460,E00024026,53.198,11.927,10.458,9.378,9.464,5.575,53.198,11.927,10.458,9.378,9.464,5.575
461,E00175202,54.596,8.71,10.6,6.004,14.789,5.3,54.596,8.71,10.6,6.004,14.789,5.3
462,E00023700,47.642,6.893,12.698,9.615,17.143,6.009,47.642,6.893,12.698,9.615,17.143,6.009
463,E00023781,59.211,8.897,6.516,10.15,9.148,6.078,59.211,8.897,6.516,10.15,9.148,6.078
464,E00023842,65.956,6.198,5.542,9.032,8.614,4.658,65.956,6.198,5.542,9.032,8.614,4.658
465,E00023609,53.592,7.712,9.433,9.364,13.633,6.266,53.592,7.712,9.433,9.364,13.633,6.266
466,E00024133,47.026,5.653,13.003,13.003,16.627,4.689,47.026,5.653,13.003,13.003,16.627,4.689
467,E00023789,53.277,10.336,7.647,10.42,12.185,6.134,53.277,10.336,7.647,10.42,12.185,6.134
468,E00023508,53.439,8.967,9.392,9.23,13.057,5.915,53.439,8.967,9.392,9.23,13.057,5.915
469,E00023589,52.091,10.071,8.363,12.851,9.765,6.859,52.091,10.071,8.363,12.851,9.765,6.859
470,E00023820,65.677,8.164,6.035,8.444,6.607,5.074,65.677,8.164,6.035,8.444,6.607,5.074
471,E00023733,51.048,8.911,10.047,9.697,14.881,5.416,51.048,8.911,10.047,9.697,14.881,5.416
472,E00023708,52.943,10.865,10.32,6.105,13.99,5.778,52.943,10.865,10.32,6.105,13.99,5.778
473,E00023414,53.452,11.488,6.19,11.19,10.714,6.964,53.452,11.488,6.19,11.19,10.714,6.964
474,E00175247,49.954,9.566,10.295,11.995,11.995,6.195,49.954,9.566,10.295,11.995,11.995,6.195
475,E00023447,51.02,7.024,9.777,10.726,15.472,5.98,51.02,7.024,9.777,10.726,15.472,5.98
476,E00023495,59.628,7.945,6.945,8.032,11.435,6.015,59.628,7.945,6.945,8.032,11.435,6.015
477,E00023905,53.299,10.082,8.97,10.897,10.156,6.597,53.299,10.082,8.97,10.897,10.156,6.597
478,E00024101,52.209,7.51,9.166,12.231,13.335,5.549,52.209,7.51,9.166,12.231,13.335,5.549
479,E00024033,55.446,7.927,8.098,12.817,10.237,5.475,55.446,7.927,8.098,12.817,10.237,5.475
480,E00023577,54.81,8.137,9.078,9.277,13.219,5.479,54.81,8.137,9.078,9.277,13.219,5.479
481,E00023688,58.362,10.699,8.304,8.382,8.459,5.794,58.362,10.699,8.304,8.382,8.459,5.794
482,E00175199,51.759,6.618,8.751,13.036,13.902,5.934,51.759,6.618,8.751,13.036,13.902,5.934
483,E00023605,52.565,10.29,8.531,10.378,12.049,6.186,52.565,10.29,8.531,10.378,12.049,6.186
484,E00023684,59.197,6.937,9.08,8.535,9.002,7.249,59.197,6.937,9.08,8.535,9.002,7.249
485,E00023749,54.195,15.538,6.837,7.52,9.758,6.153,54.195,15.538,6.837,7.52,9.758,6.153
486,E00175216,56.597,8.528,9.195,7.304,13.207,5.169,56.597,8.528,9.195,7.304,13.207,5.169
487,E00023763,58.904,5.72,9.499,7.525,12.87,5.482,58.904,5.72,9.499,7.525,12.87,5.482
488,E00023890,58.477,7.648,6.362,9.171,11.844,6.497,58.477,7.648,6.362,9.171,11.844,6.497
489,E00023811,75.248,4.471,4.048,4.555,7.789,3.889,75.248,4.471,4.048,4.555,7.789,3.889
490,E00024065,54.871,9.319,10.263,7.381,10.934,7.232,54.871,9.319,10.263,7.381,10.934,7.232
491,E00023424,61.393,7.991,6.156,9.557,9.665,5.238,61.393,7.991,6.156,9.557,9.665,5.238
492,E00175186,52.918,6.674,10.342,10.115,14.465,5.486,52.918,6.674,10.342,10.115,14.465,5.486
493,E00023629,50.031,6.8,10.585,11.323,15.2,6.062,50.031,6.8,10.585,11.323,15.2,6.062
