,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
396,E00023653,68.722,49.288,58.433,47.302,54.258,61.728,0.861,0.618,0.732,0.593,0.68,0.774,0.086,0.071,0.084,0.065,0.077,0.074,4.258,20.221,14.514,17.191,13.927,15.97,18.178,83.152,59.638,70.703,57.235,65.651,74.69,411.069,1.042,0.747,0.886,0.717,0.823,0.936,5.151
397,E00175258,31.637,26.808,41.327,24.123,39.02,32.406,0.482,0.408,0.629,0.367,0.594,0.494,0.048,0.047,0.073,0.04,0.067,0.047,2.974,16.207,13.719,21.15,12.34,19.973,16.611,38.28,32.437,50.005,29.188,47.214,39.211,236.335,0.583,0.494,0.762,0.445,0.719,0.597,3.6
398,E00024039,82.75,75.331,67.507,68.49,61.424,102.989,1.083,0.986,0.884,0.896,0.804,1.348,0.108,0.113,0.102,0.098,0.091,0.129,6.001,18.047,16.431,14.731,14.931,13.398,22.463,100.126,91.149,81.682,82.872,74.322,124.615,554.766,1.31,1.193,1.069,1.085,0.973,1.631,7.261
399,E00023524,251.764,185.985,189.449,211.646,199.972,236.924,2.841,2.099,2.138,2.389,2.257,2.674,0.282,0.241,0.246,0.262,0.255,0.255,14.398,19.732,14.578,14.849,16.593,15.676,18.572,304.63,225.039,229.23,256.088,241.963,286.674,1543.623,3.438,2.54,2.587,2.89,2.731,3.235,17.421
400,E00024062,70.841,54.499,69.134,68.065,69.567,76.459,1.244,0.957,1.214,1.195,1.222,1.343,0.124,0.11,0.14,0.131,0.138,0.128,7.175,17.338,13.338,16.92,16.655,17.031,18.718,85.716,65.943,83.651,82.357,84.175,92.514,494.357,1.505,1.158,1.469,1.446,1.478,1.625,8.681
401,E00024028,110.892,115.294,104.858,96.117,107.982,121.693,0.864,0.898,0.817,0.749,0.841,0.948,0.086,0.103,0.094,0.082,0.095,0.09,5.117,16.885,17.549,15.966,14.637,16.435,18.526,134.177,139.504,126.876,116.3,130.656,147.246,794.76,1.045,1.087,0.989,0.906,1.018,1.147,6.192
402,E00023539,54.304,46.256,42.701,41.515,41.985,58.516,0.361,0.308,0.284,0.276,0.279,0.389,0.036,0.035,0.033,0.03,0.032,0.037,1.897,19.03,16.236,14.971,14.549,14.707,20.506,65.707,55.969,51.667,50.232,50.801,70.803,345.18,0.437,0.372,0.344,0.334,0.338,0.471,2.297
403,E00023957,371.857,360.075,376.954,474.221,389.282,314.861,2.495,2.416,2.53,3.182,2.612,2.113,0.248,0.278,0.292,0.348,0.295,0.201,15.348,16.256,15.741,16.484,20.732,17.019,13.767,449.94,435.684,456.108,573.799,471.024,380.976,2767.533,3.019,2.924,3.061,3.851,3.161,2.557,18.572
404,E00175225,78.61,86.267,77.544,59.01,68.96,86.811,0.668,0.733,0.658,0.501,0.586,0.737,0.066,0.084,0.076,0.055,0.066,0.07,3.883,17.203,18.877,16.946,12.902,15.091,18.98,95.117,104.382,93.827,71.401,83.44,105.04,553.206,0.808,0.886,0.797,0.606,0.709,0.892,4.698
405,E00023851,30.307,28.037,25.321,30.524,23.514,46.785,0.236,0.219,0.197,0.238,0.183,0.365,0.023,0.025,0.023,0.026,0.021,0.035,1.438,16.412,15.229,13.7,16.551,12.726,25.382,36.671,33.924,30.638,36.934,28.452,56.609,223.227,0.286,0.264,0.239,0.288,0.222,0.441,1.74
406,E00023544,79.787,109.524,61.212,71.788,57.88,93.547,0.77,1.056,0.59,0.692,0.558,0.902,0.077,0.121,0.068,0.076,0.063,0.086,4.568,16.856,23.117,12.916,15.149,12.215,19.746,96.541,132.522,74.065,86.862,70.034,113.19,573.215,0.931,1.278,0.714,0.838,0.675,1.092,5.529
407,E00023723,225.231,208.108,194.698,223.921,211.562,266.859,2.153,1.99,1.862,2.141,2.023,2.551,0.214,0.229,0.215,0.234,0.229,0.243,12.72,16.926,15.645,14.638,16.832,15.904,20.055,272.526,251.807,235.581,270.941,255.986,322.895,1609.735,2.606,2.408,2.252,2.59,2.448,3.087,15.391
408,E00023855,88.96,78.356,72.109,84.934,72.995,111.425,0.648,0.571,0.525,0.619,0.532,0.812,0.064,0.066,0.061,0.068,0.06,0.077,3.707,17.48,15.403,14.162,16.698,14.351,21.905,107.64,94.809,87.251,102.769,88.323,134.822,615.614,0.784,0.691,0.636,0.749,0.644,0.982,4.486
409,E00023534,135.684,140.027,129.305,156.602,130.371,175.999,0.686,0.707,0.653,0.791,0.659,0.889,0.068,0.081,0.075,0.087,0.074,0.085,4.385,15.644,16.123,14.892,18.039,15.029,20.274,164.175,169.43,156.457,189.486,157.747,212.956,1050.25,0.829,0.856,0.79,0.957,0.797,1.076,5.306
410,E00023928,736.284,658.128,827.902,824.435,1022.126,622.009,3.991,3.567,4.488,4.469,5.54,3.372,0.397,0.41,0.517,0.489,0.626,0.321,25.427,15.696,14.028,17.651,17.576,21.788,13.261,890.891,796.323,1001.747,997.552,1236.755,752.62,5675.888,4.829,4.317,5.43,5.407,6.704,4.08,30.767
411,E00023658,340.435,279.615,280.087,301.113,263.12,351.381,1.425,1.171,1.173,1.261,1.102,1.471,0.142,0.135,0.135,0.138,0.125,0.14,7.603,18.743,15.402,15.428,16.586,14.494,19.348,411.92,338.329,338.9,364.341,318.371,425.165,2197.027,1.725,1.416,1.419,1.525,1.333,1.78,9.198
412,E00175195,357.625,335.783,360.018,506.94,432.233,345.417,2.53,2.375,2.547,3.586,3.058,2.444,0.251,0.273,0.294,0.393,0.346,0.233,16.54,15.296,14.359,15.399,21.681,18.489,14.776,432.72,406.292,435.616,613.389,522.994,417.949,2828.959,3.061,2.874,3.082,4.339,3.7,2.957,20.013
413,E00023484,53.128,67.902,47.827,44.512,52.967,56.599,0.448,0.573,0.403,0.376,0.447,0.477,0.045,0.066,0.046,0.041,0.051,0.045,2.724,16.446,21.035,14.794,13.803,16.41,17.511,64.284,82.16,57.87,53.859,64.089,68.484,390.746,0.542,0.693,0.488,0.454,0.541,0.578,3.296
414,E00023755,78.353,69.887,94.165,78.126,96.884,86.618,0.4,0.357,0.48,0.399,0.494,0.442,0.04,0.041,0.055,0.044,0.056,0.042,2.572,15.552,13.88,18.663,15.513,19.207,17.185,94.806,84.562,113.938,94.531,117.228,104.806,609.871,0.484,0.431,0.581,0.482,0.598,0.535,3.111
415,E00024106,28.021,33.458,25.182,27.27,22.995,31.82,0.607,0.725,0.545,0.591,0.498,0.689,0.06,0.083,0.063,0.065,0.056,0.066,3.655,16.607,19.836,14.911,16.17,13.625,18.851,33.905,40.484,30.47,32.996,27.824,38.502,204.18,0.734,0.877,0.66,0.715,0.603,0.834,4.422
416,E00023422,129.833,135.806,94.58,101.588,88.751,151.37,0.545,0.57,0.397,0.427,0.373,0.636,0.054,0.066,0.046,0.047,0.042,0.061,2.948,18.487,19.335,13.467,14.484,12.653,21.574,157.096,164.323,114.44,122.92,107.387,183.155,849.321,0.66,0.69,0.481,0.516,0.451,0.769,3.566
417,E00023598,87.111,81.465,72.98,88.056,74.965,108.793,0.764,0.714,0.64,0.772,0.657,0.954,0.076,0.082,0.074,0.085,0.074,0.091,4.501,16.974,15.863,14.219,17.152,14.597,21.195,105.403,98.571,88.305,106.546,90.706,131.638,621.169,0.924,0.864,0.774,0.934,0.795,1.154,5.447
418,E00023519,242.177,196.554,185.744,181.481,187.122,232.426,1.307,1.061,1.002,0.979,1.01,1.254,0.13,0.122,0.116,0.107,0.114,0.12,6.613,19.764,16.044,15.152,14.804,15.273,18.963,293.03,237.827,224.747,219.589,226.414,281.231,1482.839,1.581,1.283,1.213,1.185,1.222,1.518,8.002
419,E00023760,141.213,127.828,121.055,144.681,112.247,171.075,1.265,1.146,1.085,1.297,1.006,1.533,0.126,0.132,0.125,0.142,0.114,0.146,7.332,17.253,15.63,14.798,17.69,13.721,20.908,170.865,154.67,146.474,175.061,135.817,206.998,989.886,1.531,1.386,1.313,1.569,1.217,1.855,8.871
420,E00024083,67.693,73.971,63.185,82.931,55.157,83.863,0.627,0.685,0.585,0.768,0.511,0.777,0.062,0.079,0.067,0.084,0.058,0.074,3.953,15.861,17.329,14.799,19.428,12.927,19.656,81.907,89.504,76.453,100.345,66.739,101.473,516.421,0.759,0.829,0.708,0.93,0.618,0.94,4.784
421,E00024002,107.371,91.143,84.665,83.069,92.535,114.217,0.875,0.743,0.69,0.677,0.754,0.931,0.087,0.085,0.08,0.074,0.085,0.089,4.67,18.737,15.91,14.775,14.497,16.146,19.936,129.917,110.281,102.443,100.512,111.966,138.201,693.32,1.059,0.899,0.835,0.819,0.912,1.126,5.649
422,E00023732,191.971,180.06,191.218,176.242,235.528,202.958,2.019,1.894,2.011,1.854,2.478,2.135,0.201,0.218,0.232,0.203,0.28,0.204,12.391,16.294,15.285,16.23,14.962,19.998,17.23,232.282,217.869,231.37,213.25,284.985,245.576,1425.332,2.443,2.292,2.434,2.243,2.998,2.583,14.993
423,E00023657,182.972,148.41,189.852,181.111,169.863,186.466,0.83,0.674,0.862,0.822,0.771,0.846,0.082,0.077,0.099,0.09,0.087,0.081,4.805,17.274,14.027,17.94,17.107,16.046,17.607,221.393,179.574,229.718,219.141,205.531,225.621,1280.977,1.005,0.815,1.043,0.995,0.933,1.024,5.814
424,E00023461,44.913,46.258,45.916,41.07,50.945,45.233,0.521,0.536,0.532,0.476,0.591,0.525,0.052,0.062,0.061,0.052,0.067,0.05,3.181,16.378,16.85,16.724,14.964,18.579,16.504,54.344,55.971,55.558,49.694,61.643,54.731,331.941,0.63,0.649,0.644,0.576,0.715,0.635,3.849
425,E00023453,149.047,138.968,126.972,139.712,132.301,181.089,1.568,1.462,1.336,1.47,1.392,1.905,0.156,0.168,0.154,0.161,0.157,0.182,9.133,17.169,16.008,14.628,16.095,15.241,20.858,180.344,168.149,153.634,169.049,160.082,219.115,1050.373,1.897,1.769,1.616,1.779,1.684,2.305,11.051
426,E00023926,166.784,132.577,127.903,129.026,130.085,146.802,1.862,1.48,1.428,1.441,1.453,1.639,0.185,0.17,0.165,0.158,0.164,0.156,9.303,20.015,15.909,15.35,15.49,15.619,17.618,201.806,160.416,154.76,156.119,157.401,177.628,1008.13,2.254,1.791,1.728,1.743,1.758,1.984,11.257
427,E00023913,76.126,57.603,66.006,62.404,64.456,87.7,0.508,0.385,0.441,0.417,0.43,0.586,0.05,0.044,0.051,0.046,0.049,0.056,2.767,18.359,13.914,15.938,15.07,15.54,21.178,92.111,69.699,79.866,75.508,77.991,106.115,501.29,0.615,0.465,0.533,0.504,0.521,0.709,3.347
428,E00024073,88.947,91.826,74.541,80.458,71.9,95.784,0.615,0.635,0.515,0.556,0.497,0.662,0.061,0.073,0.059,0.061,0.056,0.063,3.48,17.672,18.247,14.799,15.977,14.282,19.023,107.624,111.108,90.193,97.353,86.998,115.897,609.173,0.744,0.768,0.624,0.673,0.602,0.801,4.212
429,E00023919,855.633,778.068,1035.01,717.174,1009.746,883.72,0.842,0.766,1.019,0.706,0.994,0.87,0.084,0.088,0.117,0.077,0.112,0.083,5.197,16.202,14.739,19.607,13.585,19.126,16.74,1035.301,941.449,1252.344,867.768,1221.775,1069.286,6387.923,1.019,0.926,1.232,0.854,1.202,1.052,6.286
430,E00023998,75.331,75.24,79.312,69.198,81.635,82.056,1.479,1.478,1.558,1.359,1.603,1.612,0.147,0.17,0.18,0.149,0.181,0.154,9.089,16.272,16.261,17.142,14.952,17.637,17.736,91.149,91.039,95.966,83.728,98.777,99.286,559.946,1.79,1.788,1.885,1.644,1.94,1.95,10.997
431,E00023751,62.61,51.382,58.122,59.298,58.35,66.822,0.695,0.57,0.645,0.658,0.648,0.742,0.069,0.066,0.074,0.072,0.073,0.071,3.958,17.559,14.401,16.296,16.625,16.372,18.747,75.757,62.171,70.327,71.75,70.602,80.853,431.46,0.841,0.69,0.781,0.796,0.784,0.897,4.789
432,E00023992,90.953,76.058,89.989,89.194,103.148,102.085,1.126,0.942,1.115,1.105,1.278,1.264,0.112,0.108,0.129,0.121,0.144,0.121,6.83,16.486,13.792,16.325,16.179,18.712,18.507,110.052,92.029,108.885,107.923,124.807,123.521,667.217,1.363,1.14,1.349,1.337,1.546,1.53,8.264
433,E00175214,419.644,277.015,371.395,264.83,386.569,320.65,1.438,0.95,1.273,0.908,1.325,1.099,0.143,0.109,0.147,0.099,0.15,0.105,6.993,20.563,13.585,18.204,12.984,18.948,15.716,507.762,335.183,449.381,320.44,467.742,387.981,2468.489,1.741,1.149,1.54,1.098,1.603,1.33,8.462
434,E00023720,212.319,177.152,218.778,211.378,224.341,233.297,1.337,1.116,1.378,1.332,1.413,1.47,0.133,0.128,0.159,0.146,0.16,0.14,8.046,16.617,13.87,17.127,16.555,17.562,18.27,256.902,214.351,264.718,255.764,271.449,282.285,1545.468,1.618,1.35,1.668,1.611,1.71,1.778,9.736
435,E00023686,240.809,171.203,215.053,235.734,224.714,279.567,1.553,1.104,1.387,1.521,1.449,1.803,0.154,0.127,0.16,0.167,0.164,0.172,8.817,17.614,12.521,15.731,17.251,16.434,20.449,291.375,207.153,260.21,285.234,271.9,338.271,1654.143,1.879,1.336,1.678,1.84,1.754,2.182,10.669
436,E00023592,51.836,58.68,38.326,44.189,38.06,71.419,0.355,0.402,0.262,0.302,0.261,0.489,0.035,0.046,0.03,0.033,0.03,0.047,2.071,17.141,19.411,12.651,14.582,12.603,23.612,62.721,71.002,46.374,53.468,46.052,86.416,366.032,0.429,0.486,0.317,0.366,0.315,0.592,2.506
437,E00023996,83.512,79.972,94.337,83.518,100.092,96.756,1.083,1.037,1.223,1.083,1.298,1.254,0.108,0.119,0.141,0.119,0.147,0.12,6.978,15.52,14.861,17.527,15.52,18.601,17.971,101.048,96.765,114.146,101.055,121.11,117.073,651.197,1.31,1.254,1.48,1.31,1.57,1.518,8.442
438,E00024112,1262.648,894.473,1138.244,1425.782,1233.145,921.698,3.892,2.757,3.509,4.395,3.801,2.841,0.387,0.317,0.405,0.481,0.43,0.271,21.195,18.363,13.008,16.556,20.736,17.933,13.404,1527.782,1082.297,1377.255,1725.171,1492.084,1115.239,8319.828,4.709,3.336,4.245,5.318,4.599,3.438,25.646
439,E00024108,443.947,405.376,459.786,514.155,571.952,381.39,3.508,3.203,3.633,4.063,4.52,3.014,0.349,0.368,0.419,0.445,0.511,0.287,21.941,15.988,14.598,16.558,18.518,20.601,13.737,537.168,490.498,556.333,622.119,692.052,461.475,3359.645,4.245,3.876,4.396,4.916,5.469,3.647,26.549
440,E00023513,102.533,96.433,85.107,80.354,80.715,106.09,1.337,1.258,1.11,1.048,1.053,1.384,0.133,0.145,0.128,0.115,0.119,0.132,7.19,18.595,17.497,15.438,14.576,14.645,19.249,124.063,116.682,102.978,97.227,97.664,128.367,666.981,1.618,1.522,1.343,1.268,1.274,1.674,8.7
441,E00175257,106.314,84.146,82.331,80.219,83.276,102.907,1.02,0.808,0.79,0.77,0.799,0.988,0.101,0.093,0.091,0.084,0.09,0.094,5.175,19.71,15.614,15.266,14.879,15.44,19.092,128.638,101.815,99.619,97.064,100.763,124.516,652.414,1.235,0.977,0.956,0.932,0.967,1.195,6.261
442,E00175268,66.396,61.536,61.988,61.865,51.222,76.665,0.607,0.562,0.566,0.565,0.468,0.7,0.06,0.065,0.065,0.062,0.053,0.067,3.468,17.503,16.205,16.321,16.292,13.495,20.185,80.338,74.457,75.004,74.856,61.978,92.763,459.397,0.734,0.68,0.685,0.684,0.566,0.847,4.197
443,E00175217,56.014,42.164,41.103,37.242,34.123,68.687,0.385,0.29,0.282,0.256,0.234,0.472,0.038,0.033,0.033,0.028,0.026,0.045,1.919,20.063,15.112,14.695,13.34,12.194,24.596,67.776,51.018,49.734,45.062,41.288,83.11,337.988,0.466,0.351,0.342,0.31,0.284,0.571,2.322
444,E00023924,19.636,19.451,17.147,13.158,11.763,16.938,0.189,0.188,0.165,0.127,0.113,0.163,0.019,0.022,0.019,0.014,0.013,0.016,0.945,20.0,19.894,17.46,13.439,11.958,17.249,23.759,23.535,20.748,15.921,14.233,20.495,118.691,0.229,0.227,0.2,0.154,0.137,0.198,1.145
445,E00023442,191.678,156.904,149.269,178.739,138.711,209.909,1.253,1.025,0.975,1.168,0.906,1.372,0.125,0.118,0.112,0.128,0.102,0.131,6.699,18.704,15.301,14.554,17.435,13.524,20.481,231.927,189.851,180.613,216.271,167.838,253.986,1240.486,1.516,1.241,1.18,1.413,1.097,1.66,8.106
446,E00023626,156.012,144.523,158.418,149.108,164.518,184.582,1.566,1.451,1.59,1.497,1.652,1.853,0.156,0.167,0.183,0.164,0.187,0.177,9.609,16.297,15.1,16.547,15.579,17.192,19.284,188.772,174.87,191.683,180.418,199.064,223.341,1158.148,1.895,1.755,1.924,1.811,1.998,2.242,11.626
447,E00023464,126.831,106.24,107.876,116.659,107.471,164.409,1.414,1.185,1.203,1.301,1.198,1.833,0.141,0.136,0.139,0.142,0.135,0.175,8.134,17.384,14.568,14.79,15.995,14.728,22.535,153.463,128.549,130.528,141.155,130.038,198.932,882.665,1.711,1.433,1.455,1.574,1.45,2.218,9.842
448,E00175272,115.238,126.147,117.788,177.663,104.674,162.64,1.271,1.392,1.299,1.96,1.155,1.794,0.126,0.16,0.15,0.215,0.131,0.171,8.871,14.328,15.692,14.643,22.094,13.02,20.223,139.436,152.636,142.521,214.969,126.654,196.792,973.008,1.538,1.684,1.572,2.372,1.397,2.171,10.734
449,E00023885,53.43,56.886,45.124,47.062,41.548,83.178,0.462,0.492,0.39,0.407,0.359,0.719,0.046,0.057,0.045,0.045,0.041,0.069,2.829,16.331,17.391,13.786,14.387,12.69,25.415,64.649,68.831,54.599,56.944,50.272,100.644,395.94,0.559,0.595,0.472,0.492,0.435,0.87,3.423
450,E00023854,37.241,40.112,36.986,34.672,33.226,46.214,0.251,0.271,0.25,0.234,0.224,0.312,0.025,0.031,0.029,0.026,0.025,0.03,1.542,16.278,17.575,16.213,15.175,14.527,20.233,45.061,48.535,44.752,41.953,40.203,55.918,276.422,0.304,0.328,0.302,0.283,0.271,0.377,1.865
451,E00023575,264.29,223.693,231.351,251.058,225.748,295.257,1.419,1.201,1.242,1.348,1.212,1.585,0.141,0.138,0.143,0.148,0.137,0.151,8.007,17.722,14.999,15.511,16.835,15.137,19.795,319.786,270.665,279.931,303.776,273.151,357.256,1804.564,1.717,1.453,1.503,1.631,1.466,1.918,9.687
452,E00024060,112.963,97.595,129.987,89.55,123.138,109.921,1.152,0.995,1.325,0.913,1.255,1.121,0.114,0.114,0.153,0.1,0.142,0.107,6.761,17.039,14.717,19.598,13.504,18.562,16.58,136.683,118.088,157.282,108.354,148.995,133.002,802.405,1.394,1.204,1.604,1.105,1.519,1.356,8.181
453,E00023745,102.763,76.265,79.864,80.848,81.193,111.426,0.675,0.501,0.525,0.531,0.534,0.732,0.067,0.058,0.061,0.058,0.06,0.07,3.498,19.297,14.322,15.009,15.18,15.266,20.926,124.341,92.279,96.634,97.825,98.242,134.824,644.145,0.817,0.606,0.635,0.643,0.646,0.886,4.233
454,E00024121,288.823,275.663,234.836,232.581,248.61,278.085,2.242,2.14,1.823,1.805,1.93,2.159,0.223,0.246,0.21,0.198,0.218,0.206,12.099,18.53,17.687,15.067,14.919,15.952,17.844,349.471,333.547,284.147,281.419,300.814,336.478,1885.876,2.713,2.589,2.206,2.185,2.335,2.612,14.639
455,E00023754,152.047,117.328,121.591,149.596,113.591,186.201,1.437,1.109,1.149,1.414,1.074,1.76,0.143,0.127,0.132,0.155,0.121,0.168,7.943,18.091,13.962,14.466,17.802,13.521,22.158,183.974,141.965,147.123,181.009,137.443,225.3,1016.814,1.739,1.342,1.391,1.711,1.299,2.13,9.611
456,E00024081,42.129,54.559,45.534,50.251,44.148,45.933,0.421,0.545,0.455,0.502,0.441,0.459,0.042,0.063,0.052,0.055,0.05,0.044,2.823,14.913,19.306,16.118,17.783,15.622,16.259,50.975,66.015,55.095,60.803,53.418,55.578,341.885,0.509,0.659,0.55,0.607,0.533,0.555,3.414
457,E00024074,79.385,70.437,78.199,82.082,68.243,85.093,0.544,0.483,0.536,0.563,0.468,0.583,0.054,0.056,0.062,0.062,0.053,0.056,3.177,17.123,15.203,16.871,17.721,14.731,18.351,96.054,85.228,94.619,99.318,82.573,102.961,560.753,0.658,0.584,0.648,0.681,0.566,0.706,3.843
458,E00023731,234.321,204.311,221.095,221.688,247.956,252.637,2.033,1.773,1.919,1.924,2.152,2.192,0.202,0.204,0.221,0.211,0.243,0.209,11.993,16.952,14.784,16.001,16.043,17.944,18.277,283.524,247.213,267.521,268.239,300.022,305.686,1672.206,2.46,2.145,2.322,2.328,2.604,2.653,14.511
459,E00023452,141.689,133.848,119.47,139.883,129.222,167.927,1.209,1.143,1.02,1.194,1.103,1.433,0.12,0.131,0.118,0.131,0.125,0.137,7.102,17.023,16.094,14.362,16.812,15.531,20.177,171.441,161.954,144.557,169.256,156.356,203.189,1006.753,1.463,1.382,1.234,1.445,1.335,1.734,8.594
460,E00024026,74.707,75.188,74.165,59.089,71.022,74.464,0.607,0.611,0.603,0.48,0.577,0.605,0.06,0.07,0.07,0.053,0.065,0.058,3.483,17.428,17.542,17.313,13.781,16.566,17.37,90.394,90.976,89.738,71.497,85.935,90.1,518.641,0.735,0.74,0.73,0.581,0.699,0.732,4.216
461,E00175202,43.456,44.11,50.334,30.809,46.043,42.259,0.695,0.705,0.805,0.493,0.736,0.676,0.069,0.081,0.093,0.054,0.083,0.064,4.11,16.91,17.153,19.586,11.995,17.908,16.448,52.581,53.372,60.903,37.278,55.711,51.133,310.979,0.841,0.853,0.974,0.596,0.891,0.817,4.972
462,E00023700,175.345,143.524,164.439,148.649,199.573,157.992,1.204,0.986,1.129,1.021,1.37,1.085,0.12,0.113,0.13,0.112,0.155,0.103,6.795,17.719,14.511,16.615,15.026,20.162,15.968,212.164,173.662,198.968,179.863,241.48,191.168,1197.304,1.457,1.192,1.366,1.235,1.658,1.313,8.222
463,E00023781,42.723,41.213,33.41,40.326,34.242,57.875,0.381,0.368,0.298,0.36,0.306,0.517,0.038,0.042,0.034,0.039,0.035,0.049,2.23,17.085,16.502,13.363,16.143,13.722,23.184,51.694,49.867,40.426,48.794,41.432,70.028,302.24,0.462,0.445,0.361,0.436,0.37,0.625,2.698
464,E00023842,791.121,580.047,496.448,604.143,504.401,815.925,3.559,2.61,2.234,2.718,2.269,3.671,0.354,0.3,0.258,0.298,0.257,0.35,17.061,20.86,15.298,13.094,15.931,13.299,21.517,957.243,701.847,600.693,731.003,610.316,987.255,4588.357,4.307,3.158,2.703,3.289,2.746,4.442,20.644
465,E00023609,128.092,101.565,89.7,95.313,91.01,126.587,1.227,0.973,0.86,0.913,0.872,1.213,0.122,0.112,0.099,0.1,0.099,0.116,6.058,20.254,16.061,14.196,15.071,14.394,20.023,154.989,122.892,108.535,115.327,110.121,153.168,765.032,1.485,1.178,1.04,1.105,1.055,1.468,7.331
466,E00024133,765.397,701.237,789.112,895.657,1011.284,685.713,3.606,3.304,3.718,4.22,4.765,3.231,0.358,0.38,0.429,0.462,0.539,0.308,22.844,15.785,14.463,16.276,18.473,20.859,14.144,926.117,848.485,954.812,1083.729,1223.636,829.701,5866.48,4.363,3.998,4.499,5.106,5.765,3.909,27.64
467,E00023789,47.295,48.093,37.545,42.55,37.369,49.741,0.336,0.342,0.267,0.302,0.265,0.353,0.033,0.039,0.031,0.033,0.03,0.034,1.865,18.016,18.338,14.316,16.193,14.209,18.928,57.226,58.192,45.429,51.485,45.216,60.186,317.733,0.407,0.413,0.323,0.366,0.321,0.428,2.257
468,E00023508,280.375,248.792,230.831,219.563,244.513,275.102,2.196,1.949,1.808,1.72,1.915,2.155,0.218,0.224,0.208,0.188,0.216,0.205,11.743,18.701,16.597,15.396,14.647,16.308,18.351,339.249,301.034,279.301,265.667,295.856,332.869,1813.977,2.657,2.358,2.188,2.081,2.318,2.608,14.21
469,E00023589,107.248,106.656,81.798,105.007,81.545,129.997,0.984,0.979,0.751,0.964,0.748,1.193,0.098,0.113,0.087,0.106,0.085,0.114,5.619,17.512,17.423,13.365,17.156,13.312,21.232,129.768,129.052,98.974,127.057,98.668,157.294,740.813,1.191,1.184,0.908,1.166,0.906,1.444,6.799
470,E00023820,228.966,188.908,148.197,147.943,142.862,231.786,2.363,1.95,1.529,1.527,1.474,2.392,0.235,0.224,0.176,0.167,0.167,0.228,11.235,21.032,17.356,13.609,13.591,13.12,21.291,277.045,228.575,179.316,179.008,172.861,280.457,1317.262,2.859,2.359,1.851,1.847,1.784,2.894,13.595
471,E00023733,98.047,103.804,101.496,97.579,109.785,112.529,0.775,0.82,0.802,0.771,0.868,0.889,0.077,0.094,0.092,0.084,0.098,0.085,4.925,15.736,16.65,16.284,15.655,17.624,18.051,118.635,125.601,122.808,118.069,132.838,136.158,754.11,0.937,0.993,0.97,0.933,1.05,1.076,5.959
472,E00023708,73.77,71.938,76.757,51.51,73.971,67.329,0.724,0.706,0.753,0.505,0.726,0.661,0.072,0.081,0.087,0.055,0.082,0.063,4.075,17.767,17.325,18.479,12.393,17.816,16.221,89.26,87.044,92.875,62.326,89.504,81.467,502.476,0.876,0.854,0.911,0.612,0.878,0.799,4.931
473,E00023414,26.484,27.082,15.961,18.051,15.353,30.855,0.453,0.463,0.273,0.309,0.263,0.528,0.045,0.053,0.031,0.034,0.03,0.05,2.289,19.79,20.227,11.927,13.499,11.49,23.067,32.045,32.769,19.313,21.841,18.577,37.334,161.879,0.548,0.561,0.33,0.374,0.318,0.639,2.769
474,E00175247,59.187,61.405,56.792,58.767,65.161,65.949,0.813,0.843,0.78,0.807,0.895,0.906,0.081,0.097,0.09,0.088,0.101,0.086,5.044,16.118,16.713,15.464,15.999,17.744,17.962,71.615,74.299,68.717,71.107,78.844,79.797,444.379,0.984,1.021,0.944,0.977,1.083,1.096,6.104
475,E00023447,98.638,88.33,90.016,89.64,95.65,118.904,0.527,0.472,0.481,0.479,0.511,0.635,0.052,0.054,0.055,0.052,0.058,0.061,3.105,16.973,15.201,15.491,15.427,16.457,20.451,119.35,106.878,108.918,108.463,115.735,143.872,703.215,0.637,0.571,0.582,0.579,0.618,0.768,3.755
476,E00023495,199.323,144.435,137.771,131.263,127.703,195.04,1.687,1.222,1.166,1.111,1.081,1.651,0.168,0.14,0.134,0.122,0.122,0.157,7.918,21.306,15.433,14.726,14.031,13.652,20.851,241.177,174.764,166.701,158.826,154.518,235.995,1131.981,2.041,1.479,1.411,1.344,1.308,1.997,9.581
