,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
477,E00023905,57.032,49.926,46.963,46.199,45.84,57.43,0.366,0.321,0.302,0.297,0.294,0.369,0.036,0.037,0.035,0.033,0.033,0.035,1.949,18.779,16.47,15.495,15.239,15.085,18.933,69.008,60.41,56.824,55.9,55.466,69.489,367.097,0.443,0.388,0.365,0.359,0.356,0.446,2.358
478,E00024101,127.888,118.165,112.976,127.296,104.972,145.297,0.907,0.838,0.801,0.903,0.745,1.031,0.09,0.096,0.092,0.099,0.084,0.098,5.225,17.359,16.038,15.33,17.282,14.258,19.732,154.742,142.978,136.699,154.026,127.014,175.807,891.266,1.098,1.014,0.97,1.092,0.901,1.247,6.322
479,E00024033,186.695,145.853,145.831,177.039,129.867,180.113,1.995,1.559,1.559,1.892,1.388,1.925,0.198,0.179,0.18,0.207,0.157,0.184,10.318,19.335,15.11,15.11,18.337,13.452,18.657,225.898,176.48,176.453,214.214,157.137,217.934,1168.115,2.414,1.886,1.886,2.289,1.679,2.329,12.484
480,E00023577,195.124,156.778,144.078,141.088,152.786,180.484,1.631,1.31,1.204,1.179,1.277,1.508,0.162,0.151,0.139,0.129,0.144,0.144,8.109,20.113,16.155,14.848,14.539,15.748,18.597,236.097,189.699,174.332,170.714,184.868,218.382,1174.092,1.973,1.585,1.457,1.427,1.545,1.825,9.812
481,E00023688,127.45,120.02,116.447,90.641,100.597,113.187,0.742,0.698,0.678,0.527,0.585,0.659,0.074,0.08,0.078,0.058,0.066,0.063,3.889,19.079,17.948,17.434,13.551,15.042,16.945,154.212,145.222,140.899,109.674,121.721,136.954,808.682,0.897,0.845,0.82,0.638,0.708,0.797,4.706
482,E00175199,150.816,127.894,120.257,136.943,130.601,182.401,1.524,1.293,1.215,1.384,1.32,1.843,0.151,0.149,0.14,0.152,0.149,0.176,8.579,17.764,15.072,14.162,16.132,15.386,21.483,182.485,154.75,145.509,165.699,158.025,220.702,1027.169,1.844,1.564,1.471,1.675,1.597,2.23,10.381
483,E00023605,137.684,134.576,97.378,113.047,99.923,151.206,0.904,0.883,0.639,0.742,0.656,0.992,0.09,0.101,0.074,0.081,0.074,0.095,4.816,18.771,18.335,13.268,15.407,13.621,20.598,166.595,162.835,117.826,136.785,120.905,182.957,887.902,1.093,1.069,0.773,0.898,0.794,1.201,5.828
484,E00023684,82.427,59.396,74.073,59.769,68.512,91.554,0.705,0.508,0.633,0.511,0.586,0.783,0.07,0.058,0.073,0.056,0.066,0.075,3.726,18.921,13.634,16.989,13.714,15.727,21.014,99.735,71.868,89.627,72.319,82.898,110.779,527.227,0.853,0.614,0.766,0.618,0.709,0.947,4.507
485,E00023749,57.192,73.866,43.365,43.466,46.37,62.783,0.419,0.542,0.318,0.319,0.34,0.46,0.042,0.062,0.037,0.035,0.038,0.044,2.398,17.473,22.602,13.261,13.303,14.178,19.183,69.201,89.377,52.471,52.593,56.107,75.966,395.715,0.508,0.655,0.385,0.386,0.411,0.557,2.902
486,E00175216,158.183,146.362,129.101,106.962,132.127,154.457,2.127,1.968,1.736,1.438,1.777,2.077,0.211,0.226,0.2,0.157,0.201,0.198,11.123,19.123,17.693,15.607,12.928,15.976,18.673,191.399,177.095,156.21,129.422,159.871,186.89,1000.888,2.574,2.382,2.101,1.741,2.15,2.513,13.46
487,E00023763,120.578,96.904,103.164,90.715,103.175,127.196,0.808,0.649,0.691,0.608,0.691,0.852,0.08,0.075,0.08,0.067,0.078,0.081,4.299,18.795,15.097,16.074,14.143,16.074,19.819,145.897,117.252,124.827,109.764,124.84,153.905,776.485,0.978,0.786,0.837,0.736,0.837,1.031,5.204
488,E00023890,60.226,59.227,49.338,58.146,48.659,94.735,0.644,0.633,0.528,0.622,0.52,1.013,0.064,0.073,0.061,0.068,0.059,0.097,3.96,16.263,15.985,13.333,15.707,13.131,25.581,72.872,71.664,59.698,70.356,58.877,114.628,448.094,0.779,0.766,0.638,0.752,0.63,1.226,4.792
489,E00023811,390.875,326.023,234.158,221.801,244.907,517.211,2.239,1.868,1.341,1.271,1.403,2.963,0.223,0.215,0.155,0.139,0.159,0.282,11.085,20.198,16.852,12.097,11.466,12.657,26.73,472.952,394.482,283.327,268.375,296.333,625.816,2341.286,2.709,2.26,1.623,1.537,1.698,3.585,13.412
490,E00024065,88.901,78.566,97.427,62.326,83.334,96.254,0.998,0.882,1.093,0.699,0.935,1.08,0.099,0.101,0.126,0.077,0.106,0.103,5.687,17.549,15.509,19.219,12.291,16.441,18.991,107.569,95.063,117.885,75.413,100.833,116.466,613.229,1.207,1.067,1.323,0.846,1.132,1.307,6.882
491,E00023424,61.762,58.603,41.984,42.892,35.549,70.105,0.51,0.484,0.347,0.354,0.294,0.579,0.051,0.056,0.04,0.039,0.033,0.055,2.568,19.86,18.847,13.512,13.785,11.449,22.547,74.731,70.909,50.8,51.899,43.014,84.826,376.178,0.617,0.586,0.42,0.429,0.355,0.701,3.107
492,E00175186,529.472,451.195,490.475,465.867,509.723,564.26,1.508,1.285,1.397,1.327,1.452,1.607,0.15,0.148,0.161,0.145,0.164,0.153,8.576,17.584,14.984,16.29,15.473,16.931,18.738,640.652,545.938,593.466,563.691,616.756,682.745,3643.248,1.825,1.555,1.69,1.606,1.757,1.945,10.378
493,E00023629,79.57,70.93,84.167,87.646,90.236,99.159,0.729,0.65,0.771,0.803,0.827,0.909,0.072,0.075,0.089,0.088,0.093,0.087,4.689,15.547,13.862,16.443,17.125,17.637,19.386,96.278,85.824,101.841,106.05,109.184,119.981,619.158,0.882,0.787,0.933,0.972,1.001,1.1,5.675
494,E00175187,401.34,340.172,352.101,342.039,353.817,404.303,2.43,2.06,2.132,2.071,2.142,2.448,0.242,0.237,0.246,0.227,0.242,0.233,13.283,18.294,15.509,16.051,15.591,16.126,18.43,485.614,411.602,426.036,413.861,428.112,489.2,2654.426,2.941,2.492,2.58,2.506,2.592,2.962,16.073
495,E00023946,540.868,429.733,508.737,401.419,456.052,479.454,1.124,0.893,1.057,0.834,0.947,0.996,0.112,0.103,0.122,0.091,0.107,0.095,5.851,19.21,15.262,18.065,14.254,16.185,17.023,654.441,519.969,615.563,485.71,551.815,580.131,3407.629,1.36,1.08,1.279,1.009,1.146,1.205,7.079
496,E00023978,23.777,29.392,17.158,17.499,17.613,21.353,0.361,0.446,0.26,0.265,0.267,0.324,0.036,0.051,0.03,0.029,0.03,0.031,1.923,18.773,23.193,13.521,13.781,13.885,16.849,28.77,35.564,20.761,21.173,21.311,25.837,153.416,0.436,0.54,0.315,0.321,0.323,0.392,2.328
497,E00023526,379.549,277.798,296.277,317.164,314.702,366.315,3.018,2.209,2.356,2.522,2.503,2.913,0.3,0.254,0.272,0.276,0.283,0.278,15.521,19.445,14.232,15.179,16.249,16.127,18.768,459.248,336.131,358.49,383.763,380.784,443.235,2361.65,3.652,2.673,2.851,3.052,3.028,3.525,18.78
498,E00023832,349.204,293.833,246.659,313.669,254.108,408.237,3.15,2.65,2.225,2.829,2.292,3.682,0.313,0.305,0.256,0.31,0.259,0.351,16.828,18.719,15.748,13.222,16.811,13.62,21.88,422.531,355.533,298.453,379.534,307.466,493.96,2257.477,3.811,3.207,2.692,3.424,2.773,4.456,20.363
499,E00023898,57.435,40.962,42.906,43.635,35.495,65.151,0.29,0.207,0.217,0.22,0.179,0.329,0.029,0.024,0.025,0.024,0.02,0.031,1.442,20.111,14.355,15.049,15.257,12.413,22.816,69.495,49.563,51.916,52.798,42.948,78.832,345.552,0.351,0.25,0.262,0.267,0.217,0.398,1.744
500,E00023819,640.125,517.975,359.413,330.602,366.236,791.916,3.294,2.666,1.85,1.701,1.885,4.076,0.327,0.306,0.213,0.186,0.213,0.389,15.472,21.29,17.231,11.957,10.994,12.183,26.344,774.54,626.741,434.883,400.023,443.139,958.205,3637.531,3.986,3.225,2.238,2.059,2.281,4.931,18.72
501,E00175238,102.459,100.947,86.663,106.375,83.679,132.627,1.112,1.096,0.941,1.155,0.908,1.44,0.111,0.126,0.108,0.126,0.103,0.137,6.652,16.717,16.476,14.146,17.363,13.65,21.648,123.974,122.144,104.861,128.712,101.25,160.476,741.417,1.346,1.326,1.138,1.397,1.099,1.742,8.049
502,E00175197,163.184,143.632,133.458,176.98,139.833,213.06,2.188,1.926,1.789,2.373,1.875,2.857,0.217,0.221,0.206,0.26,0.212,0.272,13.008,16.82,14.806,13.753,18.243,14.414,21.963,197.45,173.792,161.482,214.143,169.195,257.799,1173.861,2.648,2.33,2.165,2.871,2.269,3.457,15.74
503,E00024037,67.424,54.358,59.634,58.645,55.848,87.803,1.215,0.98,1.075,1.057,1.007,1.582,0.121,0.113,0.124,0.116,0.114,0.151,6.916,17.568,14.17,15.544,15.283,14.56,22.874,81.582,65.772,72.156,70.959,67.575,106.24,464.285,1.47,1.185,1.3,1.279,1.218,1.915,8.368
504,E00023445,53.451,60.668,33.285,35.898,32.753,68.09,0.26,0.295,0.162,0.175,0.159,0.331,0.026,0.034,0.019,0.019,0.018,0.032,1.382,18.813,21.346,11.722,12.663,11.505,23.951,64.675,73.407,40.274,43.436,39.631,82.388,343.811,0.314,0.357,0.196,0.211,0.193,0.401,1.672
505,E00024055,172.454,139.281,153.616,164.994,158.081,199.172,2.089,1.687,1.861,1.999,1.915,2.413,0.208,0.194,0.215,0.219,0.216,0.23,11.964,17.461,14.101,15.555,16.708,16.006,20.169,208.666,168.528,185.873,199.64,191.275,240.995,1194.976,2.528,2.042,2.252,2.419,2.317,2.92,14.477
506,E00023877,160.33,138.802,137.185,163.737,134.045,190.876,0.783,0.678,0.67,0.8,0.655,0.932,0.078,0.078,0.077,0.088,0.074,0.089,4.518,17.331,15.007,14.83,17.707,14.498,20.629,193.997,167.948,165.991,198.119,162.192,230.957,1119.204,0.948,0.82,0.811,0.968,0.792,1.128,5.466
507,E00023531,58.494,58.682,51.03,64.997,50.923,65.343,0.769,0.771,0.67,0.854,0.669,0.858,0.076,0.089,0.077,0.094,0.076,0.082,4.591,16.75,16.794,14.594,18.602,14.572,18.689,70.777,71.004,61.745,78.645,61.616,79.064,422.851,0.93,0.933,0.811,1.033,0.81,1.039,5.556
508,E00023630,178.414,161.136,168.908,153.92,180.433,199.925,1.825,1.649,1.728,1.575,1.846,2.045,0.181,0.19,0.199,0.172,0.209,0.195,10.668,17.107,15.457,16.198,14.764,17.304,19.169,215.878,194.972,204.376,186.241,218.321,241.906,1261.692,2.209,1.995,2.091,1.905,2.234,2.475,12.908
509,E00023635,122.11,124.895,125.724,121.065,124.213,140.401,1.166,1.192,1.2,1.156,1.186,1.34,0.116,0.137,0.138,0.127,0.134,0.128,7.24,16.105,16.464,16.575,15.967,16.381,18.508,147.751,151.121,152.124,146.487,150.296,169.883,917.66,1.41,1.443,1.452,1.398,1.435,1.622,8.76
510,E00175185,63.657,62.182,62.956,60.695,64.804,75.715,0.595,0.581,0.589,0.567,0.606,0.708,0.059,0.067,0.068,0.062,0.069,0.067,3.646,16.319,15.935,16.155,15.551,16.621,19.419,77.024,75.239,76.176,73.44,78.412,91.614,471.904,0.72,0.703,0.712,0.687,0.733,0.856,4.411
511,E00023757,166.85,138.407,142.825,183.843,130.558,202.724,1.941,1.61,1.661,2.139,1.519,2.358,0.193,0.185,0.191,0.234,0.172,0.225,11.228,17.287,14.339,14.793,19.051,13.529,21.001,201.886,167.47,172.816,222.447,157.973,245.293,1167.884,2.348,1.948,2.01,2.588,1.838,2.853,13.585
512,E00023648,318.15,244.109,260.667,253.87,263.923,298.084,2.409,1.848,1.974,1.922,1.998,2.257,0.239,0.212,0.228,0.21,0.226,0.215,12.408,19.415,14.894,15.909,15.49,16.103,18.19,384.956,295.368,315.403,307.178,319.342,360.676,1982.923,2.915,2.236,2.388,2.326,2.418,2.731,15.014
513,E00023463,85.804,84.542,82.298,95.217,81.136,103.38,0.92,0.906,0.882,1.021,0.87,1.108,0.091,0.104,0.102,0.112,0.098,0.106,5.707,16.121,15.875,15.455,17.89,15.244,19.415,103.821,102.294,99.579,115.211,98.173,125.088,644.167,1.113,1.097,1.068,1.235,1.052,1.341,6.906
514,E00175233,100.279,109.793,86.975,109.299,80.936,128.182,0.803,0.879,0.696,0.875,0.648,1.026,0.08,0.101,0.08,0.096,0.073,0.098,4.927,16.298,17.84,14.126,17.759,13.152,20.824,121.336,132.848,105.238,132.25,97.931,155.098,744.701,0.972,1.064,0.843,1.059,0.784,1.242,5.963
515,E00023446,49.242,52.207,35.821,51.719,40.907,66.25,0.486,0.515,0.354,0.51,0.404,0.654,0.048,0.059,0.041,0.056,0.046,0.062,2.923,16.627,17.619,12.111,17.448,13.821,22.374,59.582,63.17,43.343,62.579,49.497,80.161,358.332,0.588,0.623,0.428,0.618,0.489,0.791,3.537
516,E00024025,127.154,102.519,112.695,111.882,114.801,142.682,1.071,0.863,0.949,0.942,0.967,1.202,0.106,0.099,0.109,0.103,0.109,0.115,5.994,17.868,14.398,15.832,15.716,16.133,20.053,153.854,124.046,136.359,135.375,138.907,172.643,861.185,1.296,1.045,1.148,1.14,1.17,1.454,7.253
517,E00023651,239.244,200.309,224.458,221.747,224.607,228.218,1.834,1.536,1.721,1.7,1.722,1.75,0.182,0.177,0.198,0.186,0.195,0.167,10.263,17.87,14.966,16.769,16.564,16.779,17.052,289.481,242.37,271.59,268.31,271.771,276.14,1619.662,2.22,1.858,2.082,2.057,2.084,2.117,12.418
518,E00023429,77.63,80.856,53.041,61.182,54.889,85.811,0.677,0.706,0.463,0.534,0.479,0.749,0.067,0.081,0.053,0.058,0.054,0.071,3.608,18.764,19.568,12.833,14.8,13.276,20.759,93.931,97.834,64.179,74.029,66.415,103.83,500.218,0.82,0.854,0.56,0.646,0.58,0.906,4.365
519,E00023862,45.257,51.747,35.342,45.225,32.469,60.259,0.387,0.442,0.302,0.386,0.277,0.515,0.038,0.051,0.035,0.042,0.031,0.049,2.309,16.761,19.142,13.079,16.717,11.997,22.304,54.76,62.613,42.763,54.721,39.287,72.912,327.057,0.468,0.535,0.365,0.467,0.336,0.623,2.793
520,E00175244,76.541,61.965,56.315,61.877,63.482,80.311,0.902,0.731,0.664,0.73,0.748,0.947,0.09,0.084,0.077,0.08,0.085,0.09,4.722,19.102,15.481,14.062,15.46,15.841,20.055,92.613,74.977,68.14,74.87,76.812,97.175,484.587,1.092,0.884,0.803,0.883,0.906,1.146,5.713
521,E00024107,127.983,140.622,107.057,110.207,104.118,139.669,0.71,0.78,0.593,0.611,0.577,0.774,0.071,0.09,0.068,0.067,0.065,0.074,4.045,17.553,19.283,14.66,15.105,14.265,19.135,154.857,170.15,129.537,133.349,125.981,168.997,882.871,0.858,0.943,0.718,0.739,0.698,0.937,4.894
522,E00023636,133.885,111.191,158.939,112.857,147.795,147.029,0.848,0.704,1.007,0.715,0.936,0.931,0.084,0.081,0.116,0.078,0.106,0.089,5.141,16.495,13.694,19.588,13.908,18.207,18.109,161.999,134.539,192.313,136.555,178.829,177.903,982.138,1.026,0.852,1.218,0.865,1.133,1.127,6.221
523,E00023846,286.24,226.03,220.53,223.891,223.342,280.46,2.905,2.294,2.239,2.273,2.267,2.847,0.289,0.264,0.258,0.249,0.256,0.271,14.825,19.595,15.474,15.103,15.332,15.292,19.204,346.345,273.492,266.837,270.904,270.24,339.352,1767.171,3.516,2.776,2.709,2.75,2.743,3.445,17.938
524,E00023637,94.374,78.747,111.004,69.74,108.612,95.654,0.529,0.442,0.622,0.391,0.609,0.536,0.053,0.051,0.072,0.043,0.069,0.051,3.129,16.906,14.126,19.879,12.496,19.463,17.13,114.191,95.282,134.313,84.384,131.419,115.74,675.329,0.64,0.534,0.753,0.473,0.737,0.649,3.786
525,E00175274,55.128,48.822,46.331,48.587,38.158,60.87,0.497,0.44,0.417,0.438,0.344,0.548,0.049,0.051,0.048,0.048,0.039,0.052,2.684,18.517,16.393,15.537,16.319,12.817,20.417,66.704,59.074,56.06,58.789,46.171,73.652,360.449,0.601,0.532,0.505,0.53,0.416,0.664,3.248
526,E00023431,97.738,111.077,73.876,76.453,66.186,107.059,0.422,0.48,0.319,0.33,0.286,0.462,0.042,0.055,0.037,0.036,0.032,0.044,2.299,18.356,20.879,13.876,14.354,12.44,20.096,118.261,134.401,89.389,92.507,80.084,129.54,644.181,0.511,0.58,0.386,0.4,0.346,0.559,2.782
527,E00023740,254.34,226.522,242.432,219.766,261.965,259.042,1.578,1.405,1.504,1.364,1.625,1.607,0.157,0.161,0.173,0.149,0.184,0.153,9.083,17.373,15.468,16.558,15.017,17.891,17.692,307.747,274.088,293.339,265.913,316.973,313.436,1771.496,1.909,1.701,1.82,1.65,1.967,1.945,10.991
528,E00023967,107.118,115.069,99.465,95.314,103.79,116.655,1.197,1.286,1.112,1.066,1.16,1.304,0.119,0.148,0.128,0.117,0.131,0.124,7.125,16.8,18.049,15.607,14.961,16.281,18.302,129.611,139.231,120.351,115.328,125.584,141.151,771.256,1.449,1.556,1.345,1.289,1.404,1.578,8.622
529,E00023554,70.647,89.205,56.931,61.423,50.008,83.346,0.7,0.884,0.564,0.608,0.495,0.826,0.07,0.102,0.065,0.067,0.056,0.079,4.077,17.169,21.683,13.834,14.913,12.141,20.26,85.482,107.936,68.886,74.321,60.509,100.847,497.98,0.847,1.069,0.682,0.736,0.599,0.999,4.933
530,E00023923,18.374,18.271,15.643,12.037,10.724,15.745,0.165,0.164,0.141,0.108,0.096,0.142,0.016,0.019,0.016,0.012,0.011,0.014,0.816,20.221,20.098,17.279,13.235,11.765,17.402,22.232,22.108,18.928,14.565,12.976,19.051,109.859,0.2,0.199,0.17,0.131,0.117,0.171,0.988
531,E00023837,470.997,362.846,253.015,271.136,306.63,565.473,4.379,3.374,2.352,2.521,2.851,5.258,0.435,0.388,0.271,0.276,0.322,0.501,20.735,21.119,16.272,11.343,12.158,13.75,25.358,569.898,439.037,306.144,328.07,371.017,684.212,2698.379,5.299,4.082,2.846,3.05,3.45,6.362,25.088
532,E00023804,108.391,104.686,86.139,110.74,84.022,139.981,1.021,0.986,0.812,1.043,0.792,1.319,0.101,0.113,0.094,0.114,0.09,0.126,5.973,17.094,16.508,13.595,17.462,13.26,22.083,131.151,126.668,104.227,133.993,101.665,169.375,767.079,1.236,1.194,0.982,1.263,0.958,1.596,7.228
533,E00023816,213.889,201.144,162.32,106.808,149.687,243.981,0.933,0.877,0.708,0.466,0.653,1.064,0.093,0.101,0.082,0.051,0.074,0.101,4.701,19.847,18.656,15.061,9.913,13.891,22.633,258.802,243.381,196.404,129.236,181.119,295.213,1304.154,1.129,1.061,0.856,0.564,0.79,1.287,5.687
534,E00023897,28.577,19.863,20.704,19.66,18.793,31.019,0.356,0.247,0.258,0.245,0.234,0.386,0.035,0.028,0.03,0.027,0.026,0.037,1.726,20.626,14.311,14.948,14.195,13.557,22.364,34.578,24.034,25.051,23.788,22.739,37.532,167.723,0.43,0.299,0.312,0.296,0.283,0.467,2.088
535,E00023958,186.297,178.03,151.771,136.905,164.052,130.573,2.513,2.402,2.047,1.847,2.213,1.761,0.25,0.276,0.236,0.202,0.25,0.168,12.783,19.659,18.791,16.013,14.449,17.312,13.776,225.416,215.413,183.64,165.653,198.5,157.991,1146.613,3.041,2.906,2.477,2.235,2.678,2.131,15.467
536,E00023750,44.628,40.499,53.147,49.711,56.043,47.27,0.489,0.443,0.582,0.544,0.614,0.518,0.049,0.051,0.067,0.06,0.069,0.049,3.19,15.329,13.887,18.245,17.053,19.248,16.238,53.999,49.003,64.307,60.149,67.811,57.196,352.466,0.591,0.537,0.704,0.659,0.743,0.626,3.859
537,E00023813,320.225,276.571,265.306,258.803,267.292,316.383,2.145,1.853,1.777,1.734,1.791,2.12,0.213,0.213,0.205,0.19,0.202,0.202,11.42,18.783,16.226,15.56,15.184,15.683,18.564,387.467,334.646,321.016,313.147,323.419,382.818,2062.512,2.596,2.242,2.151,2.098,2.167,2.565,13.817
538,E00023823,252.813,234.917,220.011,253.693,227.333,249.151,2.387,2.218,2.077,2.395,2.147,2.353,0.237,0.255,0.239,0.262,0.243,0.224,13.577,17.581,16.336,15.298,17.64,15.814,17.331,305.899,284.245,266.209,306.964,275.069,301.468,1739.856,2.888,2.684,2.514,2.898,2.597,2.847,16.428
539,E00023892,193.269,166.156,171.295,196.322,199.302,216.352,1.895,1.629,1.679,1.925,1.954,2.121,0.188,0.187,0.194,0.211,0.221,0.202,11.203,16.915,14.541,14.987,17.183,17.442,18.932,233.852,201.046,207.264,237.546,241.152,261.782,1382.642,2.292,1.971,2.032,2.329,2.364,2.566,13.554
540,E00023938,750.331,525.171,703.353,452.228,640.79,555.545,1.414,0.99,1.325,0.852,1.208,1.047,0.141,0.114,0.153,0.093,0.137,0.1,6.836,20.685,14.482,19.383,12.463,17.671,15.316,907.887,635.448,851.045,547.188,775.345,672.2,4389.113,1.711,1.197,1.604,1.031,1.461,1.267,8.271
541,E00023439,84.314,75.616,77.238,78.238,82.574,104.508,0.591,0.53,0.541,0.548,0.579,0.732,0.059,0.061,0.062,0.06,0.065,0.07,3.521,16.785,15.053,15.365,15.564,16.444,20.79,102.018,91.494,93.457,94.667,99.913,126.453,608.002,0.715,0.641,0.655,0.663,0.7,0.886,4.261
542,E00175256,41.811,40.849,34.009,31.923,38.276,51.807,0.77,0.752,0.626,0.588,0.704,0.953,0.077,0.086,0.072,0.064,0.08,0.091,4.393,17.528,17.118,14.25,13.385,16.025,21.694,50.591,49.427,41.15,38.626,46.313,62.686,288.793,0.931,0.91,0.757,0.711,0.852,1.154,5.315
543,E00023435,102.926,115.891,103.117,83.594,95.297,113.594,0.405,0.456,0.405,0.329,0.375,0.447,0.04,0.052,0.047,0.036,0.042,0.043,2.417,16.756,18.866,16.756,13.612,15.515,18.494,124.539,140.226,124.77,101.147,115.308,137.447,743.436,0.49,0.551,0.49,0.398,0.453,0.54,2.922
544,E00023661,284.22,238.873,215.523,214.383,224.154,268.789,1.77,1.487,1.342,1.335,1.396,1.673,0.176,0.171,0.155,0.146,0.158,0.16,9.003,19.66,16.517,14.906,14.828,15.506,18.583,343.901,289.032,260.779,259.4,271.222,325.23,1749.565,2.141,1.8,1.624,1.615,1.689,2.025,10.893
545,E00023960,464.814,403.449,516.337,509.906,679.899,388.453,4.06,3.524,4.51,4.454,5.938,3.393,0.404,0.405,0.52,0.488,0.671,0.323,25.879,15.688,13.617,17.427,17.211,22.945,13.111,562.417,488.166,624.759,616.977,822.666,470.021,3585.007,4.912,4.264,5.457,5.389,7.185,4.105,31.312
546,E00023876,39.262,39.441,34.277,41.903,31.441,55.752,0.268,0.269,0.234,0.286,0.214,0.38,0.027,0.031,0.027,0.031,0.024,0.036,1.651,16.233,16.293,14.173,17.323,12.962,23.016,47.506,47.723,41.475,50.702,38.043,67.459,292.908,0.324,0.326,0.283,0.346,0.259,0.46,1.998
547,E00023633,146.34,132.814,182.24,138.017,189.967,151.125,1.082,0.982,1.347,1.02,1.404,1.117,0.108,0.113,0.155,0.112,0.159,0.106,6.952,15.564,14.125,19.376,14.672,20.196,16.067,177.069,160.703,220.507,166.998,229.857,182.859,1137.992,1.309,1.188,1.63,1.234,1.699,1.352,8.411
548,E00023640,72.9,57.001,77.913,58.29,81.12,87.424,0.457,0.357,0.488,0.365,0.508,0.548,0.045,0.041,0.056,0.04,0.057,0.052,2.723,16.783,13.111,17.921,13.404,18.656,20.125,88.208,68.97,94.273,70.53,98.154,105.782,525.917,0.553,0.432,0.591,0.442,0.615,0.663,3.295
549,E00023729,64.527,71.878,81.084,53.315,80.393,58.286,0.658,0.733,0.827,0.544,0.82,0.594,0.065,0.084,0.095,0.06,0.093,0.057,4.176,15.757,17.553,19.804,13.027,19.636,14.224,78.077,86.971,98.11,64.51,97.274,70.525,495.467,0.796,0.887,1.001,0.658,0.992,0.719,5.053
550,E00023775,69.774,52.924,47.768,60.459,47.456,82.307,0.874,0.663,0.598,0.757,0.594,1.031,0.087,0.076,0.069,0.083,0.067,0.098,4.517,19.349,14.678,13.239,16.759,13.15,22.825,84.425,64.037,57.798,73.154,57.421,99.59,436.426,1.058,0.802,0.724,0.916,0.719,1.247,5.467
551,E00024034,117.536,115.227,90.295,90.165,85.603,122.281,1.205,1.181,0.926,0.924,0.878,1.254,0.12,0.136,0.107,0.101,0.099,0.12,6.368,18.923,18.546,14.541,14.51,13.788,19.692,142.217,139.423,109.255,109.098,103.578,147.958,751.529,1.458,1.429,1.12,1.118,1.062,1.517,7.704
552,E00175221,31.548,26.077,30.121,24.133,23.304,33.785,0.376,0.31,0.359,0.287,0.277,0.402,0.037,0.036,0.041,0.031,0.031,0.038,2.011,18.697,15.415,17.852,14.272,13.774,19.99,38.173,31.553,36.446,29.201,28.197,40.879,204.448,0.454,0.376,0.434,0.348,0.336,0.487,2.434
553,E00023888,83.455,85.203,70.045,97.367,66.889,113.792,0.698,0.713,0.586,0.815,0.56,0.952,0.069,0.082,0.068,0.089,0.063,0.091,4.324,16.142,16.489,13.552,18.848,12.951,22.017,100.979,103.094,84.753,117.812,80.935,137.686,625.26,0.845,0.863,0.709,0.986,0.677,1.152,5.233
554,E00175266,99.761,99.522,96.96,137.534,85.023,133.55,0.829,0.827,0.806,1.143,0.706,1.11,0.082,0.095,0.093,0.125,0.08,0.106,5.421,15.292,15.255,14.868,21.085,13.023,20.476,120.709,120.42,117.32,166.414,102.876,161.593,789.332,1.003,1.001,0.975,1.383,0.855,1.343,6.558
555,E00023715,101.263,91.408,86.414,111.393,85.888,130.089,1.048,0.946,0.894,1.153,0.889,1.346,0.104,0.109,0.103,0.126,0.1,0.128,6.276,16.699,15.073,14.245,18.372,14.165,21.447,122.526,110.602,104.559,134.784,103.923,157.405,733.8,1.268,1.144,1.082,1.395,1.075,1.629,7.593
556,E00023809,38.731,33.978,31.834,33.887,34.112,48.465,0.273,0.24,0.225,0.239,0.241,0.342,0.027,0.028,0.026,0.026,0.027,0.033,1.56,17.5,15.385,14.423,15.321,15.449,21.923,46.864,41.113,38.519,41.003,41.275,58.642,267.415,0.331,0.29,0.272,0.289,0.291,0.414,1.887
557,E00175252,85.718,73.931,67.041,71.276,67.862,87.406,1.084,0.935,0.848,0.902,0.858,1.106,0.108,0.107,0.098,0.099,0.097,0.105,5.733,18.908,16.309,14.792,15.733,14.966,19.292,103.717,89.455,81.118,86.243,82.112,105.76,548.405,1.312,1.132,1.026,1.091,1.039,1.338,6.937
