,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
719,E00023610,20.493,15.952,14.593,16.282,14.011,18.669,20.493,15.952,14.593,16.282,14.011,18.669
720,E00023691,19.096,16.786,15.631,13.162,15.631,19.693,19.096,16.786,15.631,13.162,15.631,19.693
721,E00024045,16.441,19.1,14.321,15.87,14.402,19.866,16.441,19.1,14.321,15.87,14.402,19.866
722,E00023834,18.678,13.719,15.124,19.681,15.164,17.634,18.678,13.719,15.124,19.681,15.164,17.634
723,E00023612,18.611,14.868,14.912,15.8,16.354,19.455,18.611,14.868,14.912,15.8,16.354,19.455
724,E00023817,20.116,17.454,13.044,11.38,13.47,24.535,20.116,17.454,13.044,11.38,13.47,24.535
725,E00023896,22.186,14.598,14.341,16.913,11.897,20.064,22.186,14.598,14.341,16.913,11.897,20.064
726,E00023434,16.33,15.529,17.011,15.067,16.452,19.611,16.33,15.529,17.011,15.067,16.452,19.611
727,E00175201,18.937,14.165,14.743,17.715,14.116,20.324,18.937,14.165,14.743,17.715,14.116,20.324
728,E00023944,23.628,17.532,14.026,13.931,14.012,16.871,23.628,17.532,14.026,13.931,14.012,16.871
729,E00024064,16.263,14.11,16.465,17.02,17.928,18.214,16.263,14.11,16.465,17.02,17.928,18.214
730,E00175278,18.547,14.967,18.908,12.571,16.589,18.418,18.547,14.967,18.908,12.571,16.589,18.418
731,E00023601,17.532,15.011,14.488,16.661,15.743,20.565,17.532,15.011,14.488,16.661,15.743,20.565
732,E00023680,18.587,13.204,17.746,11.354,15.181,23.928,18.587,13.204,17.746,11.354,15.181,23.928
733,E00023937,20.69,12.674,17.118,16.924,17.752,14.841,20.69,12.674,17.118,16.924,17.752,14.841
734,E00023478,15.557,14.446,15.246,19.79,16.356,18.606,15.557,14.446,15.246,19.79,16.356,18.606
735,E00175267,15.03,13.972,15.346,21.308,13.821,20.525,15.03,13.972,15.346,21.308,13.821,20.525
736,E00023793,18.37,18.765,14.37,14.37,14.617,19.506,18.37,18.765,14.37,14.37,14.617,19.506
737,E00023712,18.657,14.684,18.679,13.613,15.956,18.411,18.657,14.684,18.679,13.613,15.956,18.411
738,E00023976,17.966,18.797,15.354,15.908,15.196,16.779,17.966,18.797,15.354,15.908,15.196,16.779
739,E00023646,17.272,15.665,15.913,15.899,15.955,19.296,17.272,15.665,15.913,15.899,15.955,19.296
740,E00023621,16.865,14.96,17.044,16.734,16.651,17.747,16.865,14.96,17.044,16.734,16.651,17.747
741,E00024079,15.914,23.211,14.906,15.288,15.08,15.601,15.914,23.211,14.906,15.288,15.08,15.601
742,E00023652,17.725,14.399,15.808,17.073,16.526,18.469,17.725,14.399,15.808,17.073,16.526,18.469
743,E00023559,15.481,14.653,16.198,17.044,16.896,19.728,15.481,14.653,16.198,17.044,16.896,19.728
744,E00024070,18.581,17.011,17.941,12.3,15.441,18.726,18.581,17.011,17.941,12.3,15.441,18.726
745,E00023746,18.255,14.189,16.419,15.02,15.435,20.682,18.255,14.189,16.419,15.02,15.435,20.682
746,E00023532,16.715,15.282,17.101,16.409,17.327,17.166,16.715,15.282,17.101,16.409,17.327,17.166
747,E00023927,18.599,17.528,14.522,14.992,14.785,19.575,18.599,17.528,14.522,14.992,14.785,19.575
748,E00023747,18.391,14.281,16.442,14.848,16.478,19.561,18.391,14.281,16.442,14.848,16.478,19.561
749,E00023716,16.217,17.259,18.488,13.492,17.526,17.018,16.217,17.259,18.488,13.492,17.526,17.018
750,E00023797,19.987,15.834,14.471,12.654,13.692,23.361,19.987,15.834,14.471,12.654,13.692,23.361
751,E00175262,16.767,26.597,13.217,13.108,13.49,16.821,16.767,26.597,13.217,13.108,13.49,16.821
752,E00023548,17.55,20.475,14.79,14.241,13.016,19.927,17.55,20.475,14.79,14.241,13.016,19.927
753,E00024007,19.767,14.883,14.979,16.916,14.893,18.563,19.767,14.883,14.979,16.916,14.893,18.563
754,E00024086,15.255,17.973,15.304,19.246,14.887,17.336,15.255,17.973,15.304,19.246,14.887,17.336
755,E00023549,18.188,30.111,10.845,11.586,10.205,19.064,18.188,30.111,10.845,11.586,10.205,19.064
756,E00023829,19.392,16.094,12.892,15.369,13.076,23.177,19.392,16.094,12.892,15.369,13.076,23.177
757,E00024124,21.371,17.249,12.576,12.962,12.955,22.886,21.371,17.249,12.576,12.962,12.955,22.886
758,E00175245,17.594,17.017,16.646,12.855,18.006,17.882,17.594,17.017,16.646,12.855,18.006,17.882
759,E00023631,17.279,14.44,19.065,13.528,18.975,16.714,17.279,14.44,19.065,13.528,18.975,16.714
760,E00023440,16.688,14.921,14.843,18.04,15.025,20.483,16.688,14.921,14.843,18.04,15.025,20.483
761,E00175190,18.969,13.526,15.543,21.716,15.144,15.102,18.969,13.526,15.543,21.716,15.144,15.102
762,E00023909,18.654,14.624,16.037,14.458,15.413,20.814,18.654,14.624,16.037,14.458,15.413,20.814
763,E00023988,15.924,13.935,16.461,17.071,17.898,18.711,15.924,13.935,16.461,17.071,17.898,18.711
764,E00024044,17.71,14.193,15.873,16.131,14.323,21.771,17.71,14.193,15.873,16.131,14.323,21.771
765,E00175269,14.453,14.559,14.923,22.261,13.69,20.113,14.453,14.559,14.923,22.261,13.69,20.113
766,E00023982,14.668,16.007,24.407,11.686,20.876,12.355,14.668,16.007,24.407,11.686,20.876,12.355
767,E00023444,20.961,19.177,13.139,12.727,11.252,22.744,20.961,19.177,13.139,12.727,11.252,22.744
768,E00024127,17.974,17.314,15.109,16.684,16.354,16.564,17.974,17.314,15.109,16.684,16.354,16.564
769,E00023547,17.497,21.121,14.949,14.836,13.279,18.318,17.497,21.121,14.949,14.836,13.279,18.318
770,E00023462,16.95,15.985,15.07,16.95,15.705,19.339,16.95,15.985,15.07,16.95,15.705,19.339
771,E00023752,16.968,19.495,15.102,13.508,16.095,18.833,16.968,19.495,15.102,13.508,16.095,18.833
772,E00023871,15.373,17.23,14.368,17.23,13.942,21.857,15.373,17.23,14.368,17.23,13.942,21.857
773,E00023841,20.059,15.817,12.641,14.776,14.556,22.151,20.059,15.817,12.641,14.776,14.556,22.151
774,E00175279,18.522,15.208,14.84,17.559,14.217,19.654,18.522,15.208,14.84,17.559,14.217,19.654
775,E00023792,19.781,16.709,14.113,14.186,15.174,20.037,19.781,16.709,14.113,14.186,15.174,20.037
776,E00023713,17.002,16.847,17.6,13.814,17.025,17.711,17.002,16.847,17.6,13.814,17.025,17.711
777,E00023963,17.154,16.683,16.429,14.643,16.755,18.337,17.154,16.683,16.429,14.643,16.755,18.337
778,E00175242,20.351,18.285,12.19,12.862,10.925,25.387,20.351,18.285,12.19,12.862,10.925,25.387
779,E00175273,14.602,14.74,15.335,21.584,13.706,20.033,14.602,14.74,15.335,21.584,13.706,20.033
780,E00175180,17.954,14.518,16.005,16.71,16.475,18.338,17.954,14.518,16.005,16.71,16.475,18.338
781,E00023525,18.884,15.192,14.864,16.107,14.996,19.957,18.884,15.192,14.864,16.107,14.996,19.957
