,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
225,E00024068,17.633,15.061,20.182,11.436,17.049,18.639,17.633,15.061,20.182,11.436,17.049,18.639
226,E00023838,18.342,13.877,14.941,18.941,16.51,17.389,18.342,13.877,14.941,18.941,16.51,17.389
227,E00023882,19.489,14.406,14.857,12.932,17.534,20.782,19.489,14.406,14.857,12.932,17.534,20.782
228,E00023803,18.834,16.225,13.331,14.757,13.738,23.115,18.834,16.225,13.331,14.757,13.738,23.115
229,E00023764,17.014,15.147,15.285,17.662,15.01,19.882,17.014,15.147,15.285,17.662,15.01,19.882
230,E00175259,18.438,15.487,14.886,15.513,16.062,19.613,18.438,15.487,14.886,15.513,16.062,19.613
231,E00023769,17.852,13.486,15.211,16.092,17.077,20.282,17.852,13.486,15.211,16.092,17.077,20.282
232,E00175237,18.398,16.796,14.163,17.018,13.783,19.841,18.398,16.796,14.163,17.018,13.783,19.841
233,E00023930,22.818,15.45,15.633,14.48,16.302,15.317,22.818,15.45,15.633,14.48,16.302,15.317
234,E00023931,17.565,14.06,17.496,17.339,18.728,14.813,17.565,14.06,17.496,17.339,18.728,14.813
235,E00023576,16.621,13.733,15.894,18.428,14.381,20.943,16.621,13.733,15.894,18.428,14.381,20.943
236,E00023827,20.413,16.6,11.841,12.934,12.174,26.039,20.413,16.6,11.841,12.934,12.174,26.039
237,E00175188,16.358,15.953,15.57,16.89,15.527,19.702,16.358,15.953,15.57,16.89,15.527,19.702
238,E00023874,15.908,14.112,11.867,20.654,10.84,26.62,15.908,14.112,11.867,20.654,10.84,26.62
239,E00023506,19.414,15.995,15.461,14.639,16.791,17.7,19.414,15.995,15.461,14.639,16.791,17.7
240,E00023839,18.421,13.969,15.079,20.677,15.009,16.844,18.421,13.969,15.079,20.677,15.009,16.844
241,E00024118,20.589,13.084,16.231,15.545,16.431,18.119,20.589,13.084,16.231,15.545,16.431,18.119
242,E00023639,15.431,14.652,16.522,19.155,17.717,16.522,15.431,14.652,16.522,19.155,17.717,16.522
243,E00023655,19.713,14.914,17.125,14.576,15.333,18.339,19.713,14.914,17.125,14.576,15.333,18.339
244,E00023448,18.643,22.741,12.428,11.855,13.839,20.494,18.643,22.741,12.428,11.855,13.839,20.494
245,E00023995,17.153,16.299,16.014,14.774,16.655,19.105,17.153,16.299,16.014,14.774,16.655,19.105
246,E00023914,19.662,14.447,15.23,15.524,14.275,20.862,19.662,14.447,15.23,15.524,14.275,20.862
247,E00023551,16.813,21.43,14.329,15.508,13.024,18.896,16.813,21.43,14.329,15.508,13.024,18.896
248,E00023945,17.845,15.389,20.886,13.131,17.978,14.772,17.845,15.389,20.886,13.131,17.978,14.772
249,E00023545,17.905,18.538,15.421,14.108,13.007,21.022,17.905,18.538,15.421,14.108,13.007,21.022
250,E00023821,19.933,16.383,13.184,13.505,13.482,23.513,19.933,16.383,13.184,13.505,13.482,23.513
251,E00023863,17.688,16.955,15.371,15.459,14.11,20.417,17.688,16.955,15.371,15.459,14.11,20.417
252,E00023956,18.593,16.702,16.539,15.749,17.072,15.345,18.593,16.702,16.539,15.749,17.072,15.345
253,E00024072,17.393,14.487,15.544,16.469,14.487,21.62,17.393,14.487,15.544,16.469,14.487,21.62
254,E00023969,16.839,18.662,15.892,14.667,16.081,17.86,16.839,18.662,15.892,14.667,16.081,17.86
255,E00023476,16.259,14.73,15.82,16.245,16.655,20.291,16.259,14.73,15.82,16.245,16.655,20.291
256,E00023663,16.827,14.044,14.49,19.914,14.454,20.271,16.827,14.044,14.49,19.914,14.454,20.271
257,E00023572,16.619,14.061,15.251,19.43,14.135,20.503,16.619,14.061,15.251,19.43,14.135,20.503
258,E00024129,19.879,15.471,14.035,18.027,13.649,18.938,19.879,15.471,14.035,18.027,13.649,18.938
259,E00023479,15.827,15.656,16.312,16.155,17.1,18.95,15.827,15.656,16.312,16.155,17.1,18.95
260,E00023815,19.561,15.882,14.996,14.933,16.364,18.264,19.561,15.882,14.996,14.933,16.364,18.264
261,E00023611,15.577,13.475,15.331,16.755,17.619,21.243,15.577,13.475,15.331,16.755,17.619,21.243
262,E00023690,18.282,14.899,17.522,14.709,14.785,19.802,18.282,14.899,17.522,14.709,14.785,19.802
263,E00023894,16.386,16.961,15.217,18.806,13.536,19.094,16.386,16.961,15.217,18.806,13.536,19.094
264,E00023921,17.85,15.582,18.09,15.175,16.355,16.949,17.85,15.582,18.09,15.175,16.355,16.949
265,E00024090,16.78,27.138,13.208,11.722,13.368,17.784,16.78,27.138,13.208,11.722,13.368,17.784
266,E00024093,17.562,17.094,14.865,14.731,14.91,20.838,17.562,17.094,14.865,14.731,14.91,20.838
267,E00023493,20.97,13.347,15.966,14.51,14.9,20.308,20.97,13.347,15.966,14.51,14.9,20.308
268,E00024001,18.646,15.011,15.824,13.747,16.411,20.361,18.646,15.011,15.824,13.747,16.411,20.361
269,E00023990,15.735,14.444,16.928,16.193,18.088,18.611,15.735,14.444,16.928,16.193,18.088,18.611
270,E00175251,17.237,17.09,16.943,14.214,17.069,17.447,17.237,17.09,16.943,14.214,17.069,17.447
271,E00023971,18.365,16.263,16.398,14.094,15.977,18.903,18.365,16.263,16.398,14.094,15.977,18.903
272,E00175229,18.546,16.028,15.23,14.007,15.656,20.532,18.546,16.028,15.23,14.007,15.656,20.532
273,E00023911,19.412,14.639,13.563,15.752,15.501,21.134,19.412,14.639,13.563,15.752,15.501,21.134
274,E00023737,17.088,14.397,16.067,15.066,19.858,17.525,17.088,14.397,16.067,15.066,19.858,17.525
275,E00175276,18.561,16.201,14.628,16.201,14.707,19.701,18.561,16.201,14.628,16.201,14.707,19.701
276,E00023644,18.55,14.013,16.622,16.022,16.203,18.591,18.55,14.013,16.622,16.022,16.203,18.591
277,E00023866,17.864,15.079,15.372,17.167,15.024,19.494,17.864,15.079,15.372,17.167,15.024,19.494
278,E00023981,16.851,15.215,20.301,12.649,18.664,16.32,16.851,15.215,20.301,12.649,18.664,16.32
279,E00175218,20.208,13.845,15.593,16.822,14.996,18.537,20.208,13.845,15.593,16.822,14.996,18.537
280,E00175260,17.317,21.841,12.22,15.497,11.44,21.685,17.317,21.841,12.22,15.497,11.44,21.685
281,E00023917,18.971,17.942,17.695,12.634,14.815,17.942,18.971,17.942,17.695,12.634,14.815,17.942
282,E00023523,18.986,15.679,15.61,16.032,15.102,18.59,18.986,15.679,15.61,16.032,15.102,18.59
283,E00175253,18.676,16.173,14.859,14.096,15.889,20.309,18.676,16.173,14.859,14.096,15.889,20.309
284,E00023766,17.582,19.78,15.385,11.575,19.78,15.897,17.582,19.78,15.385,11.575,19.78,15.897
285,E00023675,18.501,21.285,17.483,10.736,16.6,15.395,18.501,21.285,17.483,10.736,16.6,15.395
286,E00024019,20.275,16.975,13.923,11.883,14.801,22.144,20.275,16.975,13.923,11.883,14.801,22.144
287,E00175183,18.051,15.744,15.283,16.217,14.632,20.073,18.051,15.744,15.283,16.217,14.632,20.073
288,E00023550,18.407,26.573,15.529,11.513,12.115,15.863,18.407,26.573,15.529,11.513,12.115,15.863
289,E00023679,18.311,24.975,16.556,10.809,17.523,11.826,18.311,24.975,16.556,10.809,17.523,11.826
290,E00023790,18.778,19.414,14.195,13.495,14.768,19.351,18.778,19.414,14.195,13.495,14.768,19.351
291,E00023711,16.45,15.258,15.295,17.119,16.134,19.745,16.45,15.258,15.295,17.119,16.134,19.745
292,E00023574,15.458,14.279,15.326,20.519,13.809,20.61,15.458,14.279,15.326,20.519,13.809,20.61
293,E00023552,18.147,18.236,14.405,14.434,13.395,21.384,18.147,18.236,14.405,14.434,13.395,21.384
294,E00024122,18.571,19.05,14.342,15.657,15.184,17.196,18.571,19.05,14.342,15.657,15.184,17.196
295,E00023562,13.591,14.006,15.325,20.927,16.053,20.098,13.591,14.006,15.325,20.927,16.053,20.098
296,E00023771,14.934,13.773,17.045,17.836,20.106,16.306,14.934,13.773,17.045,17.836,20.106,16.306
297,E00023724,16.548,14.87,15.996,16.376,17.019,19.191,16.548,14.87,15.996,16.376,17.019,19.191
298,E00023941,20.642,14.995,15.907,15.6,15.679,17.178,20.642,14.995,15.907,15.6,15.679,17.178
299,E00023482,15.977,15.685,15.88,16.086,16.746,19.625,15.977,15.685,15.88,16.086,16.746,19.625
300,E00023428,22.348,16.378,12.875,13.409,10.54,24.45,22.348,16.378,12.875,13.409,10.54,24.45
301,E00023758,18.348,14.949,18.567,13.889,17.763,16.484,18.348,14.949,18.567,13.889,17.763,16.484
302,E00024078,17.574,20.607,16.203,13.544,14.873,17.2,17.574,20.607,16.203,13.544,14.873,17.2
303,E00023782,17.352,16.225,14.085,13.859,14.592,23.887,17.352,16.225,14.085,13.859,14.592,23.887
304,E00023959,15.465,13.676,17.394,18.457,21.928,13.08,15.465,13.676,17.394,18.457,21.928,13.08
305,E00023703,16.737,13.634,16.558,15.982,20.195,16.894,16.737,13.634,16.558,15.982,20.195,16.894
306,E00023773,18.249,13.089,14.864,18.012,15.527,20.26,18.249,13.089,14.864,18.012,15.527,20.26
307,E00175271,14.741,16.74,14.329,21.151,13.414,19.625,14.741,16.74,14.329,21.151,13.414,19.625
308,E00175200,18.847,15.299,14.361,17.325,14.132,20.037,18.847,15.299,14.361,17.325,14.132,20.037
309,E00175239,18.753,14.421,15.535,15.354,16.344,19.594,18.753,14.421,15.535,15.354,16.344,19.594
310,E00023698,17.478,13.931,15.993,15.381,19.897,17.32,17.478,13.931,15.993,15.381,19.897,17.32
311,E00175226,21.752,15.408,20.638,11.329,15.238,15.634,21.752,15.408,20.638,11.329,15.238,15.634
312,E00023942,19.266,14.726,16.749,16.305,16.117,16.838,19.266,14.726,16.749,16.305,16.117,16.838
313,E00023949,19.428,16.452,14.949,14.949,15.315,18.908,19.428,16.452,14.949,14.949,15.315,18.908
314,E00023977,14.292,14.848,23.492,11.81,21.652,13.907,14.292,14.848,23.492,11.81,21.652,13.907
315,E00023725,15.978,15.859,17.794,15.04,17.403,17.925,15.978,15.859,17.794,15.04,17.403,17.925
316,E00023739,17.284,18.94,16.767,12.42,15.897,18.692,17.284,18.94,16.767,12.42,15.897,18.692
317,E00023918,18.828,13.563,15.222,15.898,14.935,21.553,18.828,13.563,15.222,15.898,14.935,21.553
318,E00023451,16.103,21.176,15.065,15.45,17.102,15.104,16.103,21.176,15.065,15.45,17.102,15.104
319,E00023556,18.109,28.582,14.327,10.255,10.909,17.818,18.109,28.582,14.327,10.255,10.909,17.818
320,E00023999,16.664,17.768,16.697,14.372,16.915,17.584,16.664,17.768,16.697,14.372,16.915,17.584
321,E00023953,18.384,17.49,14.749,14.35,15.255,19.772,18.384,17.49,14.749,14.35,15.255,19.772
322,E00023619,18.424,15.865,15.129,14.868,16.815,18.899,18.424,15.865,15.129,14.868,16.815,18.899
323,E00023925,18.005,19.88,14.704,13.803,12.528,21.08,18.005,19.88,14.704,13.803,12.528,21.08
324,E00175191,17.004,14.373,15.335,21.168,16.666,15.454,17.004,14.373,15.335,21.168,16.666,15.454
325,E00023794,20.017,14.955,13.776,15.933,13.575,21.743,20.017,14.955,13.776,15.933,13.575,21.743
326,E00023627,18.567,14.326,15.412,16.567,15.709,19.419,18.567,14.326,15.412,16.567,15.709,19.419
327,E00024080,18.035,17.005,15.681,16.623,14.593,18.064,18.035,17.005,15.681,16.623,14.593,18.064
328,E00024038,18.111,14.713,16.776,13.841,13.823,22.736,18.111,14.713,16.776,13.841,13.823,22.736
329,E00175264,18.82,16.609,15.698,13.747,17.563,17.563,18.82,16.609,15.698,13.747,17.563,17.563
330,E00024067,17.838,16.823,16.747,13.271,14.514,20.807,17.838,16.823,16.747,13.271,14.514,20.807
331,E00024088,18.027,21.359,12.306,13.907,12.385,22.015,18.027,21.359,12.306,13.907,12.385,22.015
332,E00024009,19.334,18.103,13.81,12.28,14.176,22.296,19.334,18.103,13.81,12.28,14.176,22.296
333,E00023886,16.583,16.302,13.479,18.789,12.937,21.911,16.583,16.302,13.479,18.789,12.937,21.911
334,E00023807,18.715,16.297,13.125,16.257,12.966,22.641,18.715,16.297,13.125,16.257,12.966,22.641
335,E00023569,14.522,14.241,15.086,21.713,13.504,20.934,14.522,14.241,15.086,21.713,13.504,20.934
336,E00023533,18.474,14.598,14.598,15.67,14.186,22.474,18.474,14.598,14.598,15.67,14.186,22.474
337,E00023602,18.006,18.268,12.201,15.874,11.938,23.713,18.006,18.268,12.201,15.874,11.938,23.713
338,E00023791,17.627,17.466,15.008,15.894,15.915,18.09,17.627,17.466,15.008,15.894,15.915,18.09
339,E00023710,16.698,15.508,14.225,17.513,14.799,21.257,16.698,15.508,14.225,17.513,14.799,21.257
340,E00175193,17.365,14.884,15.522,18.199,18.073,15.957,17.365,14.884,15.522,18.199,18.073,15.957
341,E00023696,15.221,16.49,17.118,15.77,17.969,17.432,15.221,16.49,17.118,15.77,17.969,17.432
342,E00023617,18.078,14.272,15.879,17.587,15.949,18.236,18.078,14.272,15.879,17.587,15.949,18.236
343,E00023770,17.58,13.684,16.538,17.082,16.946,18.169,17.58,13.684,16.538,17.082,16.946,18.169
344,E00023649,17.71,16.417,16.606,14.021,17.43,17.817,17.71,16.417,16.606,14.021,17.43,17.817
345,E00023836,19.759,13.799,14.587,17.99,15.067,18.799,19.759,13.799,14.587,17.99,15.067,18.799
346,E00023777,17.098,20.086,12.052,15.272,11.554,23.938,17.098,20.086,12.052,15.272,11.554,23.938
347,E00023776,18.715,14.586,13.535,16.296,13.438,23.43,18.715,14.586,13.535,16.296,13.438,23.43
348,E00023647,17.121,15.9,17.89,14.475,17.618,16.996,17.121,15.9,17.89,14.475,17.618,16.996
349,E00023784,17.976,17.827,12.679,15.774,12.47,23.274,17.976,17.827,12.679,15.774,12.47,23.274
350,E00023705,23.277,15.212,16.669,12.977,13.326,18.539,23.277,15.212,16.669,12.977,13.326,18.539
351,E00023437,22.239,21.221,12.163,11.043,11.043,22.29,22.239,21.221,12.163,11.043,11.043,22.29
352,E00023849,16.973,15.21,13.234,18.214,12.73,23.639,16.973,15.21,13.234,18.214,12.73,23.639
353,E00023761,19.066,18.671,17.326,11.313,15.744,17.88,19.066,18.671,17.326,11.313,15.744,17.88
354,E00023934,16.533,14.152,17.7,18.44,19.037,14.138,16.533,14.152,17.7,18.44,19.037,14.138
355,E00023535,18.561,15.44,16.064,15.375,15.703,18.857,18.561,15.44,16.064,15.375,15.703,18.857
356,E00023875,17.094,16.143,14.356,16.229,13.722,22.456,17.094,16.143,14.356,16.229,13.722,22.456
357,E00023543,17.36,20.534,13.844,15.009,12.518,20.735,17.36,20.534,13.844,15.009,12.518,20.735
358,E00023860,18.942,16.077,14.863,17.189,14.021,18.908,18.942,16.077,14.863,17.189,14.021,18.908
359,E00023542,17.212,22.214,13.957,14.252,13.461,18.904,17.212,22.214,13.957,14.252,13.461,18.904
360,E00023678,16.833,17.177,17.728,11.91,16.42,19.931,16.833,17.177,17.728,11.91,16.42,19.931
361,E00175211,18.966,17.682,15.443,15.476,13.961,18.472,18.966,17.682,15.443,15.476,13.961,18.472
362,E00023674,14.848,12.369,16.334,24.497,16.084,15.868,14.848,12.369,16.334,24.497,16.084,15.868
363,E00024117,19.827,13.696,16.222,15.725,15.2,19.33,19.827,13.696,16.222,15.725,15.2,19.33
364,E00024040,17.772,16.347,15.417,14.783,13.596,22.086,17.772,16.347,15.417,14.783,13.596,22.086
365,E00023939,20.223,13.0,17.724,17.738,17.668,13.646,20.223,13.0,17.724,17.738,17.668,13.646
366,E00175250,16.443,16.751,18.729,14.113,18.29,15.674,16.443,16.751,18.729,14.113,18.29,15.674
367,E00023676,18.487,20.658,17.472,11.064,15.721,16.597,18.487,20.658,17.472,11.064,15.721,16.597
368,E00023730,16.558,14.585,17.155,15.87,18.455,17.377,16.558,14.585,17.155,15.87,18.455,17.377
369,E00023487,19.178,14.54,15.128,15.962,14.509,20.682,19.178,14.54,15.128,15.962,14.509,20.682
370,E00024058,18.267,14.631,16.473,15.138,16.688,18.803,18.267,14.631,16.473,15.138,16.688,18.803
371,E00023968,17.116,19.83,15.177,14.309,15.417,18.15,17.116,19.83,15.177,14.309,15.417,18.15
372,E00024054,18.907,14.94,16.02,16.353,16.569,17.211,18.907,14.94,16.02,16.353,16.569,17.211
373,E00023935,17.815,13.999,18.083,15.942,20.185,13.977,17.815,13.999,18.083,15.942,20.185,13.977
374,E00023597,17.296,17.715,14.151,13.312,13.417,24.109,17.296,17.715,14.151,13.312,13.417,24.109
375,E00023516,16.738,15.56,17.961,15.753,16.686,17.301,16.738,15.56,17.961,15.753,16.686,17.301
376,E00023965,17.585,19.022,15.483,14.289,15.24,18.381,17.585,19.022,15.483,14.289,15.24,18.381
377,E00023494,18.578,14.349,16.538,15.982,15.952,18.601,18.578,14.349,16.538,15.982,15.952,18.601
378,E00023415,18.346,16.189,13.786,15.836,14.422,21.421,18.346,16.189,13.786,15.836,14.422,21.421
379,E00023467,16.5,14.074,15.958,16.68,16.56,20.229,16.5,14.074,15.958,16.68,16.56,20.229
380,E00023670,20.635,15.682,19.474,11.172,15.374,17.663,20.635,15.682,19.474,11.172,15.374,17.663
381,E00023490,20.883,15.871,14.724,14.106,14.859,19.557,20.883,15.871,14.724,14.106,14.859,19.557
382,E00175263,18.732,15.095,17.04,14.799,13.742,20.592,18.732,15.095,17.04,14.799,13.742,20.592
383,E00023748,15.915,20.399,14.859,14.883,16.62,17.324,15.915,20.399,14.859,14.883,16.62,17.324
384,E00024057,16.943,13.488,15.626,17.089,16.964,19.89,16.943,13.488,15.626,17.089,16.964,19.89
385,E00023557,16.907,14.544,16.078,18.655,15.356,18.459,16.907,14.544,16.078,18.655,15.356,18.459
386,E00024043,17.28,16.226,15.518,15.276,13.79,21.911,17.28,16.226,15.518,15.276,13.79,21.911
387,E00023853,16.164,21.103,12.38,14.112,11.802,24.439,16.164,21.103,12.38,14.112,11.802,24.439
388,E00023685,18.003,13.546,16.334,14.768,15.938,21.411,18.003,13.546,16.334,14.768,15.938,21.411
389,E00023604,19.131,17.543,14.646,15.627,14.249,18.804,19.131,17.543,14.646,15.627,14.249,18.804
390,E00024136,15.975,14.327,15.333,21.826,18.361,14.178,15.975,14.327,15.333,21.826,18.361,14.178
391,E00023455,16.359,15.66,15.073,16.163,16.163,20.582,16.359,15.66,15.073,16.163,16.163,20.582
392,E00023916,17.805,20.2,13.814,15.965,13.348,18.869,17.805,20.2,13.814,15.965,13.348,18.869
393,E00023986,17.637,14.401,15.13,16.477,15.892,20.464,17.637,14.401,15.13,16.477,15.892,20.464
394,E00023987,18.236,13.937,16.002,15.015,17.171,19.639,18.236,13.937,16.002,15.015,17.171,19.639
395,E00024098,17.021,16.43,15.122,17.569,14.32,19.539,17.021,16.43,15.122,17.569,14.32,19.539
396,E00023653,20.221,14.514,17.191,13.927,15.97,18.178,20.221,14.514,17.191,13.927,15.97,18.178
397,E00175258,16.207,13.719,21.15,12.34,19.973,16.611,16.207,13.719,21.15,12.34,19.973,16.611
398,E00024039,18.047,16.431,14.731,14.931,13.398,22.463,18.047,16.431,14.731,14.931,13.398,22.463
399,E00023524,19.732,14.578,14.849,16.593,15.676,18.572,19.732,14.578,14.849,16.593,15.676,18.572
400,E00024062,17.338,13.338,16.92,16.655,17.031,18.718,17.338,13.338,16.92,16.655,17.031,18.718
401,E00024028,16.885,17.549,15.966,14.637,16.435,18.526,16.885,17.549,15.966,14.637,16.435,18.526
402,E00023539,19.03,16.236,14.971,14.549,14.707,20.506,19.03,16.236,14.971,14.549,14.707,20.506
403,E00023957,16.256,15.741,16.484,20.732,17.019,13.767,16.256,15.741,16.484,20.732,17.019,13.767
404,E00175225,17.203,18.877,16.946,12.902,15.091,18.98,17.203,18.877,16.946,12.902,15.091,18.98
405,E00023851,16.412,15.229,13.7,16.551,12.726,25.382,16.412,15.229,13.7,16.551,12.726,25.382
406,E00023544,16.856,23.117,12.916,15.149,12.215,19.746,16.856,23.117,12.916,15.149,12.215,19.746
407,E00023723,16.926,15.645,14.638,16.832,15.904,20.055,16.926,15.645,14.638,16.832,15.904,20.055
408,E00023855,17.48,15.403,14.162,16.698,14.351,21.905,17.48,15.403,14.162,16.698,14.351,21.905
409,E00023534,15.644,16.123,14.892,18.039,15.029,20.274,15.644,16.123,14.892,18.039,15.029,20.274
410,E00023928,15.696,14.028,17.651,17.576,21.788,13.261,15.696,14.028,17.651,17.576,21.788,13.261
411,E00023658,18.743,15.402,15.428,16.586,14.494,19.348,18.743,15.402,15.428,16.586,14.494,19.348
412,E00175195,15.296,14.359,15.399,21.681,18.489,14.776,15.296,14.359,15.399,21.681,18.489,14.776
413,E00023484,16.446,21.035,14.794,13.803,16.41,17.511,16.446,21.035,14.794,13.803,16.41,17.511
414,E00023755,15.552,13.88,18.663,15.513,19.207,17.185,15.552,13.88,18.663,15.513,19.207,17.185
415,E00024106,16.607,19.836,14.911,16.17,13.625,18.851,16.607,19.836,14.911,16.17,13.625,18.851
416,E00023422,18.487,19.335,13.467,14.484,12.653,21.574,18.487,19.335,13.467,14.484,12.653,21.574
417,E00023598,16.974,15.863,14.219,17.152,14.597,21.195,16.974,15.863,14.219,17.152,14.597,21.195
418,E00023519,19.764,16.044,15.152,14.804,15.273,18.963,19.764,16.044,15.152,14.804,15.273,18.963
419,E00023760,17.253,15.63,14.798,17.69,13.721,20.908,17.253,15.63,14.798,17.69,13.721,20.908
420,E00024083,15.861,17.329,14.799,19.428,12.927,19.656,15.861,17.329,14.799,19.428,12.927,19.656
421,E00024002,18.737,15.91,14.775,14.497,16.146,19.936,18.737,15.91,14.775,14.497,16.146,19.936
422,E00023732,16.294,15.285,16.23,14.962,19.998,17.23,16.294,15.285,16.23,14.962,19.998,17.23
423,E00023657,17.274,14.027,17.94,17.107,16.046,17.607,17.274,14.027,17.94,17.107,16.046,17.607
424,E00023461,16.378,16.85,16.724,14.964,18.579,16.504,16.378,16.85,16.724,14.964,18.579,16.504
425,E00023453,17.169,16.008,14.628,16.095,15.241,20.858,17.169,16.008,14.628,16.095,15.241,20.858
426,E00023926,20.015,15.909,15.35,15.49,15.619,17.618,20.015,15.909,15.35,15.49,15.619,17.618
427,E00023913,18.359,13.914,15.938,15.07,15.54,21.178,18.359,13.914,15.938,15.07,15.54,21.178
428,E00024073,17.672,18.247,14.799,15.977,14.282,19.023,17.672,18.247,14.799,15.977,14.282,19.023
429,E00023919,16.202,14.739,19.607,13.585,19.126,16.74,16.202,14.739,19.607,13.585,19.126,16.74
430,E00023998,16.272,16.261,17.142,14.952,17.637,17.736,16.272,16.261,17.142,14.952,17.637,17.736
431,E00023751,17.559,14.401,16.296,16.625,16.372,18.747,17.559,14.401,16.296,16.625,16.372,18.747
432,E00023992,16.486,13.792,16.325,16.179,18.712,18.507,16.486,13.792,16.325,16.179,18.712,18.507
433,E00175214,20.563,13.585,18.204,12.984,18.948,15.716,20.563,13.585,18.204,12.984,18.948,15.716
434,E00023720,16.617,13.87,17.127,16.555,17.562,18.27,16.617,13.87,17.127,16.555,17.562,18.27
435,E00023686,17.614,12.521,15.731,17.251,16.434,20.449,17.614,12.521,15.731,17.251,16.434,20.449
436,E00023592,17.141,19.411,12.651,14.582,12.603,23.612,17.141,19.411,12.651,14.582,12.603,23.612
437,E00023996,15.52,14.861,17.527,15.52,18.601,17.971,15.52,14.861,17.527,15.52,18.601,17.971
438,E00024112,18.363,13.008,16.556,20.736,17.933,13.404,18.363,13.008,16.556,20.736,17.933,13.404
439,E00024108,15.988,14.598,16.558,18.518,20.601,13.737,15.988,14.598,16.558,18.518,20.601,13.737
440,E00023513,18.595,17.497,15.438,14.576,14.645,19.249,18.595,17.497,15.438,14.576,14.645,19.249
441,E00175257,19.71,15.614,15.266,14.879,15.44,19.092,19.71,15.614,15.266,14.879,15.44,19.092
442,E00175268,17.503,16.205,16.321,16.292,13.495,20.185,17.503,16.205,16.321,16.292,13.495,20.185
443,E00175217,20.063,15.112,14.695,13.34,12.194,24.596,20.063,15.112,14.695,13.34,12.194,24.596
444,E00023924,20.0,19.894,17.46,13.439,11.958,17.249,20.0,19.894,17.46,13.439,11.958,17.249
445,E00023442,18.704,15.301,14.554,17.435,13.524,20.481,18.704,15.301,14.554,17.435,13.524,20.481
446,E00023626,16.297,15.1,16.547,15.579,17.192,19.284,16.297,15.1,16.547,15.579,17.192,19.284
447,E00023464,17.384,14.568,14.79,15.995,14.728,22.535,17.384,14.568,14.79,15.995,14.728,22.535
448,E00175272,14.328,15.692,14.643,22.094,13.02,20.223,14.328,15.692,14.643,22.094,13.02,20.223
449,E00023885,16.331,17.391,13.786,14.387,12.69,25.415,16.331,17.391,13.786,14.387,12.69,25.415
450,E00023854,16.278,17.575,16.213,15.175,14.527,20.233,16.278,17.575,16.213,15.175,14.527,20.233
451,E00023575,17.722,14.999,15.511,16.835,15.137,19.795,17.722,14.999,15.511,16.835,15.137,19.795
452,E00024060,17.039,14.717,19.598,13.504,18.562,16.58,17.039,14.717,19.598,13.504,18.562,16.58
453,E00023745,19.297,14.322,15.009,15.18,15.266,20.926,19.297,14.322,15.009,15.18,15.266,20.926
454,E00024121,18.53,17.687,15.067,14.919,15.952,17.844,18.53,17.687,15.067,14.919,15.952,17.844
455,E00023754,18.091,13.962,14.466,17.802,13.521,22.158,18.091,13.962,14.466,17.802,13.521,22.158
456,E00024081,14.913,19.306,16.118,17.783,15.622,16.259,14.913,19.306,16.118,17.783,15.622,16.259
457,E00024074,17.123,15.203,16.871,17.721,14.731,18.351,17.123,15.203,16.871,17.721,14.731,18.351
458,E00023731,16.952,14.784,16.001,16.043,17.944,18.277,16.952,14.784,16.001,16.043,17.944,18.277
459,E00023452,17.023,16.094,14.362,16.812,15.531,20.177,17.023,16.094,14.362,16.812,15.531,20.177
460,E00024026,17.428,17.542,17.313,13.781,16.566,17.37,17.428,17.542,17.313,13.781,16.566,17.37
461,E00175202,16.91,17.153,19.586,11.995,17.908,16.448,16.91,17.153,19.586,11.995,17.908,16.448
462,E00023700,17.719,14.511,16.615,15.026,20.162,15.968,17.719,14.511,16.615,15.026,20.162,15.968
463,E00023781,17.085,16.502,13.363,16.143,13.722,23.184,17.085,16.502,13.363,16.143,13.722,23.184
464,E00023842,20.86,15.298,13.094,15.931,13.299,21.517,20.86,15.298,13.094,15.931,13.299,21.517
465,E00023609,20.254,16.061,14.196,15.071,14.394,20.023,20.254,16.061,14.196,15.071,14.394,20.023
466,E00024133,15.785,14.463,16.276,18.473,20.859,14.144,15.785,14.463,16.276,18.473,20.859,14.144
467,E00023789,18.016,18.338,14.316,16.193,14.209,18.928,18.016,18.338,14.316,16.193,14.209,18.928
468,E00023508,18.701,16.597,15.396,14.647,16.308,18.351,18.701,16.597,15.396,14.647,16.308,18.351
469,E00023589,17.512,17.423,13.365,17.156,13.312,21.232,17.512,17.423,13.365,17.156,13.312,21.232
470,E00023820,21.032,17.356,13.609,13.591,13.12,21.291,21.032,17.356,13.609,13.591,13.12,21.291
471,E00023733,15.736,16.65,16.284,15.655,17.624,18.051,15.736,16.65,16.284,15.655,17.624,18.051
